"","miR34","miR200","NRF2","SNAIL","KEAP1","ZEB"
"miR200",0.564809628485215,0.564809628485215,0.604947589098533,-0.217141137249352,-0.633110854404655,-0.687555938376936
"NRF2",0.266369704369704,0.266369704369704,0.241838161838162,-0.128735966659506,-0.250761238761239,-0.296671764068763
"miR34",0.266369704369704,0.266369704369704,0.241838161838162,-0.128735966659506,-0.250761238761239,-0.296671764068763
"KEAP1",-0.250761238761239,-0.250761238761239,-0.317552447552448,0.131694546541162,0.241838161838162,0.283073244179771
"SNAIL",-0.273597934307098,-0.273597934307098,-0.250761238761239,0.0396774424864776,0.266369704369704,0.306421067689932
"ZEB",-0.629695130597273,-0.629695130597273,-0.571112877583466,0.2787148320611,0.605219606121749,0.653764332335408
