"","miR200","Ecadherin","miR34","SNAIL","NRF2","ZEB","KEAP1"
"miR200",0.681732359829178,0.681732359829178,0.554024113957247,-0.149469556416488,-0.178055341551104,-0.718150870895576,-0.742715966386555
"Ecadherin",0.496935957586042,0.496935957586042,0.320861739244301,-0.0119883653115998,-0.30458372821323,-0.519660692371079,-0.472788617886179
"NRF2",0.277359320469557,0.277359320469557,0.255052419856152,-0.101652122404585,-0.141663996656683,-0.291299691138372,-0.259249084249084
"miR34",0.277359320469557,0.277359320469557,0.255052419856152,-0.101652122404585,-0.141663996656683,-0.291299691138372,-0.259249084249084
"KEAP1",-0.259249084249084,-0.259249084249084,-0.244749389553121,0.0937811546626498,0.0324489795918367,0.277359320469557,0.238095238095238
"SNAIL",-0.291299691138372,-0.291299691138372,-0.266659562713294,0.00149364379919702,0.148367907271208,0.305085970821749,0.277359320469557
"ZEB",-0.741993859979033,-0.741993859979033,-0.604583600928227,0.171578958267178,0.293821349752362,0.674093413265567,0.703100640961106
