"","Ecadherin","miR34","miR200","SNAIL","NRF2","KEAP1","ZEB"
"miR200",0.503390727845036,0.356045183698669,0.356045183698669,0.0978789343115057,-0.111108074102998,-0.450238732085766,-0.511339697423054
"Ecadherin",0.35054588268874,0.181780579416147,0.181780579416147,0.147824929019341,-0.262828532551879,-0.178882961901659,-0.354502012731826
"NRF2",0.212520585206946,0.163207770891678,0.163207770891678,0.0249304251533449,-0.0444168297806822,-0.160924665868847,-0.215713551426289
"KEAP1",-0.207916098784277,-0.160924665868847,-0.160924665868847,-0.0236709793095162,-0.0578303612305538,0.157623694995061,0.212520585206946
"miR34",-0.212520585206946,-0.163207770891678,-0.163207770891678,-0.0249304251533449,0.0444168297806822,0.160924665868847,0.215713551426289
"SNAIL",-0.215713551426289,-0.164818749411965,-0.164818749411965,-0.12581887530142,0.0460321014400067,0.163207770891678,0.217944641576842
"ZEB",-0.512747404710725,-0.358391407529082,-0.358391407529082,-0.188603938284878,0.219733390163237,0.354309774876021,0.41846759768109
