"","miR34","Ecadherin","miR200","SNAIL","NRF2","KEAP1","ZEB"
"miR200",0.676035067071522,0.676035067071522,0.566170652410277,-0.156079968894717,-0.140504348940103,-0.634581115186937,-0.711241283449286
"Ecadherin",0.464502848068503,0.464502848068503,0.318082441383887,-0.0161150876581911,-0.283635068635069,-0.299847637054162,-0.484720346832715
"NRF2",0.319703493838563,0.319703493838563,0.293818860588976,-0.143793350276505,-0.0662050335750327,-0.277870082940548,-0.337577889973829
"miR34",0.319703493838563,0.319703493838563,0.293818860588976,-0.143793350276505,-0.0662050335750327,-0.277870082940548,-0.337577889973829
"KEAP1",-0.299025527736868,-0.299025527736868,-0.277870082940548,0.139275277987348,-0.0408445747800587,0.259584368654833,0.319703493838563
"SNAIL",-0.337577889973829,-0.337577889973829,-0.307496096746099,0.0477640283461445,0.0723752463409902,0.293818860588976,0.352962505358444
"ZEB",-0.730908019791141,-0.730908019791141,-0.614443307097171,0.178507753228157,0.260858884410609,0.586336232527381,0.662672058361759
