"","Ecadherin","miR34","miR200","SNAIL","NRF2","KEAP1","ZEB"
"miR200",0.584244846173097,0.474983553541038,0.474983553541038,-0.128013656978074,-0.0818019405573759,-0.557660718895369,-0.60067938656307
"NRF2",0.266612772337444,0.242915097518818,0.242915097518818,-0.0978514558507926,-0.039694392684011,-0.233349880127514,-0.274990942975415
"miR34",0.266612772337444,0.242915097518818,0.242915097518818,-0.0978514558507926,-0.039694392684011,-0.233349880127514,-0.274990942975415
"KEAP1",-0.257521863246535,-0.233349880127514,-0.233349880127514,0.100789431911728,-0.0616179432739942,0.227838069103892,0.266612772337444
"Ecadherin",-0.257521863246535,-0.233349880127514,-0.233349880127514,0.100789431911728,-0.0616179432739942,0.227838069103892,0.266612772337444
"SNAIL",-0.274990942975415,-0.246608791212512,-0.246608791212512,0.00280641080574749,0.0427378709448806,0.242915097518818,0.280404955714268
"ZEB",-0.612878739937209,-0.497721236575752,-0.497721236575752,0.147204512833188,0.191538718608563,0.487981867577124,0.524808904825666
