"","Ecadherin","miR34","KEAP1","SNAIL","ZEB","miR200","NRF2"
"miR200",0.304863572877947,0.294768594839868,0.138389823259473,-0.0657368823046289,-0.305157979158614,-0.236454339388505,-0.204442120203542
"Ecadherin",0.207414807414807,0.120291516182314,0.191999139275434,0.0536332781084088,-0.20737563781042,-0.18923030476159,-0.332937594768947
"NRF2",0.181967291240212,0.186531073554242,0.0201904335973485,-0.0760566427530982,-0.182568864585885,-0.0172985005684292,-0.0953093019049626
"miR34",0.181967291240212,0.186531073554242,0.0201904335973485,-0.0760566427530982,-0.182568864585885,-0.0172985005684292,-0.0953093019049626
"KEAP1",-0.182085354994639,-0.183791347526845,-0.0141710161216203,0.0816821675221998,0.181967291240212,0.0201904335973485,-0.00394163442462544
"SNAIL",-0.182568864585885,-0.184920095033955,-0.0172985005684292,-0.0204224622156415,0.182260502532557,0.0196851354132979,0.0975119450767687
"ZEB",-0.285335235444171,-0.27387986959229,-0.243841931059589,0.0697891691751591,0.185036590831261,0.244522203168433,0.298296850436385
