,Cycles,Nature,Edge_count
0,ZEB1,P,1
1,OVOL2,N,1
2,SNAI2,N,1
3,ZEB2,P,1
4,SNAI1,N,1
5,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2,TWIST1",N,11
6,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,SNAI1,TWIST1",N,9
7,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,SNAI1",P,8
8,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,GSC",P,8
9,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,GSC,TWIST1,SNAI1",P,10
10,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,GSC,TWIST1",N,9
11,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2,TWIST1",P,12
12,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,GSC,SNAI1,TWIST1",P,10
13,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,TGF-beta,GSC,SNAI1",N,9
14,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2,TWIST1",N,13
15,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,SNAI1,TWIST1",N,11
16,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,SNAI1",P,10
17,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,GSC",P,10
18,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,TWIST1,SNAI1",P,12
19,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,TWIST1",N,11
20,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2,TWIST1",P,14
21,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,TWIST1",P,12
22,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",N,11
23,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2,TWIST1",N,13
24,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,SNAI1,TWIST1",N,11
25,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,SNAI1",P,10
26,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,GSC",P,10
27,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,TWIST1,SNAI1",P,12
28,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,TWIST1",N,11
29,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2,TWIST1",P,14
30,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,TWIST1",P,12
31,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",N,11
32,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,ZEB2,miR-200a,TGF-beta,GSC",P,13
33,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,ZEB2,miR-200a,TGF-beta,GSC,TWIST1",N,14
34,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,ZEB2,miR-200c,TGF-beta,GSC",P,13
35,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,ZEB2,miR-200c,TGF-beta,GSC,TWIST1",N,14
36,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,ZEB2,miR-200b,TGF-beta,GSC",P,13
37,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,ZEB2,miR-200b,TGF-beta,GSC,TWIST1",N,14
38,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,TWIST1,ZEB2,miR-200a,TGF-beta,GSC",P,14
39,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,TWIST1,ZEB2,miR-200c,TGF-beta,GSC",P,14
40,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,TWIST1,ZEB2,miR-200b,TGF-beta,GSC",P,14
41,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,miR-34a,TWIST2,TWIST1",P,10
42,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,ZEB2,miR-200a,TGF-beta,GSC",N,11
43,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,ZEB2,miR-200a,TGF-beta,GSC,TWIST1",P,12
44,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,ZEB2,miR-200c,TGF-beta,GSC",N,11
45,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,ZEB2,miR-200c,TGF-beta,GSC,TWIST1",P,12
46,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,ZEB2,miR-200b,TGF-beta,GSC",N,11
47,"FOXC2,ZEB1,CLDN7,CDH1,SNAI2,miR-101,SNAI1,ZEB2,miR-200b,TGF-beta,GSC,TWIST1",P,12
