"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
43,15.6166666666667,50,14.7666666666667,17,"EMT_RACIPE2_1"
36,10.8166666666667,57,19.5666666666667,22,"EMT_RACIPE2_10"
45,13.45,48,16.9333333333333,20,"EMT_RACIPE2_100"
42,13.5666666666667,51,16.8166666666667,23,"EMT_RACIPE2_101"
48,14.7666666666667,45,15.6166666666667,18,"EMT_RACIPE2_102"
44,14.9,49,15.4833333333333,17,"EMT_RACIPE2_103"
48,15.0666666666667,45,15.3166666666667,20,"EMT_RACIPE2_104"
51,15.9833333333333,42,14.4,16,"EMT_RACIPE2_105"
35,11.75,58,18.6333333333333,19,"EMT_RACIPE2_106"
41,12.35,52,18.0333333333333,20,"EMT_RACIPE2_107"
39,11.6833333333333,54,18.7,17,"EMT_RACIPE2_108"
53,16.0666666666667,40,14.3166666666667,15,"EMT_RACIPE2_109"
49,17.1166666666667,44,13.2666666666667,17,"EMT_RACIPE2_11"
43,13.65,50,16.7333333333333,21,"EMT_RACIPE2_110"
47,14.9333333333333,46,15.45,19,"EMT_RACIPE2_111"
49,16.95,44,13.4333333333333,16,"EMT_RACIPE2_112"
48,15.5166666666667,45,14.8666666666667,19,"EMT_RACIPE2_113"
53,18.45,40,11.9333333333333,14,"EMT_RACIPE2_114"
50,16.7333333333333,43,13.65,14,"EMT_RACIPE2_115"
45,13.6833333333333,48,16.7,18,"EMT_RACIPE2_116"
39,12.15,54,18.2333333333333,22,"EMT_RACIPE2_117"
51,15.3166666666667,42,15.0666666666667,19,"EMT_RACIPE2_118"
48,14.7333333333333,45,15.65,17,"EMT_RACIPE2_119"
37,11.95,56,18.4333333333333,19,"EMT_RACIPE2_12"
55,17.1333333333333,38,13.25,14,"EMT_RACIPE2_120"
40,12.0333333333333,53,18.35,18,"EMT_RACIPE2_121"
47,15.3166666666667,46,15.0666666666667,17,"EMT_RACIPE2_122"
51,15.9333333333333,42,14.45,18,"EMT_RACIPE2_123"
50,15.65,43,14.7333333333333,17,"EMT_RACIPE2_124"
46,14.6,47,15.7833333333333,16,"EMT_RACIPE2_125"
45,14.5833333333333,48,15.8,19,"EMT_RACIPE2_126"
44,14.15,49,16.2333333333333,20,"EMT_RACIPE2_127"
46,14.5666666666667,47,15.8166666666667,22,"EMT_RACIPE2_128"
39,12.8166666666667,54,17.5666666666667,18,"EMT_RACIPE2_129"
43,14.5333333333333,50,15.85,18,"EMT_RACIPE2_13"
46,16.4,47,13.9833333333333,13,"EMT_RACIPE2_130"
46,14.7666666666667,47,15.6166666666667,16,"EMT_RACIPE2_131"
45,13.6,48,16.7833333333333,18,"EMT_RACIPE2_132"
