states,Avg0,SD0,frust0
'100001100011011000000100000111010111101101011111000000001110000000001011',,,0.19014084507042253
'000001001011101110010110000110000100100001000010000000001110000110001011',,,0.19718309859154928
'111101111000010001011000111001111011011111111101111101110011111010011011',,,0.28169014084507044
'000010000000001110000110000110000000000000000010010000000010000100001001',0.0003,0.00021602468994692865,0.11971830985915492
'000100000111000001000110111000000100110000100010011101001110111101110000',,,0.2676056338028169
'111101111011110001111011011001111111111111111101101111111101111011100110',,,0.1056338028169014
'011101011100110001011001100000101000001011111001101111100010110110010011',,,0.3028169014084507
'100000100000001110000110100001010011000100000110010000010010001001111000',0.00023333333333333333,4.714045207910315e-5,0.24647887323943662
'100010100011111000000110000111010111101100011110000000101110001000001011',,,0.2535211267605634
'100010100011001110000100000001010011000100000110010000010010000000001001',0.0008,0.00021602468994692865,0.14788732394366197
'000011000000111111000111000110101000000011000010001101000010100101101010',,,0.2605633802816901
'000000000011111110000100000000000100100000011010000000001110000100001011',,,0.1267605633802817
'011101001100000111111111011000101000010011100000011111100001111111100100',,,0.14788732394366197
'111111111111110111111001011111111111111111100101101111111101111011100110',0.0003333333333333333,0.00012472191289246472,0.11971830985915492
'011100011111110001111011111000101100111010111001101111101101111111110110',,,0.16901408450704225
'111111110111110111101011111111111111111111100101101111111101111011110110',,,0.07042253521126761
'011111011111110001111011011110101100111011100001101111101101111111100110',0.0012,0.000408248290463863,0.14788732394366197
'111110101000100001101011111001110011010100111100111111110001111001110100',,,0.18309859154929578
'000010000000001000000100011000000000010000011010010000000010000100001001',0.0007000000000000001,0.00021602468994692865,0.09154929577464789
'111001111000111000011000000001011011001111000111110000100011000010001111',,,0.23943661971830985
'100011111111011001011000111111010111111100000111100001111110111010011001',,,0.2887323943661972
'000000000011101000000100111000000100110000011010010000001110000100011011',,,0.13380281690140844
'011011011111011110110011111000101100111011000001101110001110000101111010',,,0.3028169014084507
'011111011111110111111011111110101100111011100001111111101101111111110110',,,0.1619718309859155
'111111111111110001111011100111111111101111100101101111111101111011110110',0.0005333333333333334,0.00024944382578492944,0.09859154929577464
'100000100000001000000100100001010011000100000110010000010010000000011001',0.0009999999999999998,0.00021602468994692865,0.14788732394366197
'000111011000101110110101011000000000010001111010000010000000010110001101',,,0.2676056338028169
'111111111011110111111011100111111111101111111101101111111101111011110110',0.00013333333333333334,4.7140452079103176e-5,0.07746478873239436
'111101111100110001111011100001111011001111111101101111110001111011110110',0.0003666666666666666,9.428090415820635e-5,0.11971830985915492
'011000011111111000111011000110101100101011000001101111001101000111101010',,,0.28169014084507044
'100000100000001110000100100111010011000100000110010000010010000000011001',0.0007,0.0001414213562373095,0.14788732394366197
'011001011100101000011000011000000000011011000011110010000010000110000011',,,0.28169014084507044
'111111111111110111111011111001111111111111111101101111111101111011110110',0.0011666666666666665,0.0004921607686744467,0.056338028169014086
'111111110100110111101111100111111111101111111101101111111101111011110110',,,0.1267605633802817
'100010100000001000000110011111010011010100000110010000010010001001101000',,,0.2323943661971831
'111101111111110111111011011001111011011111100101101111110001111011100110',0.0005666666666666667,9.428090415820633e-5,0.09859154929577464
'100000100011001000000100100111110111100100100110000000011110000000011001',,,0.16901408450704225
'000000001011111000000100100000000100100000011010000000001110000100011011',,,0.14788732394366197
'100000100000001000000000000001010011000100000110010000010010000000001001',,,0.15492957746478872
'111110111111110111111011111001111111111111100101101111111101111011110110',,,0.09154929577464789
'111111111100010001010011011001111011011111111101111101100010111011100000',,,0.22535211267605634
'000000000011001000000110000000000100100000011010010000001110000100001001',0.00016666666666666666,4.714045207910317e-5,0.1267605633802817
'100010100000001000000100100001010011000100011110010000010010000000011001',0.0008666666666666666,0.00044969125210773475,0.15492957746478872
'000000000000001110000110011110000000010000000010010000000010000101101000',0.00019999999999999998,8.16496580927726e-5,0.13380281690140844
'000011000100001000000110011000000000010000000010010000000010000101101000',,,0.14084507042253522
'011111011100110001111011000110101000001011111001101111100001110111100110',,,0.19718309859154928
'011111011111110001111011100000101100101011111001101111101101110111110110',0.0007666666666666667,4.714045207910319e-5,0.20422535211267606
'000010011011111000010100100110000100101000011011100000001110000100011011',,,0.176056338028169
'011111011111110001111011000110101100101011100001101111101101110111100110',0.0004333333333333333,9.428090415820635e-5,0.2112676056338028
'100000100000001110000100011111010011010100011110010000010010001000001001',0.0006333333333333333,0.00012472191289246472,0.20422535211267606
'011101011111110001111001100000101100101011100001101111101101110110010111',0.0002,0.0,0.2323943661971831
'000010000000101110000110100110000100100000011010010000001110000100011001',,,0.15492957746478872
'111101111011110111111011011111111111111111100101101111111101111011100110',0.00030000000000000003,0.0001414213562373095,0.09154929577464789
'100010100000001110000100011111010011010100000110010000010010001000001001',0.0007333333333333333,0.0001699673171197595,0.2112676056338028
'010000000000101000100111100110100100100000011000001110001101000101111110',,,0.3380281690140845
'000000000000001000000100100000000000000000011010010000000010000100011001',0.0008666666666666666,0.00040276819911981907,0.07746478873239436
'111110111011000111111011011001111011010111100101111111110001111011100100',,,0.1619718309859155
'100010111111110110100010000111010111101100000111100011111100001000000111',,,0.2887323943661972
'011111011100110001111011100110101000001011100001101111100001110111110110',0.00046666666666666666,4.714045207910316e-5,0.19014084507042253
'100010100000001000000100011001010011010100000110010000010010001000001001',0.0004,8.164965809277262e-5,0.2112676056338028
'100010100011001000000100011001010011010100000110010000010010001000001001',0.0007333333333333333,0.0004109609335312651,0.2112676056338028
'111111111000110111111011011001111011011111111101101111110001111011100110',0.00023333333333333333,4.714045207910315e-5,0.09859154929577464
'111101111100110111111011100001111011001111111101101111110001111011110110',0.0009000000000000001,1.0842021724855044e-19,0.11971830985915492
'011100010011100001001111111000101100111000111001111101101111011111110110',,,0.29577464788732394
'000111001100001110110001011000101000010011111000011110010000010111101000',,,0.2746478873239437
'111101111111110111111011100001111111101111100101101111111101111011110110',0.00036666666666666667,0.00012472191289246472,0.1056338028169014
'111101111111110111111011000111111111101111100101101111111101111011100110',0.0007666666666666667,0.00020548046676563257,0.11267605633802817
'111101111100110111111011011111111011011111111101101111110001111011100110',0.0007666666666666667,4.714045207910319e-5,0.09859154929577464
'000000000011001110000100000000000000000000000010010000000010000100001001',0.0007,0.0001632993161855452,0.07042253521126761
'110001111111110111110100000001010111101111011111000010111101110000000111',,,0.352112676056338
'100010100011001000000100100001010111100100011110010000011110000000011001',0.0007666666666666667,0.00016996731711975952,0.14084507042253522
'011101011111110001111011111000101100111011100001101111101101111111110110',0.0012666666666666666,0.0003091206165165234,0.14788732394366197
'000000000000001110000100111110000100110000011010010000011110000100011001',0.0006333333333333333,0.00012472191289246472,0.11971830985915492
'010110000000001110100111000110100000000000111010000100010001110101101100',,,0.33098591549295775
'011101011111110001111011111110101100111011100001101111101101111111110110',0.0009666666666666666,0.00020548046676563254,0.14788732394366197
'111101111000110001111011111111111111111111111101101111111101111011110110',0.00039999999999999996,0.0001414213562373095,0.08450704225352113
'100010100011001110000110011111010111110100000110010000011110001001101000',,,0.2323943661971831
'111111111011110001111001011111111111111111100101101111101101111010000111',,,0.176056338028169
'000010000000001000000100100000000000000000011010010000000010000100011001',0.0010666666666666667,0.0002494438257849294,0.08450704225352113
'000010000011001000000100011000000000010000000010010000000010000100001001',0.0007,0.00021602468994692868,0.09154929577464789
'100010100011001000000110000001010011000100000110010000010010001000001001',,,0.22535211267605634
'111111111000110001111001111001111011011111100101101111110001111010010111',,,0.16901408450704225
'011111011111110111111011011110101100111011100001101111101101111111100110',0.0010666666666666665,0.000339934634239519,0.14788732394366197
'011111011100010111111011000110101000001011100001101111100001110111100110',,,0.2112676056338028
'011111011111110001111011100110101100101011100001101111101101110110010111',0.0002666666666666667,0.0001699673171197595,0.22535211267605634
'011111010111110001111111111110101100111011100001101111101101111111110110',,,0.15492957746478872
'000000000000001110000100011110000000010000000010010000000010000100001001',0.0005666666666666666,4.714045207910314e-5,0.09859154929577464
'111101111100110001111011000001111011001111111101101111100001111011100110',0.00039999999999999996,8.164965809277262e-5,0.1267605633802817
'011101011100110001111011111110101100111011111001101111101101111111110110',0.0010333333333333334,9.428090415820637e-5,0.14788732394366197
'100010100011101000000100111001010111110100000110000000011110001000011011',,,0.2535211267605634
'100001100011111000000100000001010011001100000110000000000010000000001011',,,0.176056338028169
'001000011111011000010001111110000100111000100011100100001110000111111000',,,0.29577464788732394
'111111111100000001111001111001111011011111100101111111110001111011110100',,,0.16901408450704225
'100010100000011000000001111001110011010100000100001100000010001001111000',,,0.2887323943661972
'111111111100110001111011111001111011011111100101101111110001111011110110',0.0008666666666666667,0.00016996731711975952,0.08450704225352113
'100010100000001110000100100111010011000100000110010000010010000000011001',0.0011333333333333334,0.00028674417556808754,0.15492957746478872
'011111011100110001111011111110101100111011111001101111101101111111110110',0.0016666666666666668,4.714045207910309e-5,0.14084507042253522
'100000111000011110010000111111010111111100011111100000111110001000011011',,,0.20422535211267606
'000011000000001110000110000000000000000001011010010000000010000100001001',,,0.14084507042253522
'011111011100110001111011000110101000001011111001101111100001110110000111',,,0.2323943661971831
'100010100000001000000100111001010011010100000110010000010010001000011001',0.0005,8.164965809277258e-5,0.21830985915492956
'111111111111110111111001111111111111111111111101101111111101111011110110',0.0003666666666666666,9.428090415820635e-5,0.08450704225352113
'100101111111000001000001111111111111111111100111110101011110111001110000',,,0.2535211267605634
'100000100011001000000100111111010111110100011110010000011110001000011001',0.0003,0.0001414213562373095,0.18309859154929578
'011101011111110111111011100110101100101011100001101111101101110111110110',0.00046666666666666666,0.00024944382578492944,0.2112676056338028
'000010001000001110000100011000000000010000000010010000000010000100001001',0.0001,0.0,0.1056338028169014
'100010100000001110000100000111010011000100011110010000010010000000001001',0.0009333333333333333,0.0003091206165165234,0.14788732394366197
'111101111100110001111011100111111111101111111101101111111101111011110110',0.0003,8.164965809277261e-5,0.1056338028169014
'000100001011101001011100111110000100110000011010010101001110110111111010',,,0.3028169014084507
'000010000111001110000110000000000100100000011010010000001110000100001001',0.00013333333333333334,4.7140452079103176e-5,0.14084507042253522
'100001100111001000010000000001010011001111000111110000010010000000000001',,,0.23943661971830985
'000010000000101110000100000000000000000000011010010000000010000100001011',,,0.09154929577464789
'100010110000111000000000000111010011001100011110000000000010000000001011',,,0.19014084507042253
'100000101000011110000000000001010011001100000111000000010010000000001011',,,0.18309859154929578
'011111011111110111111011111000101100111011111001101111101101111111110110',0.0010333333333333334,0.00032998316455372216,0.14084507042253522
'011111011111110001111011011110101100111011111001101111101101111111100110',0.0009666666666666666,0.00033993463423951894,0.14788732394366197
'111111111100110001111001111001111011011111111101101111110001111011110110',0.0002,8.16496580927726e-5,0.1267605633802817
'100010100000001000000100100111010011000100000110010000010010000000011001',0.0013,0.0003741657386773941,0.15492957746478872
'011101011111110001111011000110101100101011100001101111101101110111100110',0.0005333333333333333,0.00024944382578492944,0.21830985915492956
'000010000000001000000100100110000000000000000010010000000010000100011001',0.0012333333333333335,0.00032998316455372216,0.08450704225352113
'111101111011110001111011111111111111111111111101101111111101111011110110',0.0002666666666666667,0.0001699673171197595,0.07042253521126761
'000110010011111110100001111000100100111000100001101010001100000100011011',,,0.2746478873239437
'100010100011001110000100111111010111110100000110010000011110001000011001',0.00046666666666666666,0.0001699673171197595,0.19014084507042253
'000010000000001111000100000000000000000000011010010010000010000100001001',,,0.11971830985915492
'000010000011001000000100000110000100100000011010010000001110000100001001',0.00046666666666666666,0.0001699673171197595,0.09154929577464789
'000000001000001110011110011000001000010010011010010000000010000111101000',,,0.20422535211267606
'111111111011110111111001111111111111111111100101101111111101111011110110',,,0.1056338028169014
'011111011111110001111011111000101100111011100001101111101101111111110110',0.0008666666666666667,0.00016996731711975952,0.14084507042253522
'011111011100110001111011100110101100101011111001101111101101110110010111',,,0.22535211267605634
'000010000011001110000100000000000000000000000010010000000010000100001001',0.0008333333333333334,0.0002054804667656326,0.07746478873239436
