"Network","JSD"
"rand_1",0.5
"rand_10",0.577592636134376
"rand_100",0.5
"rand_11",0.928039793667088
"rand_12",0.82286763524098
"rand_13",0.622411976855071
"rand_14",0.456297092619173
"rand_15",0.540825411910719
"rand_16",0.684341526509527
"rand_17",0.5
"rand_18",0.5
"rand_19",0.5
"rand_2",0.5
"rand_20",0.5
"rand_21",0.630391014836128
"rand_22",0.622852253815448
"rand_23",0.5
"rand_24",0.563940284504134
"rand_25",0.732758036065024
"rand_26",0.5
"rand_27",0.5
"rand_28",0.5
"rand_29",0.5
"rand_3",0.63070902639061
"rand_30",0.5
"rand_31",0.59005592469676
"rand_32",0.449777925786814
"rand_33",0.5
"rand_34",0.619670772576007
"rand_35",0.5
"rand_36",0.664629274814116
"rand_37",0.5
"rand_38",0.5
"rand_39",0.5
"rand_4",0.836643743135027
"rand_40",0.5
"rand_41",0.624965144284839
"rand_42",0.834609771237486
"rand_43",0.730668580025735
"rand_44",0.5
"rand_45",0.562436216401565
"rand_46",0.775728536857758
"rand_47",0.5
"rand_48",0.5
"rand_49",0.708916226773863
"rand_5",0.5
"rand_50",0.5
"rand_51",0.710356939694809
"rand_52",0.746031188320789
"rand_53",0.5
"rand_54",0.5
"rand_55",0.691296749840358
"rand_56",0.518188016566232
"rand_57",0.5
"rand_58",0.5
"rand_59",0.589050930845173
"rand_6",0.664998605336612
"rand_60",0.5
"rand_61",0.5
"rand_62",0.5
"rand_63",0.503545159861644
"rand_64",0.5
"rand_65",0.520649752374481
"rand_66",0.5
"rand_67",0.825642654534815
"rand_68",0.5
"rand_69",0.5
"rand_7",0.478337192965275
"rand_70",0.664614522354059
"rand_71",0.5
"rand_72",0.5
"rand_73",0.608979912817829
"rand_74",0.559616392966899
"rand_75",0.5
"rand_76",0.5
"rand_77",0.5
"rand_78",0.454909371644839
"rand_79",0.5
"rand_8",0.836850218974466
"rand_80",0.5
"rand_81",0.5
"rand_82",0.679625353515999
"rand_83",0.554349122802731
"rand_84",0.5
"rand_85",0.5
"rand_86",0.5
"rand_87",0.5
"rand_88",0.833463522404038
"rand_89",0.5
"rand_9",0.5
"rand_90",0.5
"rand_91",0.5
"rand_92",0.5
"rand_93",0.748333333333333
"rand_94",0.5
"rand_95",0.5
"rand_96",0.5
"rand_97",0.747216666666667
"rand_98",0.539448271053992
"rand_99",0.51435025087567
