Source,Target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
ZEB,Ecad,-0.9810126073608804,-0.8654209135295734,-0.6292902974432162,-0.8976003081212267,-0.9718977711252784,-0.1305953703736662,-0.5395833235683423,-0.7327221578941359,-0.7125602537598721,-0.9677767822707116,-0.2844486831786186,-0.8091032889148331,-0.453547287645462,-0.7834527576372283,-0.6709662016585585,-0.4390773440158222,-0.4941865084116059,-0.5904254103135147,-0.2817724267599184,-0.8682490501347457,-0.0063491076378197,-0.959142144083289,-0.4355616674779317,-0.4932786589018469,-0.0792711767303087,-0.4980230922035444,-0.0721086218909463,-0.7387513666096046,-0.1362519045272925,-0.8557519877594926,-0.9953169041560022,-0.9437598629241096,-0.9745297263756107,-0.0851932859892099,-0.7606638527795415,-0.2579811517424923,-0.3794614162560015,-0.3466292874485437,-0.3999534537216196,-0.3941942361573793,-0.5009202124720218,-0.8424865807331556,-0.6406433276916808,-0.3962426291890835,-0.3985812613041977,-0.6045308581029594,-0.3673786114459967,-0.6155386663187676,-0.9924657335233652,-0.7508956335835006,-0.6405351067560343,-0.5409184683127699,-0.4605444940814018,-0.8728170594406917,-0.481400123495477,-0.1373576531713465,-0.4341560557699531,-0.6835958149031669,-0.4725826188405244,-0.6963211161008624,-0.3008891212838418,-0.0292794018672608,-0.8800743147362984,-0.3060814597505668,-0.5359062117525899,-0.8286339601582868,-0.0083364110950252,-0.880236481684181,-0.7603320397229398,-0.5739798444091093,-0.9665349230480342,-0.1204125754940288,-0.8568851775659452,-0.6854269033336355,-0.733796074215979,-0.2293459703188693,-0.0458279635127234,-0.7156716424224674,-0.363763179820689,-0.3203790001066591,-0.4383594928467857,-0.3377310055189035,-0.4114590538303817,-0.8371660347833147,-0.6837759560641699,-0.1138510159198631,-0.0923936727120218,-0.3858305513628874,-0.7463239274322919,-0.334185850081131,-0.9764534937191544,-0.2976352703982277,-0.7871655861272193,-0.7725882052359851,-0.5316358051170991,-0.2360767867940396,-0.0535046797463012,-0.5145606869998021,-0.5202178909366639,-0.7629614380785512
ZEB,GRHL2,-0.8262294143349864,-0.564317154119675,-0.1370361885827782,-0.3574413958749587,-0.2662505351628648,-0.5028531961302587,-0.3702328738327167,-0.0648042315375865,-0.2205764761364121,-0.4318172029482057,-0.030920390250178,-0.7710814711666907,-0.5283609688904294,-0.5242605730857237,-0.0667102369914069,-0.9623258818032148,-0.1809603259409409,-0.7273794144556083,-0.6790945002291411,-0.7364944773926918,-0.3696562296722543,-0.2539437079118523,-0.7923282837465371,-0.1585806151758755,-0.5799501138197574,-0.3154184457211928,-0.9731248054679068,-0.8048456016268508,-0.8882800959803745,-0.1622016874860603,-0.1500594666354611,-0.970805499776164,-0.790217018130303,-0.7227987140815586,-0.4406347316554662,-0.3341698664734394,-0.3471218673821594,-0.6479609419415933,-0.1268035256422284,-0.0148643426680865,-0.4989306037029426,-0.0967162635756255,-0.3652182888951891,-0.1987309730298294,-0.0523870558145793,-0.4862506754964735,-0.5741152429161986,-0.1216158482335372,-0.5607278367022845,-0.1589250282503085,-0.3241279989272871,-0.5542715819025859,-0.6908381796621155,-0.1053184265644637,-0.1099146771535057,-0.1186634824269532,-0.2516094295610454,-0.6613150923858127,-0.17835167519611,-0.6522932252517759,-0.9719419070027796,-0.8338682712304186,-0.61627288653674,-0.2235964168533994,-0.888802034950906,-0.6454143102541869,-0.4029118867657484,-0.537679389681891,-0.105058918491335,-0.3905996951957096,-0.7005784992930075,-0.942156895657886,-0.867508451586767,-0.6181343589773847,-0.7356148522958801,-0.5780729325996414,-0.6507301716239533,-0.6853121079187314,-0.6432510031111138,-0.4284611096232902,-0.88527032173167,-0.6564588894627841,-0.5414130160765824,-0.3652579298425749,-0.5317055326056375,-0.1567707884960931,-0.0564693048659719,-0.1730349820514565,-0.585903125974303,-0.5009729931825149,-0.3190663072990503,-0.1199848967210284,-0.5376597805794352,-0.0577120357900942,-0.4282306179496842,-0.1332122673164517,-0.8792068597253415,-0.6062042369462521,-0.4498250693791525,-0.5725766625440443
miR200,KEAP1,-0.3119114777450156,-0.1485508244539262,-0.7426844162581456,-0.9759537068733096,-0.8052025172136119,-0.5931665382843379,-0.3668523769990726,-0.2072098546079954,-0.8385469290866403,-0.0754266222302415,-0.5302190376587874,-0.2040767725871453,-0.2607581644971788,-0.966976952294937,-0.6863800148032082,-0.4429755643609354,-0.6149462621842054,-0.8580318177396782,-0.8185251471704886,-0.3824958733326744,-0.5534934140334706,-0.6515050022630262,-0.5308452039731044,-0.0103940008488827,-0.963315407081023,-0.2862791518255838,-0.550219420839023,-0.1601720928417611,-0.2800007455738871,-0.950178479422497,-0.5641873053101538,-0.1954963230680262,-0.1785077385956182,-0.626961573269774,-0.8627308399209475,-0.9034869100930858,-0.4811127889346307,-0.0111819021702159,-0.753200151115123,-0.4526452635550388,-0.6474666092484156,-0.6251866410023164,-0.4766260159561963,-0.0171998578288112,-0.1894271400024074,-0.3171200457893468,-0.6094480620672817,-0.9792421824833208,-0.1831205081440305,-0.3878919273180943,-0.770543747488623,-0.812051273220324,-0.9369936356451616,-0.9074399493785414,-0.1359828027491623,-0.2694261969387836,-0.9749176780596316,-0.0934576594645504,-0.6440126501417784,-0.1905129800249461,-0.2737511373025414,-0.2421773982763198,-0.7572287115936356,-0.9551480603607436,-0.6606312496865443,-0.5155584495637107,-0.7476470990530937,-0.6810537878238472,-0.5885956215134158,-0.2430155604127972,-0.688848892209202,-0.3080492959933221,-0.4904872397472239,-0.8717553856861535,-0.8781702124240587,-0.1780930971643362,-0.6671016022813989,-0.0410320726652149,-0.9689944714348756,-0.2294323490818233,-0.0592962874131708,-0.5039082802462622,-0.1979066032117176,-0.3654104899484074,-0.8063676248525837,-0.4282901359989974,-0.859952573545401,-0.065394706333038,-0.1976803477687005,-0.7536167948566177,-0.4155299778000025,-0.0211421074180513,-0.6641464252300928,-0.7255110184322964,-0.2947817952012008,-0.8835194771978689,-0.117476938151984,-0.2863152073606578,-0.115221107024656,-0.2051192912291397
Ecad,NRF2,-0.4066116820992536,-0.3178906129204162,-0.5091112761197214,-0.7532199450359656,-0.3071287868453982,-0.4380308549983414,-0.6307213993217575,-0.4520557658216217,-0.0605362513148073,-0.5051886937918779,-0.6079837653245501,-0.3315721622073069,-0.0848169684882151,-0.5436329409728087,-0.815982291686524,-0.0439189134970772,-0.2931894293807164,-0.6683441903130722,-0.5843404488060346,-0.4318315392047469,-0.2574147502261428,-0.3193144867921491,-0.881009329452547,-0.3587314144880529,-0.6131453002057039,-0.8306514688848654,-0.1889316483659839,-0.6131094181707948,-0.3058423897129312,-0.8499060714094422,-0.4908050617188153,-0.3497020308895657,-0.2270329912458439,-0.1468457563617204,-0.6814434429542666,-0.0723388691691986,-0.5193293963229249,-0.0996884665981066,-0.7913097077761373,-0.947723717129973,-0.7259169188197734,-0.9093312206095188,-0.1691282592832563,-0.359606418985172,-0.5065383186536807,-0.4766421895831081,-0.0414985577911481,-0.4547113629530206,-0.1176030108520957,-0.2977134135010952,-0.5891144523968088,-0.8774235759286346,-0.2635053774758817,-0.5233621850151446,-0.6944485538974388,-0.0261872176215536,-0.735138192254505,-0.5626239613956237,-0.1234233531107478,-0.51972559212962,-0.0907415935793987,-0.1432999558992691,-0.2406430342922765,-0.6932032440912648,-0.6991073615603289,-0.049005534797168,-0.7231819914937558,-0.4489214265843653,-0.4698963079836107,-0.2869101955398203,-0.3088870943209343,-0.3416341702840482,-0.1584694175651435,-0.7618596068398384,-0.8041518312396152,-0.2392365706948183,-0.4057317223602614,-0.3215287245916616,-0.1534638191001549,-0.3073738582312892,-0.8561426936329728,-0.7876904922010459,-0.989129059920496,-0.0574810846769848,-0.4429701225983653,-0.3574769726500746,-0.8060084064828361,-0.81558239471058,-0.7684915446436931,-0.6805686913093221,-0.3280560124733587,-0.6363544667264069,-0.7767778711295577,-0.578023567958295,-0.9036157006427246,-0.7605763608032128,-0.0562933532127325,-0.1759056916006254,-0.4661923957470935,-0.870081767543619
KEAP1,NRF2,-0.0452910384975029,-0.023403310799569,-0.134132552305902,-0.0150613922795845,-0.9396467274531706,-0.7004612348739985,-0.8027978046457169,-0.2887749213623469,-0.4871832141985088,-0.6037812983848037,-0.0951413706296939,-0.0223628312327992,-0.4091751359151119,-0.8430377380741818,-0.3228271435709735,-0.141134137804594,-0.661553475634578,-0.0489462107269003,-0.1248503141765933,-0.4248868808412023,-0.771354255007993,-0.121444800798963,-0.030738249792815,-0.7580921686728688,-0.9646735481509514,-0.2834689778730201,-0.6038248571483416,-0.9417942324843008,-0.4660276315591047,-0.5498521928711011,-0.707134806795003,-0.8276411057781212,-0.6510285471013264,-0.0212811811005793,-0.1039133972719235,-0.1856637731773835,-0.3713845956761821,-0.2202488045664263,-0.1506052984933019,-0.1187235787280804,-0.1339133710743913,-0.6134856108565021,-0.4345763046820063,-0.3834954876341077,-0.7905646952417502,-0.344979781741463,-0.6533002254799147,-0.6252534923775646,-0.9929580851552372,-0.6106014551308416,-0.5079348511948429,-0.6475161016023816,-0.8150794534866213,-0.1944526257358547,-0.3452027928457244,-0.9593863024928736,-0.1791456001269429,-0.3455751190517182,-0.4432490490429221,-0.2440101965007031,-0.6814975273624369,-0.1293432252180235,-0.8201407063226696,-0.5402704680116255,-0.976588044723548,-0.1128655453275178,-0.3997541744630615,-0.4953888975519129,-0.7247920283019393,-0.9121291423756196,-0.2146940877189282,-0.0161979457263496,-0.5221372352642992,-0.7851290501770034,-0.9626499048475974,-0.8365765823574467,-0.6882388870232659,-0.963985402734688,-0.5432884139945258,-0.0121813442412586,-0.1331810859214171,-0.1280908513802845,-0.411827454388306,-0.091604929115421,-0.8742902573186211,-0.2498230911177335,-0.340402912318865,-0.7692230704775329,-0.7904446212983769,-0.3388511068529467,-0.5744982668676129,-0.1176844862701991,-0.601396075924759,-0.4797386386696174,-0.4511213774205522,-0.7381437016292838,-0.0399334651873788,-0.0762574380354295,-0.5525036447993603,-0.885811209803611
miR145,OCT4,-0.7610038784481508,-0.919830060331632,-0.397047721190191,-0.1643705185483734,-0.6337295403961825,-0.3757056486005654,-0.8200166932959265,-0.3100867853105167,-0.4962006911669325,-0.999649424892786,-0.9777187769424136,-0.7193170588513456,-0.5531774029450236,-0.4353387119594147,-0.5984759796618753,-0.933519970536734,-0.489500107831049,-0.1850933676624582,-0.674170653455255,-0.4245585981370885,-0.3443717337809244,-0.5434642935197656,-0.6325735754227111,-0.6930424668833945,-0.9614844193435396,-0.3018661958944675,-0.785754169655311,-0.3200909887823002,-0.3568538550283926,-0.9167587283843974,-0.3981366756069142,-0.5457258269320442,-0.1966306498317311,-0.4286080076864682,-0.9079041814274088,-0.8370332485956347,-0.3916058357600882,-0.2004162885773233,-0.7648823214095102,-0.2283981235986931,-0.8868988060690028,-0.1112206144804452,-0.7972458677735443,-0.4923873893439794,-0.0548480591948035,-0.6069047102788607,-0.1801253381267797,-0.2869089846541979,-0.8855859071585461,-0.4353886415325081,-0.3787194368840851,-0.7672758373175663,-0.8041341773770434,-0.7379794676093203,-0.2444110535605026,-0.2912542386892469,-0.2789096905089383,-0.2188296929057418,-0.7034082430698172,-0.5740852811507446,-0.335170060153025,-0.2945780498537786,-0.9112152549212138,-0.7430212012977533,-0.742849376046433,-0.5134085151637786,-0.8466567488837873,-0.2070359301238642,-0.7765282375268059,-0.7524807756518912,-0.6085143457691529,-0.4805986683695695,-0.3700557707527119,-0.0033325720468451,-0.3799253913065925,-0.0929226508241833,-0.4878139574749223,-0.4136663093922883,-0.6622113504184695,-0.6642526189538052,-0.0400525112467327,-0.0887197308828944,-0.6446651908149301,-0.3321736120484926,-0.1135371854446343,-0.5044602480971592,-0.5315220907162757,-0.0520069305103103,-0.1867007582805608,-0.1149179204192176,-0.8581521976743853,-0.9495882163586272,-0.5066495546706262,-0.8529620961331408,-0.7771339271843734,-0.3973400275429306,-0.1120873808843763,-0.8294531734464796,-0.9805088347292532,-0.3713204361912823
OVOL2,OVOL2,-0.2337360123832452,-0.1108364413035332,-0.6170997982109006,-0.3177971375466797,-0.8865995205691939,-0.2459513367860943,-0.5607780101664075,-0.4019738552170868,-0.0594445753304537,-0.1532935277198219,-0.1683923999555254,-0.1778033489403689,-0.2275003754699758,-0.8560596567106153,-0.4604512395163695,-0.5809259021605186,-0.7397744820819294,-0.7106677647527451,-0.9674943415754168,-0.6154377318385473,-0.2148513855173244,-0.0265322755072257,-0.6042052029821532,-0.7218604356812319,-0.6164341719157589,-0.2960238625911617,-0.9346401220382206,-0.6916521543547947,-0.5259986617787189,-0.7233254596907075,-0.2801902727030056,-0.8601326757004137,-0.6225479604750834,-0.8606857492215492,-0.8709414519278775,-0.135412692001368,-0.5295575522590148,-0.8456194267003789,-0.8729039278667985,-0.5929829258725463,-0.20325939176307,-0.5565790019174803,-0.2691003509803067,-0.3702845098692195,-0.1960582972371924,-0.0316990953784284,-0.9917589335217212,-0.8967874409830328,-0.2153483189460496,-0.8796314801893703,-0.95143147323938,-0.4148101558232726,-0.9994838944377268,-0.9728861158427048,-0.0274812738026588,-0.2840263005829078,-0.9156344012968618,-0.848490441583913,-0.2699575609231235,-0.3333031658298324,-0.8332940941154996,-0.0215229510357279,-0.5259628768096867,-0.2345456262496379,-0.585283750474759,-0.1458049167005999,-0.3364992431295142,-0.8277972294997245,-0.2607908026308629,-0.2773870191713878,-0.1691709590180681,-0.1154932342726213,-0.3055139250258798,-0.6199130300599345,-0.6680994407533039,-0.9354113994542992,-0.3825122008730623,-0.0783399654837899,-0.6709971532128929,-0.1961994992137259,-0.372485970538043,-0.0826994039098014,-0.6838054240445657,-0.9041304810091662,-0.1851412260392395,-0.3472915595261556,-0.540452896749706,-0.224996906899634,-0.9423939913161388,-0.3670916820101526,-0.4979906134351493,-0.419471708748772,-0.0259904147652856,-0.2307590415815623,-0.5752374677887482,-0.6814231953731968,-0.4150773627226771,-0.7185175119231226,-0.4570475709207853,-0.8387668191382835
ZEB,OVOL2,-0.0841235903930983,-0.846047672915696,-0.9666998128158208,-0.92975025075926,-0.1849225207922102,-0.5340306643180821,-0.5524415457181553,-0.8250573911586787,-0.0370481236542621,-0.6270829528209938,-0.9563755709313342,-0.5484639231961372,-0.8252405330881787,-0.9137393308108268,-0.9805537800822028,-0.6669480273991379,-0.4335309239549834,-0.1516578930935166,-0.4135998935558631,-0.3424169826141297,-0.4485304909377559,-0.8268916214458226,-0.3728423768669291,-0.9052766252983768,-0.7728457493132381,-0.6097308213293753,-0.031065519924583,-0.4944455290075282,-0.3441129177503235,-0.0417556096483464,-0.2982721440046794,-0.972748830121846,-0.0869270971782698,-0.9862076741401342,-0.3673080643370381,-0.9083195162857364,-0.4667761182530194,-0.6738491412721708,-0.7606834539104317,-0.4076017511986152,-0.2373482657685381,-0.8887161466904108,-0.5972092388465899,-0.2934846198869263,-0.1989162061093947,-0.7349020234692611,-0.5978675727741136,-0.5149440295527912,-0.6024250043971227,-0.0882828201709611,-0.97103576162899,-0.6416934586303531,-0.2639411390535304,-0.3872637056275851,-0.956995763970812,-0.7874537119305731,-0.2302326492036157,-0.0928192093617676,-0.2962769810118388,-0.2386353296021417,-0.5486932087471939,-0.8855304130473949,-0.7865193243442603,-0.129808216005766,-0.732928544374958,-0.1107180373559761,-0.4679601971003309,-0.3732157958122879,-0.0747063853542899,-0.3396072425871195,-0.0219231611482433,-0.0373776876264562,-0.9639915403102516,-0.9648565076782394,-0.2087940384074182,-0.6539645779089236,-0.1541962020663057,-0.36281394352886,-0.50320371410235,-0.093025162690489,-0.8781004327412423,-0.2571531846481742,-0.7834979923655931,-0.6857986673214298,-0.1199325034448541,-0.1223623589937779,-0.315840805932829,-0.6522147555840743,-0.752199286715381,-0.226750443771446,-0.16224852471061,-0.2357200469843072,-0.759451671435734,-0.1833152517307146,-0.0971163287494001,-0.5962574843946626,-0.7776432219820812,-0.9413991667773316,-0.5879630214994698,-0.2824010567280119
Iext,SNAIL,0.3922902577184688,0.1265790115350646,0.2528043271189197,0.8382386971998907,0.3557697242192006,0.1770366545422979,0.7955941717356181,0.9917690347885124,0.020171011385887,0.797233613902161,0.2145654344873939,0.7917054806852815,0.9986922467377648,0.094889787004702,0.7631578551388158,0.6651616934150377,0.2315113433298716,0.7991512155941551,0.0567644950538264,0.25886119340083,0.032637936932129,0.6707055779927513,0.6304632239073433,0.9637182862558054,0.3832272275395203,0.0440667949193271,0.0147457118091482,0.7445393311252777,0.5298363243008479,0.9502433906838836,0.7781142902343052,0.5858110729016306,0.4422374856696072,0.8672889766629506,0.6538664123985667,0.6116940242421784,0.4711824913381897,0.5415786510625498,0.2233223689078023,0.6574411933696271,0.6236069946922267,0.716907195676,0.3680071197923953,0.4790719743673668,0.5141985173339658,0.0651684212903196,0.1367031947863097,0.8333382800766083,0.4985793692598947,0.5937924334339009,0.3562599994689437,0.0372925352195017,0.3515444561057672,0.6253434551205304,0.6313631352008697,0.576185310662102,0.3098704463381985,0.6263976663367288,0.7165882825143626,0.0387237740412311,0.4442637200650354,0.3255181078213642,0.5556262418033835,0.7019527252270894,0.5931252193761398,0.7835698221315164,0.47342615508513,0.0169042556744511,0.982361110109498,0.4920212501265459,0.5396492027482753,0.3401130287618468,0.6253521798401831,0.9007594151212064,0.6917931467676794,0.3084563290989905,0.2629151202138544,0.92438520580506,0.8680660049635422,0.7136439789953493,0.0581152171621057,0.6092539420956005,0.825186367569477,0.0858747445740613,0.170611422986703,0.0554451455359532,0.3807080800679965,0.6793249558897829,0.8891919324011048,0.3184205073687629,0.8455443464886581,0.1713940493350199,0.8912366503765352,0.7826434090027443,0.8280441891301025,0.3005713859182353,0.5530989477564643,0.5903323289080131,0.521668132549415,0.2218856023516124
NRF2,SNAIL,-0.5716549205133772,-0.6957739338251281,-0.4879716454885512,-0.5755658242898414,-0.0778077375038197,-0.0463666833688001,-0.7348288102547476,-0.0456437053258886,-0.5808809542156008,-0.1685075971245089,-0.5923370319514754,-0.3178645511459252,-0.3710383803028316,-0.3054114341398262,-0.9501955253176952,-0.2435991644466359,-0.9000640145308716,-0.5035799120723201,-0.8912463837693627,-0.9301964242706668,-0.4266261607994748,-0.8716620205523453,-0.844593856643326,-0.8926785188474102,-0.0254277847346702,-0.5831700837344336,-0.8650855890829645,-0.9153155432758202,-0.93257493632268,-0.3496816492032586,-0.8642284324544198,-0.7016837849747388,-0.4423893585750271,-0.9379715990074556,-0.0754723690692651,-0.4982127572283403,-0.9364409372026335,-0.6083793220495899,-0.6073229402439488,-0.7817445322882959,-0.4891567673390264,-0.8085048123628307,-0.2432903979818215,-0.0391009188627879,-0.0858057755439065,-0.268972246108951,-0.3073804603000571,-0.9203597901918632,-0.2718242809688771,-0.3003524829312196,-0.8733549023156288,-0.7388825601081768,-0.1118581610295992,-0.3394840421675857,-0.195914604737754,-0.7727392452360196,-0.9532497014775494,-0.0304600323992207,-0.3809366878537468,-0.4682995101749383,-0.5597504587169471,-0.9068826884884222,-0.6497250077307799,-0.3857377660609884,-0.102365400957576,-0.955525274795912,-0.1995460745836768,-0.1697932544334197,-0.1039248113203128,-0.5699381115014741,-0.9486343726691232,-0.0651030927029736,-0.1101372369261441,-0.4484995363658492,-0.6542222207945358,-0.0931353961978251,-0.634347546052024,-0.5946246963009767,-0.4879886271715072,-0.2685117132461698,-0.0337671692001628,-0.3298256373743602,-0.3295635715234357,-0.354674928519787,-0.4915021333111218,-0.7501965044937553,-0.6737015327090943,-0.3314563307571108,-0.0863452456022384,-0.6977488227722022,-0.1520693919032019,-0.960070339382417,-0.2843533521198025,-0.8884935347371472,-0.2202291200027744,-0.0157813755419753,-0.8876936897308765,-0.3886079290286843,-0.6338499833913529,-0.5094741304896067
