"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,-0.265293350848025,0.875639577459421,0.149612630747476,0.149612630747476,1,0.996193104847181,1,0.545042894310056,-0.33055142029164,0.366360610080293,0.366360610080293,1,1,-0.878812770807762,0.532346552074474,0.532346552074474,0.636595064385897,0.545042894310056,0.545042894310056,0.545042894310056,-1,0.204706130693893,1,0.00221526770014149,0.0778022943775147,0.0778022943775147,0.528544555759412,0.528544555759412,0.999365712123411,1,0.115702260666309,0.875639577459421,-0.636595064385897,0.115702260666309,0.115702260666309,0.998731865077239,0.0778022943775147,1,0.999365712123411,1,1,0.149612630747476,0.423160636359893,0.423160636359893,0.115702260666309,-0.545042894310056,1,1,-0.99936572513829,0.545042894310056,1,0.545042894310056,0.99936572513829,0.878177561698416,0.817919336957424,0.998731865077239,0.998731865077239,-0.545042894310056,0.875639577459421,0.99936572513829,0.99936572513829,0.636595064385897,-0.993022705902378,0.545042894310056,0.99936572513829,0.636595064385897,0.875005835818847,-0.878812770807762,0.875639140000526,1,-0.99936572513829
"AXIN2",-0.265293350848025,1,-0.274211624277739,-0.0355720922032505,-0.0355720922032505,-0.265293350848025,-0.262755109154962,-0.265293350848025,0.0448829709636692,0.934648011540639,-0.0853443591743024,-0.0853443591743024,-0.265293350848025,-0.265293350848025,0.272290653958585,-0.149346472075895,-0.149346472075895,-0.161510421410624,0.0448829709636692,0.0448829709636692,0.0448829709636692,0.265293350848025,-0.0261813763139798,-0.265293350848025,-0.0180897506621642,-0.0211338581617754,-0.0211338581617754,-0.130274740394562,-0.130274740394562,-0.264675849197422,-0.265293350848025,-0.0442038348479394,-0.274211624277739,0.161510421410624,-0.0442038348479394,-0.0442038348479394,-0.266528637258319,-0.0211338581617754,-0.265293350848025,-0.264675849197422,-0.265293350848025,-0.265293350848025,-0.0355720922032505,-0.114034247379333,-0.114034247379333,-0.0442038348479394,-0.0448829709636692,-0.265293350848025,-0.265293350848025,0.264641838544354,0.0448829709636692,-0.265293350848025,0.0448829709636692,-0.264641838544354,-0.272942476359326,-0.206570206242546,-0.266528637258319,-0.266528637258319,-0.0448829709636692,-0.274211624277739,-0.264641838544354,-0.264641838544354,-0.161510421410624,0.259531919063398,0.0448829709636692,-0.264641838544354,-0.161510421410624,-0.273559788085445,0.272290653958585,-0.275515671944727,-0.265293350848025,0.264641838544354
"CD44",0.875639577459421,-0.274211624277739,1,0.114101668721105,0.114101668721105,0.875639577459421,0.871832601100929,0.875639577459421,0.669401490812766,-0.208754197926133,0.314346149713166,0.314346149713166,0.875639577459421,0.875639577459421,-0.996827687800619,0.426987719368112,0.426987719368112,0.754607607634736,0.669401490812766,0.669401490812766,0.669401490812766,-0.875639577459421,0.323991247522098,0.875639577459421,0.00729021720532722,0.197082182588961,0.197082182588961,0.425728523721476,0.425728523721476,0.875003169546593,0.875639577459421,0.0750957975951964,1,-0.754607607634736,0.0750957975951964,0.0750957975951964,0.876913412348671,0.197082182588961,0.875639577459421,0.875003169546593,0.875639577459421,0.875639577459421,0.114101668721105,0.348229820282393,0.348229820282393,0.0750957975951964,-0.669401490812766,0.875639577459421,0.875639577459421,-0.876276324810752,0.669401490812766,0.875639577459421,0.669401490812766,0.876276324810752,0.997461961622735,0.704935985770448,0.876913412348671,0.876913412348671,-0.669401490812766,1,0.876276324810752,0.876276324810752,0.754607607634736,-0.869937108727809,0.669401490812766,0.876276324810752,0.754607607634736,0.999365698597578,-0.996827687800619,0.997462708636163,0.875639577459421,-0.876276324810752
"CDC42",0.149612630747476,-0.0355720922032505,0.114101668721105,1,1,0.149612630747476,0.148343734636925,0.149612630747476,0.033582914491149,-0.0590991632799556,0.0510703126681195,0.0510703126681195,0.149612630747476,0.149612630747476,-0.115995945206707,0.0500974854796885,0.0500974854796885,0.0396674821526845,0.033582914491149,0.033582914491149,0.033582914491149,-0.149612630747476,-0.0346560530903009,0.149612630747476,0.0041272963412353,-0.0359088433227701,-0.0359088433227701,0.0767300710879462,0.0767300710879462,0.148987589308444,0.149612630747476,-0.00913954742410615,0.114101668721105,-0.0396674821526845,-0.00913954742410615,-0.00913954742410615,0.148325114399911,-0.0359088433227701,0.149612630747476,0.148987589308444,0.149612630747476,0.149612630747476,1,0.0464115360313294,0.0464115360313294,-0.00913954742410615,-0.033582914491149,0.149612630747476,0.149612630747476,-0.150237719585953,0.033582914491149,0.149612630747476,0.033582914491149,0.150237719585953,0.116639515076381,0.113608931928693,0.148325114399911,0.148325114399911,-0.033582914491149,0.114101668721105,0.150237719585953,0.150237719585953,0.0396674821526845,-0.14895032378206,0.033582914491149,0.150237719585953,0.0396674821526845,0.11345812642965,-0.115995945206707,0.115388934636988,0.149612630747476,-0.150237719585953
"CHD1L",0.149612630747476,-0.0355720922032505,0.114101668721105,1,1,0.149612630747476,0.148343734636925,0.149612630747476,0.033582914491149,-0.0590991632799556,0.0510703126681195,0.0510703126681195,0.149612630747476,0.149612630747476,-0.115995945206707,0.0500974854796885,0.0500974854796885,0.0396674821526845,0.033582914491149,0.033582914491149,0.033582914491149,-0.149612630747476,-0.0346560530903009,0.149612630747476,0.0041272963412353,-0.0359088433227701,-0.0359088433227701,0.0767300710879462,0.0767300710879462,0.148987589308444,0.149612630747476,-0.00913954742410615,0.114101668721105,-0.0396674821526845,-0.00913954742410615,-0.00913954742410615,0.148325114399911,-0.0359088433227701,0.149612630747476,0.148987589308444,0.149612630747476,0.149612630747476,1,0.0464115360313294,0.0464115360313294,-0.00913954742410615,-0.033582914491149,0.149612630747476,0.149612630747476,-0.150237719585953,0.033582914491149,0.149612630747476,0.033582914491149,0.150237719585953,0.116639515076381,0.113608931928693,0.148325114399911,0.148325114399911,-0.033582914491149,0.114101668721105,0.150237719585953,0.150237719585953,0.0396674821526845,-0.14895032378206,0.033582914491149,0.150237719585953,0.0396674821526845,0.11345812642965,-0.115995945206707,0.115388934636988,0.149612630747476,-0.150237719585953
"Csl",1,-0.265293350848025,0.875639577459421,0.149612630747476,0.149612630747476,1,0.996193104847181,1,0.545042894310056,-0.33055142029164,0.366360610080293,0.366360610080293,1,1,-0.878812770807762,0.532346552074474,0.532346552074474,0.636595064385897,0.545042894310056,0.545042894310056,0.545042894310056,-1,0.204706130693893,1,0.00221526770014149,0.0778022943775147,0.0778022943775147,0.528544555759412,0.528544555759412,0.999365712123411,1,0.115702260666309,0.875639577459421,-0.636595064385897,0.115702260666309,0.115702260666309,0.998731865077239,0.0778022943775147,1,0.999365712123411,1,1,0.149612630747476,0.423160636359893,0.423160636359893,0.115702260666309,-0.545042894310056,1,1,-0.99936572513829,0.545042894310056,1,0.545042894310056,0.99936572513829,0.878177561698416,0.817919336957424,0.998731865077239,0.998731865077239,-0.545042894310056,0.875639577459421,0.99936572513829,0.99936572513829,0.636595064385897,-0.993022705902378,0.545042894310056,0.99936572513829,0.636595064385897,0.875005835818847,-0.878812770807762,0.875639140000526,1,-0.99936572513829
"Csn",0.996193104847181,-0.262755109154962,0.871832601100929,0.148343734636925,0.148343734636925,0.996193104847181,1,0.996193104847181,0.541235585413754,-0.328013407450506,0.362554212773183,0.362554212773183,0.996193104847181,0.996193104847181,-0.875005835818847,0.53361569131378,0.53361569131378,0.632788662484182,0.541235585413754,0.541235585413754,0.541235585413754,-0.996193104847181,0.203437303512496,0.996193104847181,0.00348406680251135,0.0765334768963558,0.0765334768963558,0.527275452793978,0.527275452793978,0.996827755464134,0.996193104847181,0.116971074063224,0.871832601100929,-0.632788662484182,0.116971074063224,0.116971074063224,0.99492504499674,0.0765334768963558,0.996193104847181,0.996827755464134,0.996193104847181,0.996193104847181,0.148343734636925,0.421891185854917,0.421891185854917,0.116971074063224,-0.541235585413754,0.996193104847181,0.996193104847181,-0.99555886828823,0.541235585413754,0.996193104847181,0.541235585413754,0.99555886828823,0.874370585339924,0.81665007661239,0.99492504499674,0.99492504499674,-0.541235585413754,0.871832601100929,0.99555886828823,0.99555886828823,0.632788662484182,-0.99682949074638,0.541235585413754,0.99555886828823,0.632788662484182,0.871198900829932,-0.875005835818847,0.87183207630183,0.996193104847181,-0.99555886828823
"DELTA",1,-0.265293350848025,0.875639577459421,0.149612630747476,0.149612630747476,1,0.996193104847181,1,0.545042894310056,-0.33055142029164,0.366360610080293,0.366360610080293,1,1,-0.878812770807762,0.532346552074474,0.532346552074474,0.636595064385897,0.545042894310056,0.545042894310056,0.545042894310056,-1,0.204706130693893,1,0.00221526770014149,0.0778022943775147,0.0778022943775147,0.528544555759412,0.528544555759412,0.999365712123411,1,0.115702260666309,0.875639577459421,-0.636595064385897,0.115702260666309,0.115702260666309,0.998731865077239,0.0778022943775147,1,0.999365712123411,1,1,0.149612630747476,0.423160636359893,0.423160636359893,0.115702260666309,-0.545042894310056,1,1,-0.99936572513829,0.545042894310056,1,0.545042894310056,0.99936572513829,0.878177561698416,0.817919336957424,0.998731865077239,0.998731865077239,-0.545042894310056,0.875639577459421,0.99936572513829,0.99936572513829,0.636595064385897,-0.993022705902378,0.545042894310056,0.99936572513829,0.636595064385897,0.875005835818847,-0.878812770807762,0.875639140000526,1,-0.99936572513829
"DSH",0.545042894310056,0.0448829709636692,0.669401490812766,0.033582914491149,0.033582914491149,0.545042894310056,0.541235585413754,0.545042894310056,1,0.110337066216986,0.162734227770797,0.162734227770797,0.545042894310056,0.545042894310056,-0.666235312578858,0.233357393202092,0.233357393202092,0.436797377448314,1,1,1,-0.545042894310056,0.144490570087911,0.545042894310056,-0.00730333007223023,0.112737811242795,0.112737811242795,0.216878367835914,0.216878367835914,0.544400153003563,0.545042894310056,0.0439919213910121,0.669401490812766,-0.436797377448314,0.0439919213910121,0.0439919213910121,0.546328996353142,0.112737811242795,0.545042894310056,0.544400153003563,0.545042894310056,0.545042894310056,0.033582914491149,0.184975778854181,0.184975778854181,0.0439919213910121,-1,0.545042894310056,0.545042894310056,-0.545685841838712,1,0.545042894310056,1,0.545685841838712,0.666863230738898,0.398318100663861,0.546328996353142,0.546328996353142,-1,0.669401490812766,0.545685841838712,0.545685841838712,0.436797377448314,-0.53935796146667,1,0.545685841838712,0.436797377448314,0.670042661315586,-0.666235312578858,0.669389074141315,0.545042894310056,-0.545685841838712
"Destcompl",-0.33055142029164,0.934648011540639,-0.208754197926133,-0.0590991632799556,-0.0590991632799556,-0.33055142029164,-0.328013407450506,-0.33055142029164,0.110337066216986,1,-0.112615325940726,-0.112615325940726,-0.33055142029164,-0.33055142029164,0.209374968607543,-0.206977878023431,-0.206977878023431,-0.0986811380481416,0.110337066216986,0.110337066216986,0.110337066216986,0.33055142029164,0.0378692670780247,-0.33055142029164,-0.00730156721400404,0.0416526156469949,0.0416526156469949,-0.185373564899923,-0.185373564899923,-0.329931840078905,-0.33055142029164,-0.0613082611831165,-0.208754197926133,0.0986811380481416,-0.0613082611831165,-0.0613082611831165,-0.329252979719537,0.0416526156469949,-0.33055142029164,-0.329931840078905,-0.33055142029164,-0.33055142029164,-0.0590991632799556,-0.147523171316666,-0.147523171316666,-0.0613082611831165,-0.110337066216986,-0.33055142029164,-0.33055142029164,0.329902127202804,0.110337066216986,-0.33055142029164,0.110337066216986,-0.329902127202804,-0.208754197926133,-0.269262252459998,-0.329252979719537,-0.329252979719537,-0.110337066216986,-0.208754197926133,-0.329902127202804,-0.329902127202804,-0.0986811380481416,0.324797068100567,0.110337066216986,-0.329902127202804,-0.0986811380481416,-0.208105948907844,0.209374968607543,-0.210050991939883,-0.33055142029164,0.329902127202804
