"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,0.404394870752801,0.404394870752801,-0.0721826966831947,-0.0721826966831947,0.407926869674487,1,1,0.402273211955374,0.403683282557578,0.533310041232992,0.533310041232992,0.455781149904718,0.457892442854688,-0.389623962629635,0.185814463125175,0.185814463125175,0.00306026181743361,0.406516771736389,0.402984786833309,0.404394870752801,-0.73705039495082,0.00306026181743361,0.407926869674487,0.507220007585618,0.0405571495248013,0.0405571495248013,0.479015164561932,0.479015164561932,1,0.407926869674487,0.171637496107616,0.407926869674487,1,0.171637496107616,0.171637496107616,1,0.0405571495248013,0.46985212955214,1,0.407926869674487,0.407926869674487,-0.0721826966831947,0.201293773322512,0.201293773322512,1,-0.407926869674487,1,1,-0.454364144563784,0.407926869674487,0.407926869674487,0.407215038591786,0.407926869674487,0.448768395025481,0.469145135363364,1,1,-0.404394870752801,0.404394870752801,0.407926869674487,0.407926869674487,0.529080683951207,-1,0.404394870752801,0.407926869674487,0.407926869674487,0.507220007585618,-0.404394870752801,0.404394870752801,0.454379143049156,-0.407926869674487
"AXIN2",0.404394870752801,1,1,0.332882712075237,0.332882712075237,0.996474697102842,0.404394870752801,0.404394870752801,0.996474765438885,0.999295151952254,0.177331357261786,0.177331357261786,0.388786060000972,0.389500018030878,-0.98096738548727,0.155319629168413,0.155319629168413,0.0437807164871163,0.997884917697799,0.998589793424868,1,-0.667322086206234,0.0437807164871163,0.996474697102842,0.134353774155421,0.193462576748319,0.193462576748319,0.396695756192666,0.396695756192666,0.404394870752801,0.996474697102842,0.138645268931743,0.996474697102842,0.404394870752801,0.138645268931743,0.138645268931743,0.404394870752801,0.193462576748319,0.393136123712466,0.404394870752801,0.996474697102842,0.996474697102842,0.332882712075237,0.151159785849705,0.151159785849705,0.404394870752801,-0.996474697102842,0.404394870752801,0.404394870752801,-0.385983940623906,0.996474697102842,0.996474697102842,0.997179586849737,0.996474697102842,0.923160199335517,0.389669035543374,0.404394870752801,0.404394870752801,-1,1,0.996474697102842,0.996474697102842,0.336875833224805,-0.404394870752801,1,0.996474697102842,0.996474697102842,0.134353774155421,-1,1,0.387358712972481,-0.996474697102842
"CD44",0.404394870752801,1,1,0.332882712075237,0.332882712075237,0.996474697102842,0.404394870752801,0.404394870752801,0.996474765438885,0.999295151952254,0.177331357261786,0.177331357261786,0.388786060000972,0.389500018030878,-0.98096738548727,0.155319629168413,0.155319629168413,0.0437807164871163,0.997884917697799,0.998589793424868,1,-0.667322086206234,0.0437807164871163,0.996474697102842,0.134353774155421,0.193462576748319,0.193462576748319,0.396695756192666,0.396695756192666,0.404394870752801,0.996474697102842,0.138645268931743,0.996474697102842,0.404394870752801,0.138645268931743,0.138645268931743,0.404394870752801,0.193462576748319,0.393136123712466,0.404394870752801,0.996474697102842,0.996474697102842,0.332882712075237,0.151159785849705,0.151159785849705,0.404394870752801,-0.996474697102842,0.404394870752801,0.404394870752801,-0.385983940623906,0.996474697102842,0.996474697102842,0.997179586849737,0.996474697102842,0.923160199335517,0.389669035543374,0.404394870752801,0.404394870752801,-1,1,0.996474697102842,0.996474697102842,0.336875833224805,-0.404394870752801,1,0.996474697102842,0.996474697102842,0.134353774155421,-1,1,0.387358712972481,-0.996474697102842
"CDC42",-0.0721826966831947,0.332882712075237,0.332882712075237,1,1,0.334983246681852,-0.0721826966831947,-0.0721826966831947,0.330782383687164,0.332192936681218,-0.0200707167999567,-0.0200707167999567,-0.0836524729366221,-0.0786971325933385,-0.326459788797088,-0.0450729117600904,-0.0450729117600904,0.0427523827801825,0.333572666342551,0.332882712075237,0.332882712075237,-0.00600366242155373,0.0427523827801825,0.334983246681852,-0.0390558178600814,0.0241904825715954,0.0241904825715954,-0.0784380347996743,-0.0784380347996743,-0.0721826966831947,0.334983246681852,-0.0643333181109283,0.334983246681852,-0.0721826966831947,-0.0643333181109283,-0.0643333181109283,-0.0721826966831947,0.0241904825715954,-0.0749667812748072,-0.0721826966831947,0.334983246681852,0.334983246681852,1,-0.0364589853239077,-0.0364589853239077,-0.0721826966831947,-0.334983246681852,-0.0721826966831947,-0.0721826966831947,0.0836148951219872,0.334983246681852,0.334983246681852,0.334293278391136,0.334983246681852,0.268817495269834,-0.0755806676868221,-0.0721826966831947,-0.0721826966831947,-0.332882712075237,0.332882712075237,0.334983246681852,0.334983246681852,0.00706377005638885,0.0721826966831947,0.332882712075237,0.334983246681852,0.334983246681852,-0.0390558178600814,-0.332882712075237,0.332882712075237,-0.0822797695522576,-0.334983246681852
"CHD1L",-0.0721826966831947,0.332882712075237,0.332882712075237,1,1,0.334983246681852,-0.0721826966831947,-0.0721826966831947,0.330782383687164,0.332192936681218,-0.0200707167999567,-0.0200707167999567,-0.0836524729366221,-0.0786971325933385,-0.326459788797088,-0.0450729117600904,-0.0450729117600904,0.0427523827801825,0.333572666342551,0.332882712075237,0.332882712075237,-0.00600366242155373,0.0427523827801825,0.334983246681852,-0.0390558178600814,0.0241904825715954,0.0241904825715954,-0.0784380347996743,-0.0784380347996743,-0.0721826966831947,0.334983246681852,-0.0643333181109283,0.334983246681852,-0.0721826966831947,-0.0643333181109283,-0.0643333181109283,-0.0721826966831947,0.0241904825715954,-0.0749667812748072,-0.0721826966831947,0.334983246681852,0.334983246681852,1,-0.0364589853239077,-0.0364589853239077,-0.0721826966831947,-0.334983246681852,-0.0721826966831947,-0.0721826966831947,0.0836148951219872,0.334983246681852,0.334983246681852,0.334293278391136,0.334983246681852,0.268817495269834,-0.0755806676868221,-0.0721826966831947,-0.0721826966831947,-0.332882712075237,0.332882712075237,0.334983246681852,0.334983246681852,0.00706377005638885,0.0721826966831947,0.332882712075237,0.334983246681852,0.334983246681852,-0.0390558178600814,-0.332882712075237,0.332882712075237,-0.0822797695522576,-0.334983246681852
"Csl",0.407926869674487,0.996474697102842,0.996474697102842,0.334983246681852,0.334983246681852,1,0.407926869674487,0.407926869674487,0.992949957959898,0.995770372512653,0.180859086103507,0.180859086103507,0.390902830172275,0.391617288135963,-0.981670107642147,0.153198211516983,0.153198211516983,0.0459178243026841,0.998589765385078,0.995064476507885,0.996474697102842,-0.66944410016683,0.0459178243026841,1,0.133652299308126,0.194165825804001,0.194165825804001,0.3988201079794,0.3988201079794,0.407926869674487,1,0.140767055262569,1,0.407926869674487,0.140767055262569,0.140767055262569,0.407926869674487,0.194165825804001,0.395258920531881,0.407926869674487,1,1,0.334983246681852,0.153272721393139,0.153272721393139,0.407926869674487,-1,0.407926869674487,0.407926869674487,-0.388101669657723,1,1,0.999295138292756,1,0.923868234971652,0.391794335819896,0.407926869674487,0.407926869674487,-0.996474697102842,0.996474697102842,1,1,0.340414426916495,-0.407926869674487,0.996474697102842,1,1,0.133652299308126,-0.996474697102842,0.996474697102842,0.389474486424853,-1
"Csn",1,0.404394870752801,0.404394870752801,-0.0721826966831947,-0.0721826966831947,0.407926869674487,1,1,0.402273211955374,0.403683282557578,0.533310041232992,0.533310041232992,0.455781149904718,0.457892442854688,-0.389623962629635,0.185814463125175,0.185814463125175,0.00306026181743361,0.406516771736389,0.402984786833309,0.404394870752801,-0.73705039495082,0.00306026181743361,0.407926869674487,0.507220007585618,0.0405571495248013,0.0405571495248013,0.479015164561932,0.479015164561932,1,0.407926869674487,0.171637496107616,0.407926869674487,1,0.171637496107616,0.171637496107616,1,0.0405571495248013,0.46985212955214,1,0.407926869674487,0.407926869674487,-0.0721826966831947,0.201293773322512,0.201293773322512,1,-0.407926869674487,1,1,-0.454364144563784,0.407926869674487,0.407926869674487,0.407215038591786,0.407926869674487,0.448768395025481,0.469145135363364,1,1,-0.404394870752801,0.404394870752801,0.407926869674487,0.407926869674487,0.529080683951207,-1,0.404394870752801,0.407926869674487,0.407926869674487,0.507220007585618,-0.404394870752801,0.404394870752801,0.454379143049156,-0.407926869674487
"DELTA",1,0.404394870752801,0.404394870752801,-0.0721826966831947,-0.0721826966831947,0.407926869674487,1,1,0.402273211955374,0.403683282557578,0.533310041232992,0.533310041232992,0.455781149904718,0.457892442854688,-0.389623962629635,0.185814463125175,0.185814463125175,0.00306026181743361,0.406516771736389,0.402984786833309,0.404394870752801,-0.73705039495082,0.00306026181743361,0.407926869674487,0.507220007585618,0.0405571495248013,0.0405571495248013,0.479015164561932,0.479015164561932,1,0.407926869674487,0.171637496107616,0.407926869674487,1,0.171637496107616,0.171637496107616,1,0.0405571495248013,0.46985212955214,1,0.407926869674487,0.407926869674487,-0.0721826966831947,0.201293773322512,0.201293773322512,1,-0.407926869674487,1,1,-0.454364144563784,0.407926869674487,0.407926869674487,0.407215038591786,0.407926869674487,0.448768395025481,0.469145135363364,1,1,-0.404394870752801,0.404394870752801,0.407926869674487,0.407926869674487,0.529080683951207,-1,0.404394870752801,0.407926869674487,0.407926869674487,0.507220007585618,-0.404394870752801,0.404394870752801,0.454379143049156,-0.407926869674487
"DSH",0.402273211955374,0.996474765438885,0.996474765438885,0.330782383687164,0.330782383687164,0.992949957959898,0.402273211955374,0.402273211955374,1,0.995769460184909,0.176623906553535,0.176623906553535,0.385259457057933,0.385972918321842,-0.977444623918534,0.151800506149872,0.151800506149872,0.0430543357132294,0.994360165236276,0.997884958695569,0.996474765438885,-0.665200445152464,0.0430543357132294,0.992949957959898,0.135055302200186,0.194169517221288,0.194169517221288,0.393161544177173,0.393161544177173,0.402273211955374,0.992949957959898,0.137933691297878,0.992949957959898,0.402273211955374,0.137933691297878,0.137933691297878,0.402273211955374,0.194169517221288,0.389603483786532,0.402273211955374,0.992949957959898,0.992949957959898,0.330782383687164,0.149046966418752,0.149046966418752,0.402273211955374,-0.992949957959898,0.402273211955374,0.402273211955374,-0.382456382349302,0.992949957959898,0.992949957959898,0.993654378925515,0.992949957959898,0.919632406880843,0.386133855443596,0.402273211955374,0.402273211955374,-0.996474765438885,0.996474765438885,0.992949957959898,0.992949957959898,0.334747668871529,-0.402273211955374,0.996474765438885,0.992949957959898,0.992949957959898,0.135055302200186,-0.996474765438885,0.996474765438885,0.383833098310712,-0.992949957959898
"Destcompl",0.403683282557578,0.999295151952254,0.999295151952254,0.332192936681218,0.332192936681218,0.995770372512653,0.403683282557578,0.403683282557578,0.995769460184909,1,0.178033967344763,0.178033967344763,0.388079591254454,0.388793046912091,-0.980265164658877,0.154620794531976,0.154620794531976,0.0444649995590543,0.997180579789031,0.997884958695569,0.999295151952254,-0.666610505242916,0.0444649995590543,0.995770372512653,0.133645235101926,0.192759437508709,0.192759437508709,0.395981741446558,0.395981741446558,0.403683282557578,0.995770372512653,0.137933691297878,0.995770372512653,0.403683282557578,0.137933691297878,0.137933691297878,0.403683282557578,0.192759437508709,0.392423643211691,0.403683282557578,0.995770372512653,0.995770372512653,0.332192936681218,0.150457046131331,0.150457046131331,0.403683282557578,-0.995770372512653,0.403683282557578,0.403683282557578,-0.385276506734869,0.995770372512653,0.995770372512653,0.996474765438885,0.995770372512653,0.922452636389103,0.388954084951856,0.403683282557578,0.403683282557578,-0.999295151952254,0.999295151952254,0.995770372512653,0.995770372512653,0.336157862128214,-0.403683282557578,0.999295151952254,0.995770372512653,0.995770372512653,0.133645235101926,-0.999295151952254,0.999295151952254,0.386653247924653,-0.995770372512653
