"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,-0.305869034657115,0.740057967738959,0.837781730208489,0.00853834525355315,0.838821622105719,0.999480208889277,1,0.740057967738959,-0.316813738766865,0.442198312479275,0.442198312479275,0.965686147520147,0.965686147520147,-0.837781730208489,0.33194033361111,0.33194033361111,0.837781730208489,0.740057967738959,0.740057967738959,0.740057967738959,-0.975047460642851,0.199797910620651,0.839341080025067,0.0190027040279407,0.438564160720542,0.438564160720542,0.142288691964551,0.142288691964551,1,0.839341080025067,0.276821388415927,0.839341080025067,-0.530102896572766,0.276821388415927,0.276821388415927,0.276821388415927,0.438564160720542,0.965686147520147,1,0.839341080025067,0.839341080025067,0.837781730208489,0.244653646369266,0.244653646369266,1,-0.740057967738959,1,1,-0.901734069682073,0.740057967738959,0.839341080025067,0.740057967738959,0.901734069682073,0.802436620286619,0.965686147520147,0.550817854016088,0.276821388415927,-0.73953492557786,0.740057967738959,0.837781730208489,0.837781730208489,0.837781730208489,-0.999480208889277,0.740057967738959,0.530102896572766,0.530102896572766,0.740057967738959,-0.740057967738959,0.740057967738959,0.965686147520147,-0.530102896572766
"AXIN2",-0.305869034657115,1,-0.430715673846874,-0.309996012742044,-0.00591842336104554,-0.307916117628451,-0.305354838440587,-0.305869034657115,-0.430715673846874,0.989091863009636,-0.0871143227390166,-0.0871143227390166,-0.290247805800852,-0.290247805800852,0.309996012742044,-0.0610602920671011,-0.0610602920671011,-0.309996012742044,-0.430715673846874,-0.430715673846874,-0.430715673846874,0.280877481151741,-0.0900274387359258,-0.30844133737462,0.00957943891291015,-0.0959604987572877,-0.0959604987572877,-0.030550126680719,-0.030550126680719,-0.305869034657115,-0.30844133737462,-0.061046147268939,-0.30844133737462,0.147998917068277,-0.061046147268939,-0.061046147268939,-0.061046147268939,-0.0959604987572877,-0.290247805800852,-0.305869034657115,-0.30844133737462,-0.30844133737462,-0.309996012742044,-0.0684256922445002,-0.0684256922445002,-0.305869034657115,0.430715673846874,-0.305869034657115,-0.305869034657115,0.285596582598451,-0.430715673846874,-0.30844133737462,-0.430715673846874,-0.285596582598451,-0.380776795424214,-0.290247805800852,-0.11460673232679,-0.061046147268939,0.430189501933158,-0.430715673846874,-0.309996012742044,-0.309996012742044,-0.309996012742044,0.305354838440587,-0.430715673846874,-0.147998917068277,-0.147998917068277,-0.430715673846874,0.430715673846874,-0.430715673846874,-0.290247805800852,0.147998917068277
"CD44",0.740057967738959,-0.430715673846874,1,0.787903821372056,0.00232229522340742,0.785824107845623,0.73953668557072,0.740057967738959,1,-0.441628999154946,0.207183434432059,0.207183434432059,0.705750606602025,0.705750606602025,-0.787903821372056,0.13542248340212,0.13542248340212,0.787903821372056,1,1,1,-0.715113847946908,0.234178760948395,0.786341174525412,0.00754957891074172,0.395906118528481,0.395906118528481,0.0268130551903385,0.0268130551903385,0.740057967738959,0.786341174525412,0.147896252854809,0.786341174525412,-0.486385231090892,0.147896252854809,0.147896252854809,0.147896252854809,0.395906118528481,0.705750606602025,0.740057967738959,0.786341174525412,0.786341174525412,0.787903821372056,0.12608938438768,0.12608938438768,0.740057967738959,-1,0.740057967738959,0.740057967738959,-0.723939424389619,1,0.786341174525412,1,0.723939424389619,0.926176522945755,0.705750606602025,0.290868258336212,0.147896252854809,-0.999480240491792,1,0.787903821372056,0.787903821372056,0.787903821372056,-0.73953668557072,1,0.486385231090892,0.486385231090892,1,-1,1,0.705750606602025,-0.486385231090892
"CDC42",0.837781730208489,-0.309996012742044,0.787903821372056,1,0.00540526661208655,0.997920147054848,0.837264289248631,0.837781730208489,0.787903821372056,-0.320955457285172,0.291440357358129,0.291440357358129,0.872091140523171,0.872091140523171,-1,0.20820171933437,0.20820171933437,1,0.787903821372056,0.787903821372056,0.787903821372056,-0.862729705619982,0.333914806548364,0.998440255168686,0.0273310807016366,0.59560364802131,0.59560364802131,0.0778498164207499,0.0778498164207499,0.837781730208489,0.998440255168686,0.306975839715255,0.998440255168686,-0.689236797020383,0.306975839715255,0.306975839715255,0.306975839715255,0.59560364802131,0.872091140523171,0.837781730208489,0.998440255168686,0.998440255168686,1,0.154206406101994,0.154206406101994,0.837781730208489,-0.787903821372056,0.837781730208489,0.837781730208489,-0.936053565534149,0.787903821372056,0.998440255168686,0.787903821372056,0.936053565534149,0.821162263352263,0.872091140523171,0.388610163091727,0.306975839715255,-0.78737924340041,0.787903821372056,1,1,1,-0.837264289248631,0.787903821372056,0.689236797020383,0.689236797020383,0.787903821372056,-0.787903821372056,0.787903821372056,0.872091140523171,-0.689236797020383
"CHD1L",0.00853834525355315,-0.00591842336104554,0.00232229522340742,0.00540526661208655,1,0.00436540760039995,0.00906051334500416,0.00853834525355315,0.00232229522340742,-0.00437904749921855,0.0195039745290629,0.0195039745290629,0.00748948869629679,0.00748948869629679,-0.00540526661208655,-0.00442942143463864,-0.00442942143463864,0.00540526661208655,0.00232229522340742,0.00232229522340742,0.00232229522340742,-0.00852484364714635,0.0100779437392035,0.00488760430113106,-0.0158440953988996,0.0085885584273296,0.0085885584273296,-0.00697634503234317,-0.00697634503234317,0.00853834525355315,0.00488760430113106,-0.0158716901883706,0.00488760430113106,-0.0200402134086439,-0.0158716901883706,-0.0158716901883706,-0.0158716901883706,0.0085885584273296,0.00748948869629679,0.00853834525355315,0.00488760430113106,0.00488760430113106,0.00540526661208655,0.000797072697140186,0.000797072697140186,0.00853834525355315,-0.00232229522340742,0.00853834525355315,0.00853834525355315,0.00237750292003987,0.00232229522340742,0.00488760430113106,0.00232229522340742,-0.00237750292003987,-0.000806270693992316,0.00748948869629679,0.00856559582542696,-0.0158716901883706,-0.00180010703339117,0.00232229522340742,0.00540526661208655,0.00540526661208655,0.00540526661208655,-0.00906051334500416,0.00232229522340742,0.0200402134086439,0.0200402134086439,0.00232229522340742,-0.00232229522340742,0.00232229522340742,0.00748948869629679,-0.0200402134086439
"Csl",0.838821622105719,-0.307916117628451,0.785824107845623,0.997920147054848,0.00436540760039995,1,0.838304176367426,0.838821622105719,0.785824107845623,-0.318875673490712,0.293520058518127,0.293520058518127,0.87313105434583,0.87313105434583,-0.997920147054848,0.209241571038582,0.209241571038582,0.997920147054848,0.785824107845623,0.785824107845623,0.785824107845623,-0.863769632092558,0.331834911434771,0.999480175175691,0.0273310807016366,0.594563796317098,0.594563796317098,0.0778498164207499,0.0778498164207499,0.838821622105719,0.999480175175691,0.309055549306889,0.999480175175691,-0.691316525724107,0.309055549306889,0.309055549306889,0.309055549306889,0.594563796317098,0.87313105434583,0.838821622105719,0.999480175175691,0.999480175175691,0.997920147054848,0.153166549338778,0.153166549338778,0.838821622105719,-0.785824107845623,0.838821622105719,0.838821622105719,-0.937093452652944,0.785824107845623,0.999480175175691,0.785824107845623,0.937093452652944,0.821162263352263,0.87313105434583,0.38965001620121,0.309055549306889,-0.785299525377037,0.785824107845623,0.997920147054848,0.997920147054848,0.997920147054848,-0.838304176367426,0.785824107845623,0.691316525724107,0.691316525724107,0.785824107845623,-0.785824107845623,0.785824107845623,0.87313105434583,-0.691316525724107
"Csn",0.999480208889277,-0.305354838440587,0.73953668557072,0.837264289248631,0.00906051334500416,0.838304176367426,1,0.999480208889277,0.73953668557072,-0.316297086983612,0.442715240116427,0.442715240116427,0.965167584454938,0.965167584454938,-0.837264289248631,0.331420118439435,0.331420118439435,0.837264289248631,0.73953668557072,0.73953668557072,0.73953668557072,-0.974529388929561,0.199284201814383,0.838823364783466,0.0195210369807251,0.438041022973136,0.438041022973136,0.141763108712955,0.141763108712955,0.999480208889277,0.838823364783466,0.276301965565766,0.838823364783466,-0.529577710084675,0.276301965565766,0.276301965565766,0.276301965565766,0.438041022973136,0.965167584454938,0.999480208889277,0.838823364783466,0.838823364783466,0.837264289248631,0.245170403662815,0.245170403662815,0.999480208889277,-0.73953668557072,0.999480208889277,0.999480208889277,-0.901214462182194,0.73953668557072,0.838823364783466,0.73953668557072,0.901214462182193,0.801916127344762,0.965167584454938,0.551336716424088,0.276301965565766,-0.739013914986905,0.73953668557072,0.837264289248631,0.837264289248631,0.837264289248631,-1,0.73953668557072,0.529577710084675,0.529577710084675,0.73953668557072,-0.73953668557072,0.73953668557072,0.965167584454938,-0.529577710084675
"DELTA",1,-0.305869034657115,0.740057967738959,0.837781730208489,0.00853834525355315,0.838821622105719,0.999480208889277,1,0.740057967738959,-0.316813738766865,0.442198312479275,0.442198312479275,0.965686147520147,0.965686147520147,-0.837781730208489,0.33194033361111,0.33194033361111,0.837781730208489,0.740057967738959,0.740057967738959,0.740057967738959,-0.975047460642851,0.199797910620651,0.839341080025067,0.0190027040279407,0.438564160720542,0.438564160720542,0.142288691964551,0.142288691964551,1,0.839341080025067,0.276821388415927,0.839341080025067,-0.530102896572766,0.276821388415927,0.276821388415927,0.276821388415927,0.438564160720542,0.965686147520147,1,0.839341080025067,0.839341080025067,0.837781730208489,0.244653646369266,0.244653646369266,1,-0.740057967738959,1,1,-0.901734069682073,0.740057967738959,0.839341080025067,0.740057967738959,0.901734069682073,0.802436620286619,0.965686147520147,0.550817854016088,0.276821388415927,-0.73953492557786,0.740057967738959,0.837781730208489,0.837781730208489,0.837781730208489,-0.999480208889277,0.740057967738959,0.530102896572766,0.530102896572766,0.740057967738959,-0.740057967738959,0.740057967738959,0.965686147520147,-0.530102896572766
"DSH",0.740057967738959,-0.430715673846874,1,0.787903821372056,0.00232229522340742,0.785824107845623,0.73953668557072,0.740057967738959,1,-0.441628999154946,0.207183434432059,0.207183434432059,0.705750606602025,0.705750606602025,-0.787903821372056,0.13542248340212,0.13542248340212,0.787903821372056,1,1,1,-0.715113847946908,0.234178760948395,0.786341174525412,0.00754957891074172,0.395906118528481,0.395906118528481,0.0268130551903385,0.0268130551903385,0.740057967738959,0.786341174525412,0.147896252854809,0.786341174525412,-0.486385231090892,0.147896252854809,0.147896252854809,0.147896252854809,0.395906118528481,0.705750606602025,0.740057967738959,0.786341174525412,0.786341174525412,0.787903821372056,0.12608938438768,0.12608938438768,0.740057967738959,-1,0.740057967738959,0.740057967738959,-0.723939424389619,1,0.786341174525412,1,0.723939424389619,0.926176522945755,0.705750606602025,0.290868258336212,0.147896252854809,-0.999480240491792,1,0.787903821372056,0.787903821372056,0.787903821372056,-0.73953668557072,1,0.486385231090892,0.486385231090892,1,-1,1,0.705750606602025,-0.486385231090892
"Destcompl",-0.316813738766865,0.989091863009636,-0.441628999154946,-0.320955457285172,-0.00437904749921855,-0.318875673490712,-0.316297086983612,-0.316813738766865,-0.441628999154946,1,-0.0948997660825217,-0.0948997660825217,-0.301203308218283,-0.301203308218283,0.320955457285172,-0.0647073308537085,-0.0647073308537085,-0.320955457285172,-0.441628999154946,-0.441628999154946,-0.441628999154946,0.291838484162732,-0.0874873086996885,-0.319398364087943,0.00907239645963005,-0.103743044425276,-0.103743044425276,-0.0362227289539601,-0.0362227289539601,-0.316813738766865,-0.319398364087943,-0.0678175236222441,-0.319398364087943,0.156804006062077,-0.0678175236222441,-0.0678175236222441,-0.0678175236222441,-0.103743044425276,-0.301203308218283,-0.316813738766865,-0.319398364087943,-0.319398364087943,-0.320955457285172,-0.0720431627980249,-0.0720431627980249,-0.316813738766865,0.441628999154946,-0.316813738766865,-0.316813738766865,0.29653988863322,-0.441628999154946,-0.319398364087943,-0.441628999154946,-0.29653988863322,-0.391702636559001,-0.301203308218283,-0.123452435483067,-0.0678175236222441,0.441105311704352,-0.441628999154946,-0.320955457285172,-0.320955457285172,-0.320955457285172,0.316297086983612,-0.441628999154946,-0.156804006062077,-0.156804006062077,-0.441628999154946,0.441628999154946,-0.441628999154946,-0.301203308218283,0.156804006062077
