"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,0.995604107961857,0.995606046763806,0.160611381059736,0.160611381059736,0.901362873848261,1,0.901362873848261,0.988764382901239,-0.300944154423265,0.155453692429385,0.155453692429385,0.901362873848261,0.901362873848261,-0.998534440188198,0.262751586825673,0.262751586825673,0.882781211823924,0.999511559626261,0.994139308255524,0.997069155785004,-1,0.233911623147186,0.901362873848261,0.200174610462175,-0.0825891658994156,-0.0825891658994156,0.577432954678549,0.577432954678549,1,1,0.0952396750083747,1,0.561792687573268,0.0952396750083747,0.0952396750083747,0.561792687573268,-0.0825891658994156,0.901362873848261,1,0.901362873848261,0.901362873848261,0.160611381059736,0.121244435832252,0.121244435832252,0.901362873848261,-1,0.901362873848261,0.901362873848261,-0.883265981816317,1,1,1,0.883265981816317,0.979969342970585,0.794818946455037,0.561792687573268,0.561792687573268,-0.998534440188198,0.99609350865294,0.981925911722418,0.981925911722418,0.981925911722418,-0.999023370174415,0.995604107961857,-0.0450023120808969,-0.0450023120808969,0.200174610462175,-0.996581211541946,0.99755734173682,0.901362873848261,0.0450023120808969
"AXIN2",0.995604107961857,1,0.999023391840755,0.158189434540126,0.158189434540126,0.896953995024908,0.995604107961857,0.896953995024908,0.992183263706973,-0.29654308646959,0.153971143827244,0.153971143827244,0.896953995024908,0.896953995024908,-0.995116370005772,0.261299259903605,0.261299259903605,0.878375416420757,0.996093477900188,0.997557397699552,0.998534475862677,-0.995604107961858,0.230508858595876,0.896953995024908,0.203619030057465,-0.0850265693329153,-0.0850265693329153,0.573032903560835,0.573032903560835,0.995604107961857,0.995604107961857,0.0918231007122779,0.995604107961857,0.557394240603761,0.0918231007122779,0.0918231007122779,0.557394240603761,-0.0850265693329153,0.896953995024908,0.995604107961857,0.896953995024908,0.896953995024908,0.158189434540126,0.119763737522682,0.119763737522682,0.896953995024908,-0.995604107961858,0.896953995024908,0.896953995024908,-0.878860894038424,0.995604107961857,0.995604107961857,0.995604107961857,0.878860894038424,0.976550089385113,0.790419867743339,0.557394240603761,0.557394240603761,-0.997070585794604,0.999511575010129,0.9785108335365,0.9785108335365,0.9785108335365,-0.994626093257865,0.998045815926743,-0.0474351863442009,-0.0474351863442009,0.203619030057465,-0.999022907963371,0.998046278363561,0.896953995024908,0.0474351863442009
"CD44",0.995606046763806,0.999023391840755,1,0.158203653309351,0.158203653309351,0.896947046471429,0.995606046763806,0.896947046471429,0.992183793290526,-0.296540627496867,0.153960090813494,0.153960090813494,0.896947046471429,0.896947046471429,-0.995118789438333,0.261308492649001,0.261308492649001,0.878370501271357,0.99609589080319,0.997557414021533,0.99853544035788,-0.995606046763806,0.230520684220594,0.896947046471429,0.203635332824728,-0.0860002007217197,-0.0860002007217197,0.573031460818822,0.573031460818822,0.995606046763806,0.995606046763806,0.0918253509901136,0.995606046763806,0.557393857005667,0.0918253509901136,0.0918253509901136,0.557393857005667,-0.0860002007217197,0.896947046471429,0.995606046763806,0.896947046471429,0.896947046471429,0.158203653309351,0.119753867863557,0.119753867863557,0.896947046471429,-0.995606046763806,0.896947046471429,0.896947046471429,-0.87885645295867,0.995606046763806,0.995606046763806,0.995606046763806,0.87885645295867,0.976551678151094,0.79041935891886,0.557393857005667,0.557393857005667,-0.997072992168047,0.999511578273249,0.978515273489665,0.978515273489665,0.978515273489665,-0.994627083870975,0.998046306333579,-0.0484057431432635,-0.0484057431432635,0.203635332824728,-0.999023391840755,0.998047723480484,0.896947046471429,0.0484057431432635
"CDC42",0.160611381059736,0.158189434540126,0.158203653309351,1,1,0.160758003861856,0.160611381059736,0.160758003861856,0.157212249327938,-0.0566828651597618,0.0275222931263865,0.0275222931263865,0.160758003861856,0.160758003861856,-0.161093052650051,0.0350042637650587,0.0350042637650587,0.17929348211871,0.160115851578564,0.157707934154535,0.159648164956702,-0.160611381059736,-0.0446787713181035,0.160758003861856,-0.00223728146142943,-0.022031998308617,-0.022031998308617,0.0800890860361194,0.0800890860361194,0.160611381059736,0.160611381059736,-0.00542022435557849,0.160611381059736,0.0908228513269072,-0.00542022435557849,-0.00542022435557849,0.0908228513269072,-0.022031998308617,0.160758003861856,0.160611381059736,0.160758003861856,0.160758003861856,1,0.00209952628842388,0.00209952628842388,0.160758003861856,-0.160611381059736,0.160758003861856,0.160758003861856,-0.178797371285763,0.160611381059736,0.160611381059736,0.160611381059736,0.178797371285763,0.170878871372125,0.125490048015163,0.0908228513269072,0.0908228513269072,-0.160115851578564,0.158685115985061,0.177678480629291,0.177678480629291,0.177678480629291,-0.161602542610918,0.158189434540126,0.00869531494610787,0.00869531494610787,-0.00223728146142943,-0.159166619752314,0.159152559268623,0.160758003861856,-0.00869531494610787
"CHD1L",0.160611381059736,0.158189434540126,0.158203653309351,1,1,0.160758003861856,0.160611381059736,0.160758003861856,0.157212249327938,-0.0566828651597618,0.0275222931263865,0.0275222931263865,0.160758003861856,0.160758003861856,-0.161093052650051,0.0350042637650587,0.0350042637650587,0.17929348211871,0.160115851578564,0.157707934154535,0.159648164956702,-0.160611381059736,-0.0446787713181035,0.160758003861856,-0.00223728146142943,-0.022031998308617,-0.022031998308617,0.0800890860361194,0.0800890860361194,0.160611381059736,0.160611381059736,-0.00542022435557849,0.160611381059736,0.0908228513269072,-0.00542022435557849,-0.00542022435557849,0.0908228513269072,-0.022031998308617,0.160758003861856,0.160611381059736,0.160758003861856,0.160758003861856,1,0.00209952628842388,0.00209952628842388,0.160758003861856,-0.160611381059736,0.160758003861856,0.160758003861856,-0.178797371285763,0.160611381059736,0.160611381059736,0.160611381059736,0.178797371285763,0.170878871372125,0.125490048015163,0.0908228513269072,0.0908228513269072,-0.160115851578564,0.158685115985061,0.177678480629291,0.177678480629291,0.177678480629291,-0.161602542610918,0.158189434540126,0.00869531494610787,0.00869531494610787,-0.00223728146142943,-0.159166619752314,0.159152559268623,0.160758003861856,-0.00869531494610787
"Csl",0.901362873848261,0.896953995024908,0.896947046471429,0.160758003861856,0.160758003861856,1,0.901362873848261,1,0.890114531139317,-0.374205901308229,0.181728986724741,0.181728986724741,1,1,-0.899901707882173,0.312683527893554,0.312683527893554,0.981438139661425,0.900878790008912,0.895484819365032,0.898423395287306,-0.901362873848261,0.135346071952267,1,0.229659588358146,0.0161240936865837,0.0161240936865837,0.666345679182378,0.666345679182378,0.901362873848261,0.901362873848261,0.124576003613156,0.901362873848261,0.660486267612425,0.124576003613156,0.124576003613156,0.660486267612425,0.0161240936865837,1,0.901362873848261,1,1,0.160758003861856,0.128965771574559,0.128965771574559,1,-0.901362873848261,1,1,-0.981927723063678,0.901362873848261,0.901362873848261,0.901362873848261,0.981927723063678,0.903801316135509,0.893518548408963,0.660486267612425,0.660486267612425,-0.899901707882173,0.89743894514127,0.883310930224771,0.883310930224771,0.883310930224771,-0.900377535055006,0.896953995024908,0.0537444907741122,0.0537444907741122,0.229659588358146,-0.897931061294278,0.898915947477681,1,-0.0537444907741122
"Csn",1,0.995604107961857,0.995606046763806,0.160611381059736,0.160611381059736,0.901362873848261,1,0.901362873848261,0.988764382901239,-0.300944154423265,0.155453692429385,0.155453692429385,0.901362873848261,0.901362873848261,-0.998534440188198,0.262751586825673,0.262751586825673,0.882781211823924,0.999511559626261,0.994139308255524,0.997069155785004,-1,0.233911623147186,0.901362873848261,0.200174610462175,-0.0825891658994156,-0.0825891658994156,0.577432954678549,0.577432954678549,1,1,0.0952396750083747,1,0.561792687573268,0.0952396750083747,0.0952396750083747,0.561792687573268,-0.0825891658994156,0.901362873848261,1,0.901362873848261,0.901362873848261,0.160611381059736,0.121244435832252,0.121244435832252,0.901362873848261,-1,0.901362873848261,0.901362873848261,-0.883265981816317,1,1,1,0.883265981816317,0.979969342970585,0.794818946455037,0.561792687573268,0.561792687573268,-0.998534440188198,0.99609350865294,0.981925911722418,0.981925911722418,0.981925911722418,-0.999023370174415,0.995604107961857,-0.0450023120808969,-0.0450023120808969,0.200174610462175,-0.996581211541946,0.99755734173682,0.901362873848261,0.0450023120808969
"DELTA",0.901362873848261,0.896953995024908,0.896947046471429,0.160758003861856,0.160758003861856,1,0.901362873848261,1,0.890114531139317,-0.374205901308229,0.181728986724741,0.181728986724741,1,1,-0.899901707882173,0.312683527893554,0.312683527893554,0.981438139661425,0.900878790008912,0.895484819365032,0.898423395287306,-0.901362873848261,0.135346071952267,1,0.229659588358146,0.0161240936865837,0.0161240936865837,0.666345679182378,0.666345679182378,0.901362873848261,0.901362873848261,0.124576003613156,0.901362873848261,0.660486267612425,0.124576003613156,0.124576003613156,0.660486267612425,0.0161240936865837,1,0.901362873848261,1,1,0.160758003861856,0.128965771574559,0.128965771574559,1,-0.901362873848261,1,1,-0.981927723063678,0.901362873848261,0.901362873848261,0.901362873848261,0.981927723063678,0.903801316135509,0.893518548408963,0.660486267612425,0.660486267612425,-0.899901707882173,0.89743894514127,0.883310930224771,0.883310930224771,0.883310930224771,-0.900377535055006,0.896953995024908,0.0537444907741122,0.0537444907741122,0.229659588358146,-0.897931061294278,0.898915947477681,1,-0.0537444907741122
"DSH",0.988764382901239,0.992183263706973,0.992183793290526,0.157212249327938,0.157212249327938,0.890114531139317,0.988764382901239,0.890114531139317,1,-0.289703625032373,0.151039792158583,0.151039792158583,0.890114531139317,0.890114531139317,-0.988276614744862,0.259345004934578,0.259345004934578,0.871535952535166,0.989253722639277,0.994626131733688,0.991694806304255,-0.988764382901239,0.226600229708937,0.890114531139317,0.204596255510144,-0.0899119193341637,-0.0899119193341637,0.568147559972059,0.568147559972059,0.988764382901239,0.988764382901239,0.0898689607117786,0.988764382901239,0.551531811508171,0.0898689607117786,0.0898689607117786,0.551531811508171,-0.0899119193341637,0.890114531139317,0.988764382901239,0.890114531139317,0.890114531139317,0.157212249327938,0.122695061205929,0.122695061205929,0.890114531139317,-0.988764382901239,0.890114531139317,0.890114531139317,-0.872021426072202,0.988764382901239,0.988764382901239,0.988764382901239,0.872021426072203,0.96971039289197,0.783580325508381,0.551531811508171,0.551531811508171,-0.990230830533693,0.992671954423111,0.971670941144906,0.971670941144906,0.971670941144906,-0.987786423699443,0.993160355743602,-0.0523206138800783,-0.0523206138800783,0.204596255510144,-0.992183263706973,0.991206581870418,0.890114531139317,0.0523206138800783
"Destcompl",-0.300944154423265,-0.29654308646959,-0.296540627496867,-0.0566828651597618,-0.0566828651597618,-0.374205901308229,-0.300944154423265,-0.374205901308229,-0.289703625032373,1,-0.0561777266007598,-0.0561777266007598,-0.374205901308229,-0.374205901308229,0.299480099216016,-0.0835476561727008,-0.0835476561727008,-0.363459414231756,-0.300457180992982,-0.295076227783187,-0.298010026436985,0.300944154423265,-0.0312748781652013,-0.374205901308229,-0.0689013844644896,-0.0293127484301898,-0.0293127484301898,-0.248658535305812,-0.248658535305812,-0.300944154423265,-0.300944154423265,-0.0703485915503295,-0.300944154423265,-0.226187680544708,-0.0703485915503295,-0.0703485915503295,-0.226187680544708,-0.0293127484301898,-0.374205901308229,-0.300944154423265,-0.374205901308229,-0.374205901308229,-0.0566828651597618,-0.0542235040457118,-0.0542235040457118,-0.374205901308229,0.300944154423265,-0.374205901308229,-0.374205901308229,0.363948390102414,-0.300944154423265,-0.300944154423265,-0.300944154423265,-0.363948390102414,-0.30533948902822,-0.336108049396764,-0.226187680544708,-0.226187680544708,0.299480099216016,-0.297030352859893,-0.289716044512668,-0.289716044512668,-0.289716044512668,0.300941235039227,-0.29654308646959,-0.0522757799158247,-0.0522757799158247,-0.0689013844644896,0.297520152389193,-0.298499975355655,-0.374205901308229,0.0522757799158247
