"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,-0.00210571576409074,0.388318177705023,0.388697828665124,-0.0171339084577627,0.397573917779355,0.998843253063215,1,0.388318177705023,-0.156251677723351,0.258110606787196,0.258110606787196,0.690366256153343,0.690366256153343,-0.388697828665124,0.511826962944261,0.511826962944261,0.415771915709493,0.387938579263332,0.388318177705023,0.388318177705023,-0.691134157971409,0.075033742558086,0.396802606106494,0.515115618460702,0.00149530643200221,0.00149530643200221,0.279653929416672,0.279653929416672,1,0.397573917779355,0.00213247639931166,0.397573917779355,-0.397573917779355,0.00213247639931166,0.00213247639931166,0.00213247639931166,0.00149530643200221,0.690366256153343,1,0.397573917779355,0.397573917779355,0.388697828665124,0.25081731564554,0.25081731564554,1,-0.388318177705023,1,1,-0.690366256153343,0.388318177705023,0.397573917779355,0.388318177705023,0.397573917779355,0.458825618803137,0.555895305235799,1,0.00213247639931166,-0.387938579263332,0.388318177705023,0.388697828665124,0.388697828665124,0.538359864794953,-0.998843253063215,0.388318177705023,0.397573917779355,0.397573917779355,0.515115618460702,-0.388697828665124,0.388697828665124,0.690366256153343,-0.397573917779355
"AXIN2",-0.00210571576409074,1,-0.00253778691607405,-0.00215146116434254,0.00481475138133128,0.00131863211881084,-0.00249197108490584,-0.00210571576409074,-0.00253778691607405,0.84582889039528,0.00868538462116861,0.00868538462116861,0.00290227103007065,0.00290227103007065,0.00215146116434254,-0.000566007355730292,-0.000566007355730292,-0.000616990316247199,-0.00292411838861339,-0.00253778691607405,-0.00253778691607405,-0.00367480072797036,-0.00714031165119128,0.000547348311833866,-0.00214328058098211,0.00941893037909423,0.00941893037909423,0.0117857739225304,0.0117857739225304,-0.00210571576409074,0.00131863211881084,0.00481741172538742,0.00131863211881084,-0.00131863211881084,0.00481741172538742,0.00481741172538742,0.00481741172538742,0.00941893037909423,0.00290227103007065,-0.00210571576409074,0.00131863211881084,0.00131863211881084,-0.00215146116434254,-0.0179271407175467,-0.0179271407175467,-0.00210571576409074,0.00253778691607405,-0.00210571576409074,-0.00210571576409074,-0.00290227103007065,-0.00253778691607405,0.00131863211881084,-0.00253778691607405,0.00131863211881084,0.00325398382077772,0.0048094649634627,-0.00210571576409074,0.00481741172538742,0.00292411838861339,-0.00253778691607405,-0.00215146116434254,-0.00215146116434254,0.00170230308858246,0.00249197108490584,-0.00253778691607405,0.00131863211881084,0.00131863211881084,-0.00214328058098211,0.00215146116434254,-0.00215146116434254,0.00290227103007065,-0.00131863211881084
"CD44",0.388318177705023,-0.00253778691607405,1,0.999614373698126,-0.0060293232114582,0.990743120248421,0.387153029220691,0.388318177705023,1,0.151512493048212,0.0974762153510021,0.0974762153510021,0.696395017936169,0.696395017936169,-0.999614373698126,0.172321150010575,0.172321150010575,0.972621736103415,0.999614368365563,1,1,-0.697183563891612,0.39232066092413,0.989971713602456,0.255277043263899,0.313076842490056,0.313076842490056,0.133890351872456,0.133890351872456,0.388318177705023,0.990743120248421,0.187590474289056,0.990743120248421,-0.990743120248421,0.187590474289056,0.187590474289056,0.187590474289056,0.313076842490056,0.696395017936169,0.388318177705023,0.990743120248421,0.990743120248421,0.999614373698126,0.0931566644938062,0.0931566644938062,0.388318177705023,-1,0.388318177705023,0.388318177705023,-0.696395017936169,1,0.990743120248421,1,0.990743120248421,0.929430024793777,0.732045953365097,0.388318177705023,0.187590474289056,-0.999614368365563,1,0.999614373698126,0.999614373698126,0.849958863574936,-0.387153029220691,1,0.990743120248421,0.990743120248421,0.255277043263899,-0.999614373698126,0.999614373698126,0.696395017936169,-0.990743120248421
"CDC42",0.388697828665124,-0.00215146116434254,0.999614373698126,1,-0.00564252645548932,0.991128958641755,0.387532835600477,0.388697828665124,0.999614373698126,0.151902561310562,0.0978590371257884,0.0978590371257884,0.696773594657088,0.696773594657088,-1,0.172702868740811,0.172702868740811,0.973009367908008,0.999228890773389,0.999614373698126,0.999614373698126,-0.697561839703504,0.391933896510516,0.990357557272994,0.254894607724796,0.313466862780107,0.313466862780107,0.134269684928588,0.134269684928588,0.388697828665124,0.991128958641755,0.187975350446444,0.991128958641755,-0.991128958641755,0.187975350446444,0.187975350446444,0.187975350446444,0.313466862780107,0.696773594657088,0.388697828665124,0.991128958641755,0.991128958641755,1,0.0927698677412049,0.0927698677412049,0.388697828665124,-0.999614373698126,0.388697828665124,0.388697828665124,-0.696773594657088,0.999614373698126,0.991128958641755,0.999614373698126,0.991128958641755,0.929814620509209,0.732428895803291,0.388697828665124,0.187975350446444,-0.999228890773389,0.999614373698126,1,1,0.850346119647954,-0.387532835600477,0.999614373698126,0.991128958641755,0.991128958641755,0.254894607724796,-1,1,0.696773594657088,-0.991128958641755
"CHD1L",-0.0171339084577627,0.00481475138133128,-0.0060293232114582,-0.00564252645548932,1,-0.0060293232114582,-0.0175205616864736,-0.0171339084577627,-0.0060293232114582,0.0063220127477063,0.00290807062467791,0.00290807062467791,-0.014442260249275,-0.014442260249275,0.00564252645548932,-0.00248571113859644,-0.00248571113859644,-0.00874183485232534,-0.00641612621417859,-0.0060293232114582,-0.0060293232114582,0.0144401009768976,-0.0183269530204375,-0.00680060908247117,-0.0264518553899016,-0.0110391140831324,-0.0110391140831324,-0.00015210656508628,-0.00015210656508628,-0.0171339084577627,-0.0060293232114582,-0.00867948181208673,-0.0060293232114582,0.0060293232114582,-0.00867948181208673,-0.00867948181208673,-0.00867948181208673,-0.0110391140831324,-0.014442260249275,-0.0171339084577627,-0.0060293232114582,-0.0060293232114582,-0.00564252645548932,-0.0206246967088651,-0.0206246967088651,-0.0171339084577627,0.0060293232114582,-0.0171339084577627,-0.0171339084577627,0.014442260249275,-0.0060293232114582,-0.0060293232114582,-0.0060293232114582,-0.0060293232114582,-0.00717350347468263,-0.0125488879590288,-0.0171339084577627,-0.00867948181208673,0.00641612621417859,-0.0060293232114582,-0.00564252645548932,-0.00564252645548932,-0.00487584448382257,0.0175205616864736,-0.0060293232114582,-0.0060293232114582,-0.0060293232114582,-0.0264518553899016,0.00564252645548932,-0.00564252645548932,-0.014442260249275,0.0060293232114582
"Csl",0.397573917779355,0.00131863211881084,0.990743120248421,0.991128958641755,-0.0060293232114582,1,0.396408739019484,0.397573917779355,0.990743120248421,0.143027543604625,0.0974762153510021,0.0974762153510021,0.705650574985637,0.705650574985637,-0.991128958641755,0.17617766135668,0.17617766135668,0.964135541068549,0.990357423909531,0.990743120248421,0.990743120248421,-0.706439166352251,0.383065193318954,0.999228593354035,0.261447819239283,0.30459153974297,0.30459153974297,0.139289865154739,0.139289865154739,0.397573917779355,1,0.196074591120406,1,-1,0.196074591120406,0.196074591120406,0.196074591120406,0.30459153974297,0.705650574985637,0.397573917779355,1,1,0.991128958641755,0.0962417978870244,0.0962417978870244,0.397573917779355,-0.990743120248421,0.397573917779355,0.397573917779355,-0.705650574985637,0.990743120248421,1,0.990743120248421,1,0.920945120771723,0.738987621152198,0.397573917779355,0.196074591120406,-0.990357423909531,0.990743120248421,0.991128958641755,0.991128958641755,0.841473208742248,-0.396408739019484,0.990743120248421,1,1,0.261447819239283,-0.991128958641755,0.991128958641755,0.705650574985637,-1
"Csn",0.998843253063215,-0.00249197108490584,0.387153029220691,0.387532835600477,-0.0175205616864736,0.396408739019484,1,0.998843253063215,0.387153029220691,-0.156642224629911,0.257726319741039,0.257726319741039,0.689209504083738,0.689209504083738,-0.387532835600477,0.511442436950162,0.511442436950162,0.414604942559274,0.386773275183827,0.387153029220691,0.387153029220691,-0.689977695085455,0.0738751487773803,0.395637429869584,0.514723327683242,0.00110318636948951,0.00110318636948951,0.279272811124013,0.279272811124013,0.998843253063215,0.396408739019484,0.000975170253912975,0.396408739019484,-0.396408739019484,0.000975170253912975,0.000975170253912975,0.000975170253912975,0.00110318636948951,0.689209504083738,0.998843253063215,0.396408739019484,0.396408739019484,0.387532835600477,0.251202608523986,0.251202608523986,0.998843253063215,-0.387153029220691,0.998843253063215,0.998843253063215,-0.689209504083738,0.387153029220691,0.396408739019484,0.387153029220691,0.396408739019484,0.457661953340162,0.554734383966095,0.998843253063215,0.000975170253912975,-0.386773275183827,0.387153029220691,0.387532835600477,0.387532835600477,0.537193754487276,-1,0.387153029220691,0.396408739019484,0.396408739019484,0.514723327683242,-0.387532835600477,0.387532835600477,0.689209504083738,-0.396408739019484
"DELTA",1,-0.00210571576409074,0.388318177705023,0.388697828665124,-0.0171339084577627,0.397573917779355,0.998843253063215,1,0.388318177705023,-0.156251677723351,0.258110606787196,0.258110606787196,0.690366256153343,0.690366256153343,-0.388697828665124,0.511826962944261,0.511826962944261,0.415771915709493,0.387938579263332,0.388318177705023,0.388318177705023,-0.691134157971409,0.075033742558086,0.396802606106494,0.515115618460702,0.00149530643200221,0.00149530643200221,0.279653929416672,0.279653929416672,1,0.397573917779355,0.00213247639931166,0.397573917779355,-0.397573917779355,0.00213247639931166,0.00213247639931166,0.00213247639931166,0.00149530643200221,0.690366256153343,1,0.397573917779355,0.397573917779355,0.388697828665124,0.25081731564554,0.25081731564554,1,-0.388318177705023,1,1,-0.690366256153343,0.388318177705023,0.397573917779355,0.388318177705023,0.397573917779355,0.458825618803137,0.555895305235799,1,0.00213247639931166,-0.387938579263332,0.388318177705023,0.388697828665124,0.388697828665124,0.538359864794953,-0.998843253063215,0.388318177705023,0.397573917779355,0.397573917779355,0.515115618460702,-0.388697828665124,0.388697828665124,0.690366256153343,-0.397573917779355
"DSH",0.388318177705023,-0.00253778691607405,1,0.999614373698126,-0.0060293232114582,0.990743120248421,0.387153029220691,0.388318177705023,1,0.151512493048212,0.0974762153510021,0.0974762153510021,0.696395017936169,0.696395017936169,-0.999614373698126,0.172321150010575,0.172321150010575,0.972621736103415,0.999614368365563,1,1,-0.697183563891612,0.39232066092413,0.989971713602456,0.255277043263899,0.313076842490056,0.313076842490056,0.133890351872456,0.133890351872456,0.388318177705023,0.990743120248421,0.187590474289056,0.990743120248421,-0.990743120248421,0.187590474289056,0.187590474289056,0.187590474289056,0.313076842490056,0.696395017936169,0.388318177705023,0.990743120248421,0.990743120248421,0.999614373698126,0.0931566644938062,0.0931566644938062,0.388318177705023,-1,0.388318177705023,0.388318177705023,-0.696395017936169,1,0.990743120248421,1,0.990743120248421,0.929430024793777,0.732045953365097,0.388318177705023,0.187590474289056,-0.999614368365563,1,0.999614373698126,0.999614373698126,0.849958863574936,-0.387153029220691,1,0.990743120248421,0.990743120248421,0.255277043263899,-0.999614373698126,0.999614373698126,0.696395017936169,-0.990743120248421
"Destcompl",-0.156251677723351,0.84582889039528,0.151512493048212,0.151902561310562,0.0063220127477063,0.143027543604625,-0.156642224629911,-0.156251677723351,0.151512493048212,1,-0.0475458151722701,-0.0475458151722701,-0.151273460617795,-0.151273460617795,-0.151902561310562,-0.0891723251795835,-0.0891723251795835,0.144137136972177,0.151122441931059,0.151512493048212,0.151512493048212,0.150492095879235,0.0853579971527902,0.142256184564299,-0.111056109182066,0.111030198040224,0.111030198040224,-0.0528295545962697,-0.0528295545962697,-0.156251677723351,0.143027543604625,-0.0214207867427873,0.143027543604625,-0.143027543604625,-0.0214207867427873,-0.0214207867427873,-0.0214207867427873,0.111030198040224,-0.151273460617795,-0.156251677723351,0.143027543604625,0.143027543604625,0.151902561310562,-0.0379643660283713,-0.0379643660283713,-0.156251677723351,-0.151512493048212,-0.156251677723351,-0.156251677723351,0.151273460617795,0.151512493048212,0.143027543604625,0.151512493048212,0.143027543604625,0.0817587234169431,-0.0669899559947631,-0.156251677723351,-0.0214207867427873,-0.151122441931059,0.151512493048212,0.151902561310562,0.151902561310562,0.103288481282418,0.156642224629911,0.151512493048212,0.143027543604625,0.143027543604625,-0.111056109182066,-0.151902561310562,0.151902561310562,-0.151273460617795,-0.143027543604625
