"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,-0.0515178613592725,0.458667663148838,0.458667663148838,-0.00355882101023518,0.457298273582847,1,0.457298273582847,0.455226708114276,-0.131506729768495,0.117607905150971,0.117607905150971,0.457298273582847,0.457298273582847,-0.458667663148838,0.0192583260612918,0.0192583260612918,0.458667663148838,0.456613861383257,0.45797461580796,0.458667663148838,-0.539242130337502,0.234752783163039,0.457298273582847,0.128616123433871,0.108129824706617,0.108129824706617,0.158928849739111,0.158928849739111,1,0.456613861383257,1,0.456613861383257,0.269876391542258,1,1,0.269876391542258,0.108129824706617,0.457298273582847,1,0.457298273582847,0.457298273582847,0.457982873854625,-0.0116874988622666,-0.0116874988622666,1,-0.456613861383257,0.457298273582847,0.457298273582847,-0.458667663148838,0.456613861383257,0.456613861383257,0.456613861383257,0.458667663148838,0.458667663148838,0.631655615606849,0.269876391542258,0.269876391542258,-0.457982873854625,0.458667663148838,0.458667663148838,0.458667663148838,0.458667663148838,-1,0.458667663148838,0.457982873854625,0.458667663148838,0.128616123433871,-0.458667663148838,0.458667663148838,0.457298273582847,-0.458667663148838
"AXIN2",-0.0515178613592725,1,0.130818056017267,0.130818056017267,0.0278487619734811,0.129471772066016,-0.0515178613592725,0.129471772066016,0.127388297947066,0.911922893160019,0.0377426551084395,0.0377426551084395,0.129471772066016,0.129471772066016,-0.130818056017267,-0.000622420576153252,-0.000622420576153252,0.130818056017267,0.130177038230028,0.130113006180885,0.130818056017267,-0.211292562894344,0.0968266018827816,0.129471772066016,0.0764210562499647,0.0440853325977941,0.0440853325977941,0.0544254415323241,0.0544254415323241,-0.0515178613592725,0.130177038230028,-0.0515178613592725,0.130177038230028,0.110206562905099,-0.0515178613592725,-0.0515178613592725,0.110206562905099,0.0440853325977941,0.129471772066016,-0.0515178613592725,0.129471772066016,0.129471772066016,0.131523196798462,-0.0220958832911015,-0.0220958832911015,-0.0515178613592725,-0.130177038230028,0.129471772066016,0.129471772066016,-0.130818056017267,0.130177038230028,0.130177038230028,0.130177038230028,0.130818056017267,0.130818056017267,0.0378552873556071,0.110206562905099,0.110206562905099,-0.13014489718133,0.130818056017267,0.130818056017267,0.130818056017267,0.130818056017267,0.0515178613592725,0.130818056017267,0.131523196798462,0.130818056017267,0.0764210562499647,-0.130818056017267,0.130818056017267,0.129471772066016,-0.130818056017267
"CD44",0.458667663148838,0.130818056017267,1,1,0.0250472514339891,0.998622273248538,0.458667663148838,0.998622273248538,0.996553617584986,0.218581909870531,0.310043841754206,0.310043841754206,0.998622273248538,0.998622273248538,-1,0.0481287832151829,0.0481287832151829,1,0.997934078070189,0.999310941706998,1,-0.919383257604892,0.668579213207652,0.998622273248538,0.520901487357821,0.309364337431967,0.309364337431967,0.491911828011039,0.491911828011039,0.458667663148838,0.997934078070189,0.458667663148838,0.997934078070189,0.811116784958538,0.458667663148838,0.458667663148838,0.811116784958538,0.309364337431967,0.998622273248538,0.458667663148838,0.998622273248538,0.998622273248538,0.999310913584005,0.0641595526876031,0.0641595526876031,0.458667663148838,-0.997934078070189,0.998622273248538,0.998622273248538,-1,0.997934078070189,0.997934078070189,0.997934078070189,1,1,0.82421296375946,0.811116784958538,0.811116784958538,-0.999310913584005,1,1,1,1,-0.458667663148838,1,0.999310913584005,1,0.520901487357821,-1,1,0.998622273248538,-1
"CDC42",0.458667663148838,0.130818056017267,1,1,0.0250472514339891,0.998622273248538,0.458667663148838,0.998622273248538,0.996553617584986,0.218581909870531,0.310043841754206,0.310043841754206,0.998622273248538,0.998622273248538,-1,0.0481287832151829,0.0481287832151829,1,0.997934078070189,0.999310941706998,1,-0.919383257604892,0.668579213207652,0.998622273248538,0.520901487357821,0.309364337431967,0.309364337431967,0.491911828011039,0.491911828011039,0.458667663148838,0.997934078070189,0.458667663148838,0.997934078070189,0.811116784958538,0.458667663148838,0.458667663148838,0.811116784958538,0.309364337431967,0.998622273248538,0.458667663148838,0.998622273248538,0.998622273248538,0.999310913584005,0.0641595526876031,0.0641595526876031,0.458667663148838,-0.997934078070189,0.998622273248538,0.998622273248538,-1,0.997934078070189,0.997934078070189,0.997934078070189,1,1,0.82421296375946,0.811116784958538,0.811116784958538,-0.999310913584005,1,1,1,1,-0.458667663148838,1,0.999310913584005,1,0.520901487357821,-1,1,0.998622273248538,-1
"CHD1L",-0.00355882101023518,0.0278487619734811,0.0250472514339891,0.0250472514339891,1,0.0236491849534763,-0.00355882101023518,0.0236491849534763,0.0243482270108862,0.0276352804699483,0.013363312671735,0.013363312671735,0.0236491849534763,0.0236491849534763,-0.0250472514339891,0.0102796448225813,0.0102796448225813,0.0250472514339891,0.0229501242647629,0.0243681139572195,0.0250472514339891,-0.0134245386250003,0.0355311790696138,0.0236491849534763,0.0105457804856281,-0.0151532546056454,-0.0151532546056454,0.0229104474080151,0.0229104474080151,-0.00355882101023518,0.0229501242647629,-0.00355882101023518,0.0229501242647629,0.0250076256472842,-0.00355882101023518,-0.00355882101023518,0.0250076256472842,-0.0151532546056454,0.0236491849534763,-0.00355882101023518,0.0236491849534763,0.0236491849534763,0.0243482270108862,0.0207053520777491,0.0207053520777491,-0.00355882101023518,-0.0229501242647629,0.0236491849534763,0.0236491849534763,-0.0250472514339891,0.0229501242647629,0.0229501242647629,0.0229501242647629,0.0250472514339891,0.0250472514339891,0.0174169771954117,0.0250076256472842,0.0250076256472842,-0.0243482270108862,0.0250472514339891,0.0250472514339891,0.0250472514339891,0.0250472514339891,0.00355882101023518,0.0250472514339891,0.0243482270108862,0.0250472514339891,0.0105457804856281,-0.0250472514339891,0.0250472514339891,0.0236491849534763,-0.0250472514339891
"Csl",0.457298273582847,0.129471772066016,0.998622273248538,0.998622273248538,0.0236491849534763,1,0.457298273582847,1,0.995174768010614,0.21722054144281,0.311397412872384,0.311397412872384,1,1,-0.998622273248538,0.0481260485294084,0.0481260485294084,0.998622273248538,0.999310855368657,0.99793416428958,0.998622273248538,-0.918010940326318,0.667202237678224,1,0.522258334727212,0.307999189916443,0.307999189916443,0.49326378734966,0.49326378734966,0.457298273582847,0.999310855368657,0.457298273582847,0.999310855368657,0.812484837116809,0.457298273582847,0.457298273582847,0.812484837116809,0.307999189916443,1,0.457298273582847,1,1,0.997932179206613,0.064166029564676,0.064166029564676,0.457298273582847,-0.999310855368656,1,1,-0.998622273248538,0.999310855368657,0.999310855368657,0.999310855368657,0.998622273248538,0.998622273248538,0.825580643549057,0.812484837116809,0.812484837116809,-0.999310884804613,0.998622273248538,0.998622273248538,0.998622273248538,0.998622273248538,-0.457298273582847,0.998622273248538,0.997932179206613,0.998622273248538,0.522258334727212,-0.998622273248538,0.998622273248538,1,-0.998622273248538
"Csn",1,-0.0515178613592725,0.458667663148838,0.458667663148838,-0.00355882101023518,0.457298273582847,1,0.457298273582847,0.455226708114276,-0.131506729768495,0.117607905150971,0.117607905150971,0.457298273582847,0.457298273582847,-0.458667663148838,0.0192583260612918,0.0192583260612918,0.458667663148838,0.456613861383257,0.45797461580796,0.458667663148838,-0.539242130337502,0.234752783163039,0.457298273582847,0.128616123433871,0.108129824706617,0.108129824706617,0.158928849739111,0.158928849739111,1,0.456613861383257,1,0.456613861383257,0.269876391542258,1,1,0.269876391542258,0.108129824706617,0.457298273582847,1,0.457298273582847,0.457298273582847,0.457982873854625,-0.0116874988622666,-0.0116874988622666,1,-0.456613861383257,0.457298273582847,0.457298273582847,-0.458667663148838,0.456613861383257,0.456613861383257,0.456613861383257,0.458667663148838,0.458667663148838,0.631655615606849,0.269876391542258,0.269876391542258,-0.457982873854625,0.458667663148838,0.458667663148838,0.458667663148838,0.458667663148838,-1,0.458667663148838,0.457982873854625,0.458667663148838,0.128616123433871,-0.458667663148838,0.458667663148838,0.457298273582847,-0.458667663148838
"DELTA",0.457298273582847,0.129471772066016,0.998622273248538,0.998622273248538,0.0236491849534763,1,0.457298273582847,1,0.995174768010614,0.21722054144281,0.311397412872384,0.311397412872384,1,1,-0.998622273248538,0.0481260485294084,0.0481260485294084,0.998622273248538,0.999310855368657,0.99793416428958,0.998622273248538,-0.918010940326318,0.667202237678224,1,0.522258334727212,0.307999189916443,0.307999189916443,0.49326378734966,0.49326378734966,0.457298273582847,0.999310855368657,0.457298273582847,0.999310855368657,0.812484837116809,0.457298273582847,0.457298273582847,0.812484837116809,0.307999189916443,1,0.457298273582847,1,1,0.997932179206613,0.064166029564676,0.064166029564676,0.457298273582847,-0.999310855368656,1,1,-0.998622273248538,0.999310855368657,0.999310855368657,0.999310855368657,0.998622273248538,0.998622273248538,0.825580643549057,0.812484837116809,0.812484837116809,-0.999310884804613,0.998622273248538,0.998622273248538,0.998622273248538,0.998622273248538,-0.457298273582847,0.998622273248538,0.997932179206613,0.998622273248538,0.522258334727212,-0.998622273248538,0.998622273248538,1,-0.998622273248538
"DSH",0.455226708114276,0.127388297947066,0.996553617584986,0.996553617584986,0.0243482270108862,0.995174768010614,0.455226708114276,0.995174768010614,1,0.215145059622382,0.307963406304517,0.307963406304517,0.995174768010614,0.995174768010614,-0.996553617584986,0.0474383787188538,0.0474383787188538,0.996553617584986,0.994486008927701,0.997243709927071,0.996553617584986,-0.915940052471007,0.665133981903942,0.995174768010614,0.518822302183094,0.310059747915767,0.310059747915767,0.489829954355036,0.489829954355036,0.455226708114276,0.994486008927701,0.455226708114276,0.994486008927701,0.807664306403356,0.455226708114276,0.455226708114276,0.807664306403356,0.310059747915767,0.995174768010614,0.455226708114276,0.995174768010614,0.995174768010614,0.995863970588235,0.0648518000903771,0.0648518000903771,0.455226708114276,-0.994486008927701,0.995174768010614,0.995174768010614,-0.996553617584986,0.994486008927701,0.994486008927701,0.994486008927701,0.996553617584986,0.996553617584986,0.820760202620798,0.807664306403356,0.807664306403356,-0.995863970588235,0.996553617584986,0.996553617584986,0.996553617584986,0.996553617584986,-0.455226708114276,0.996553617584986,0.995863970588235,0.996553617584986,0.518822302183094,-0.996553617584986,0.996553617584986,0.995174768010614,-0.996553617584986
"Destcompl",-0.131506729768495,0.911922893160019,0.218581909870531,0.218581909870531,0.0276352804699483,0.21722054144281,-0.131506729768495,0.21722054144281,0.215145059622382,1,0.0635377404260847,0.0635377404260847,0.21722054144281,0.21722054144281,-0.218581909870531,-0.00480206540059848,-0.00480206540059848,0.218581909870531,0.217918092054906,0.217884699723317,0.218581909870531,-0.220578516425776,0.172317212221445,0.21722054144281,0.150390058894965,0.0798910197637694,0.0798910197637694,0.109071494458929,0.109071494458929,-0.131506729768495,0.217918092054906,-0.131506729768495,0.217918092054906,0.197943473419408,-0.131506729768495,-0.131506729768495,0.197943473419408,0.0798910197637694,0.21722054144281,-0.131506729768495,0.21722054144281,0.21722054144281,0.219279252344163,0.00824944124698183,0.00824944124698183,-0.131506729768495,-0.217918092054906,0.21722054144281,0.21722054144281,-0.218581909870531,0.217918092054906,0.217918092054906,0.217918092054906,0.218581909870531,0.218581909870531,0.084251502087252,0.197943473419408,0.197943473419408,-0.217901188103569,0.218581909870531,0.218581909870531,0.218581909870531,0.218581909870531,0.131506729768495,0.218581909870531,0.219279252344163,0.218581909870531,0.150390058894965,-0.218581909870531,0.218581909870531,0.21722054144281,-0.218581909870531
