"","AKT","AXIN2","CD44","CDC42","CHD1L","Csl","Csn","DELTA","DSH","Destcompl","EGF","EGFR","EGR1","ERK","Ecadherin","FGF","FGFR","FOXC2","FUS","Frizzled","GLI","GSK3","Goosecoid","HEY1","HGF","HIF1","Hypoxia","IGF1","IGF1R","IKK","ILK","JAK","Jagged","KLF4","LIF","LIFR","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PDGF","PDGFR","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,0.794299394695873,0.794299394695873,-0.0125702858162926,-0.0125702858162926,0.796593251277332,0.979053416047382,0.794682199559368,0.794299394695873,0.682723949289006,0.140569800182478,0.140569800182478,0.974867227192694,0.974867227192694,-0.794299394695873,0.0944802401869894,0.0944802401869894,0.820953022269489,0.793537471799653,0.794299394695873,0.794299394695873,-0.794299394695873,0.492570982416125,0.798889016426,0.260951396866436,0.338697592198768,0.338697592198768,0.139427075892627,0.139427075892627,0.996193082910974,0.999238384382614,0.0750510879156998,0.999238384382614,-0.794299394695873,0.0750510879156998,0.0750510879156998,0.0750510879156998,0.338697592198768,0.974484650289855,0.990476840082323,0.794682199559368,0.79544816180996,-0.0125702858162926,0.268571003977726,0.268571003977726,0.794682199559368,-0.794299394695873,0.794682199559368,0.794299394695873,-0.974867227192694,0.794299394695873,0.999238384382614,0.794299394695873,0.794299394695873,0.794299394695873,0.583239594166916,0.341356169999618,0.0750510879156998,-0.793537471799653,0.794299394695873,0.820953022269489,0.820953022269489,0.820953022269489,-0.962297635387382,0.794299394695873,0.445352194091269,0.794299394695873,0.260951396866436,-0.794299394695873,0.794299394695873,0.974867227192694,-0.794299394695873
"AXIN2",0.794299394695873,1,1,0.022487194247506,0.022487194247506,0.997715312827174,0.775658327269613,0.999619101252354,1,0.888393439295794,0.055218751928249,0.055218751928249,0.819422918850243,0.819422918850243,-1,0.0259343340275678,0.0259343340275678,0.973343086181601,0.999238059411337,1,1,-1,0.590099347723121,0.995432884343548,0.107034741611181,0.408876587382504,0.408876587382504,0.0495068637602555,0.0495068637602555,0.79126806594945,0.795056785272995,0.0743141231255143,0.795056785272995,-1,0.0743141231255143,0.0743141231255143,0.0743141231255143,0.408876587382504,0.819804891757007,0.787068792768211,0.999619101252354,0.998857732546867,0.022487194247506,0.121521477333047,0.121521477333047,0.999619101252354,-1,0.999619101252354,1,-0.819422918850243,1,0.795056785272995,1,1,1,0.397319435041362,0.167695901602677,0.0743141231255143,-0.999238059411337,1,0.973343086181601,0.973343086181601,0.973343086181601,-0.759672312403799,1,0.526175125688981,1,0.107034741611181,-1,1,0.819422918850243,-1
"CD44",0.794299394695873,1,1,0.022487194247506,0.022487194247506,0.997715312827174,0.775658327269613,0.999619101252354,1,0.888393439295794,0.055218751928249,0.055218751928249,0.819422918850243,0.819422918850243,-1,0.0259343340275678,0.0259343340275678,0.973343086181601,0.999238059411337,1,1,-1,0.590099347723121,0.995432884343548,0.107034741611181,0.408876587382504,0.408876587382504,0.0495068637602555,0.0495068637602555,0.79126806594945,0.795056785272995,0.0743141231255143,0.795056785272995,-1,0.0743141231255143,0.0743141231255143,0.0743141231255143,0.408876587382504,0.819804891757007,0.787068792768211,0.999619101252354,0.998857732546867,0.022487194247506,0.121521477333047,0.121521477333047,0.999619101252354,-1,0.999619101252354,1,-0.819422918850243,1,0.795056785272995,1,1,1,0.397319435041362,0.167695901602677,0.0743141231255143,-0.999238059411337,1,0.973343086181601,0.973343086181601,0.973343086181601,-0.759672312403799,1,0.526175125688981,1,0.107034741611181,-1,1,0.819422918850243,-1
"CDC42",-0.0125702858162926,0.022487194247506,0.022487194247506,1,1,0.0232517098260091,-0.0121945971990422,0.0221068723364237,0.022487194247506,0.0358346037773413,-0.011804948346257,-0.011804948346257,0.00115100183319667,0.00115100183319667,-0.022487194247506,-0.0213399309626542,-0.0213399309626542,0.00800351319240288,0.022487194247506,0.022487194247506,0.022487194247506,-0.022487194247506,-0.0171405749477296,0.0224924128874527,0.0278131117483693,-0.0148755465884776,-0.0148755465884776,-0.00685311168816548,-0.00685311168816548,-0.0133356862942013,-0.0125691357614399,-0.00952969472631494,-0.0125691357614399,-0.022487194247506,-0.00952969472631494,-0.00952969472631494,-0.00952969472631494,-0.0148755465884776,0.000769461576493073,-0.0137148831312925,0.0221068723364237,0.0228700917392692,1,-0.00495122714010475,-0.00495122714010475,0.0221068723364237,-0.022487194247506,0.0221068723364237,0.022487194247506,-0.00115100183319667,0.022487194247506,-0.0125691357614399,0.022487194247506,0.022487194247506,0.022487194247506,-0.00723235112595607,0.0129384702935921,-0.00952969472631494,-0.022487194247506,0.022487194247506,0.00800351319240288,0.00800351319240288,0.00800351319240288,0.0091493335845704,0.022487194247506,-0.00191642973206505,0.022487194247506,0.0278131117483693,-0.022487194247506,0.022487194247506,0.00115100183319667,-0.022487194247506
"CHD1L",-0.0125702858162926,0.022487194247506,0.022487194247506,1,1,0.0232517098260091,-0.0121945971990422,0.0221068723364237,0.022487194247506,0.0358346037773413,-0.011804948346257,-0.011804948346257,0.00115100183319667,0.00115100183319667,-0.022487194247506,-0.0213399309626542,-0.0213399309626542,0.00800351319240288,0.022487194247506,0.022487194247506,0.022487194247506,-0.022487194247506,-0.0171405749477296,0.0224924128874527,0.0278131117483693,-0.0148755465884776,-0.0148755465884776,-0.00685311168816548,-0.00685311168816548,-0.0133356862942013,-0.0125691357614399,-0.00952969472631494,-0.0125691357614399,-0.022487194247506,-0.00952969472631494,-0.00952969472631494,-0.00952969472631494,-0.0148755465884776,0.000769461576493073,-0.0137148831312925,0.0221068723364237,0.0228700917392692,1,-0.00495122714010475,-0.00495122714010475,0.0221068723364237,-0.022487194247506,0.0221068723364237,0.022487194247506,-0.00115100183319667,0.022487194247506,-0.0125691357614399,0.022487194247506,0.022487194247506,0.022487194247506,-0.00723235112595607,0.0129384702935921,-0.00952969472631494,-0.022487194247506,0.022487194247506,0.00800351319240288,0.00800351319240288,0.00800351319240288,0.0091493335845704,0.022487194247506,-0.00191642973206505,0.022487194247506,0.0278131117483693,-0.022487194247506,0.022487194247506,0.00115100183319667,-0.022487194247506
"Csl",0.796593251277332,0.997715312827174,0.997715312827174,0.0232517098260091,0.0232517098260091,1,0.777957199566693,0.998095774438261,0.997715312827174,0.886096251177246,0.0567386190023659,0.0567386190023659,0.821710132634056,0.821710132634056,-0.997715312827174,0.0251790827004382,0.0251790827004382,0.971065103740611,0.996953363391829,0.997715312827174,0.997715312827174,-0.997715312827174,0.587818079906481,0.997715254496489,0.109318301773278,0.406612807595752,0.406612807595752,0.0517891776135859,0.0517891776135859,0.793565372443898,0.797349491597796,0.0727969171003398,0.797349491597796,-0.997715312827174,0.0727969171003398,0.0727969171003398,0.0727969171003398,0.406612807595752,0.822092686039631,0.78936430645769,0.998095774438261,0.998857138715307,0.0232517098260091,0.123807522474807,0.123807522474807,0.998095774438261,-0.997715312827174,0.998095774438261,0.997715312827174,-0.821710132634056,0.997715312827174,0.797349491597796,0.997715312827174,0.997715312827174,0.997715312827174,0.399604054124664,0.169998260549194,0.0727969171003398,-0.996953363391829,0.997715312827174,0.971065103740611,0.971065103740611,0.971065103740611,-0.761973333152618,0.997715312827174,0.523906984773418,0.997715312827174,0.109318301773278,-0.997715312827174,0.997715312827174,0.821710132634056,-0.997715312827174
"Csn",0.979053416047382,0.775658327269613,0.775658327269613,-0.0121945971990422,-0.0121945971990422,0.777957199566693,1,0.776042389487206,0.775658327269613,0.664105922480525,0.143247396785996,0.143247396785996,0.953935943042463,0.953935943042463,-0.775658327269613,0.0902756532882023,0.0902756532882023,0.802296757930474,0.774896401885467,0.775658327269613,0.775658327269613,-0.775658327269613,0.479244419113373,0.78025793727957,0.256769583703669,0.323039388507435,0.323039388507435,0.139817629179331,0.139817629179331,0.982857715068685,0.978294391958213,0.0693239241194547,0.978294391958213,-0.775658327269613,0.0693239241194547,0.0693239241194547,0.0693239241194547,0.323039388507435,0.953552099762789,0.988573999367445,0.776042389487206,0.776810858351133,-0.0121945971990422,0.268193539357989,0.268193539357989,0.776042389487206,-0.775658327269613,0.776042389487206,0.775658327269613,-0.953935943042463,0.775658327269613,0.978294391958213,0.775658327269613,0.775658327269613,0.775658327269613,0.576778299502662,0.342467543020158,0.0693239241194547,-0.774896401885467,0.775658327269613,0.802296757930474,0.802296757930474,0.802296757930474,-0.98323904949285,0.775658327269613,0.429707968493327,0.775658327269613,0.256769583703669,-0.775658327269613,0.775658327269613,0.953935943042463,-0.775658327269613
"DELTA",0.794682199559368,0.999619101252354,0.999619101252354,0.0221068723364237,0.0221068723364237,0.998095774438261,0.776042389487206,1,0.999619101252354,0.88800945408401,0.0555987032835799,0.0555987032835799,0.819804054905642,0.819804054905642,-0.999619101252354,0.0255550343822207,0.0255550343822207,0.972963865424636,0.998857158617924,0.999619101252354,0.999619101252354,-0.999619101252354,0.589719388789571,0.99581276454763,0.107415121575685,0.408501052091274,0.408501052091274,0.0498869444951247,0.0498869444951247,0.791651733777587,0.795439302244139,0.073934808825731,0.795439302244139,-0.999619101252354,0.073934808825731,0.073934808825731,0.073934808825731,0.408501052091274,0.820186173225856,0.787452013520662,1,0.999238341179622,0.0221068723364237,0.121902475825297,0.121902475825297,1,-0.999619101252354,1,0.999619101252354,-0.819804054905642,0.999619101252354,0.795439302244139,0.999619101252354,0.999619101252354,0.999619101252354,0.397700015650987,0.168080959873124,0.073934808825731,-0.998857158617924,0.999619101252354,0.972963865424636,0.972963865424636,0.972963865424636,-0.760056914214681,0.999619101252354,0.525798467676221,0.999619101252354,0.107415121575685,-0.999619101252354,0.999619101252354,0.819804054905642,-0.999619101252354
"DSH",0.794299394695873,1,1,0.022487194247506,0.022487194247506,0.997715312827174,0.775658327269613,0.999619101252354,1,0.888393439295794,0.055218751928249,0.055218751928249,0.819422918850243,0.819422918850243,-1,0.0259343340275678,0.0259343340275678,0.973343086181601,0.999238059411337,1,1,-1,0.590099347723121,0.995432884343548,0.107034741611181,0.408876587382504,0.408876587382504,0.0495068637602555,0.0495068637602555,0.79126806594945,0.795056785272995,0.0743141231255143,0.795056785272995,-1,0.0743141231255143,0.0743141231255143,0.0743141231255143,0.408876587382504,0.819804891757007,0.787068792768211,0.999619101252354,0.998857732546867,0.022487194247506,0.121521477333047,0.121521477333047,0.999619101252354,-1,0.999619101252354,1,-0.819422918850243,1,0.795056785272995,1,1,1,0.397319435041362,0.167695901602677,0.0743141231255143,-0.999238059411337,1,0.973343086181601,0.973343086181601,0.973343086181601,-0.759672312403799,1,0.526175125688981,1,0.107034741611181,-1,1,0.819422918850243,-1
"Destcompl",0.682723949289006,0.888393439295794,0.888393439295794,0.0358346037773413,0.0358346037773413,0.886096251177246,0.664105922480525,0.88800945408401,0.888393439295794,1,0.0411041744995597,0.0411041744995597,0.707814731275668,0.707814731275668,-0.888393439295794,0.0156798087111918,0.0156798087111918,0.861769929600944,0.887631440921666,0.888393439295794,0.888393439295794,-0.888393439295794,0.515077907817906,0.883801062209441,0.0776899888938518,0.340788626003628,0.340788626003628,0.0323466934898081,0.0323466934898081,0.679708839320888,0.683475784806218,0.0663464828560598,0.683475784806218,-0.888393439295794,0.0663464828560598,0.0663464828560598,0.0663464828560598,0.340788626003628,0.708199709616859,0.675501096226482,0.88800945408401,0.887241863800366,0.0358346037773413,0.0799972311369943,0.0799972311369943,0.88800945408401,-0.888393439295794,0.88800945408401,0.888393439295794,-0.707814731275668,0.888393439295794,0.683475784806218,0.888393439295794,0.888393439295794,0.888393439295794,0.318456441260427,0.12243767025297,0.0663464828560598,-0.887631440921666,0.888393439295794,0.861769929600944,0.861769929600944,0.861769929600944,-0.648129142788299,0.888393439295794,0.451974933990564,0.888393439295794,0.0776899888938518,-0.888393439295794,0.888393439295794,0.707814731275668,-0.888393439295794
