"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
5,1.33333333333333,6,2.33333333333333,3,"oct_1"
5,1.33333333333333,6,2.33333333333333,3,"oct_10"
5,1.33333333333333,6,2.33333333333333,3,"oct_100"
4,1,7,2.66666666666667,4,"oct_101"
4,1,7,2.66666666666667,4,"oct_102"
5,1.33333333333333,6,2.33333333333333,3,"oct_103"
4,1,7,2.66666666666667,4,"oct_104"
4,1,7,2.66666666666667,4,"oct_105"
5,1.33333333333333,6,2.33333333333333,3,"oct_106"
4,1,7,2.66666666666667,4,"oct_107"
4,1,7,2.66666666666667,4,"oct_108"
5,1.33333333333333,6,2.33333333333333,3,"oct_109"
5,1.33333333333333,6,2.33333333333333,3,"oct_11"
9,3,2,0.666666666666667,1,"oct_110"
10,2.66666666666667,1,1,1,"oct_111"
5,1.33333333333333,6,2.33333333333333,3,"oct_112"
9,3,2,0.666666666666667,1,"oct_113"
10,2.66666666666667,1,1,1,"oct_114"
5,1.33333333333333,6,2.33333333333333,3,"oct_115"
9,3,2,0.666666666666667,1,"oct_116"
0,0,11,3.66666666666667,4,"oct_117"
5,1.33333333333333,6,2.33333333333333,3,"oct_118"
9,3,2,0.666666666666667,1,"oct_119"
0,0,11,3.66666666666667,4,"oct_12"
4,1,7,2.66666666666667,4,"oct_120"
5,1.33333333333333,6,2.33333333333333,3,"oct_13"
5,1.33333333333333,6,2.33333333333333,3,"oct_14"
4,1,7,2.66666666666667,4,"oct_15"
5,1.33333333333333,6,2.33333333333333,3,"oct_16"
5,1.33333333333333,6,2.33333333333333,3,"oct_17"
4,1,7,2.66666666666667,4,"oct_18"
5,1.33333333333333,6,2.33333333333333,3,"oct_19"
5,1.33333333333333,6,2.33333333333333,3,"oct_2"
5,1.33333333333333,6,2.33333333333333,3,"oct_20"
4,1,7,2.66666666666667,4,"oct_21"
5,1.33333333333333,6,2.33333333333333,3,"oct_22"
5,1.33333333333333,6,2.33333333333333,3,"oct_23"
4,1,7,2.66666666666667,4,"oct_24"
5,1.33333333333333,6,2.33333333333333,3,"oct_25"
9,3,2,0.666666666666667,1,"oct_26"
10,2.66666666666667,1,1,1,"oct_27"
5,1.33333333333333,6,2.33333333333333,3,"oct_28"
9,3,2,0.666666666666667,1,"oct_29"
9,3,2,0.666666666666667,1,"oct_3"
10,2.66666666666667,1,1,1,"oct_30"
5,1.33333333333333,6,2.33333333333333,3,"oct_31"
9,3,2,0.666666666666667,1,"oct_32"
0,0,11,3.66666666666667,4,"oct_33"
5,1.33333333333333,6,2.33333333333333,3,"oct_34"
9,3,2,0.666666666666667,1,"oct_35"
4,1,7,2.66666666666667,4,"oct_36"
5,1.33333333333333,6,2.33333333333333,3,"oct_37"
9,3,2,0.666666666666667,1,"oct_38"
4,1,7,2.66666666666667,4,"oct_39"
5,1.33333333333333,6,2.33333333333333,3,"oct_4"
5,1.33333333333333,6,2.33333333333333,3,"oct_40"
9,3,2,0.666666666666667,1,"oct_41"
4,1,7,2.66666666666667,4,"oct_42"
5,1.33333333333333,6,2.33333333333333,3,"oct_43"
9,3,2,0.666666666666667,1,"oct_44"
4,1,7,2.66666666666667,4,"oct_45"
5,1.33333333333333,6,2.33333333333333,3,"oct_46"
10,2.66666666666667,1,1,1,"oct_47"
10,2.66666666666667,1,1,1,"oct_48"
5,1.33333333333333,6,2.33333333333333,3,"oct_49"
5,1.33333333333333,6,2.33333333333333,3,"oct_5"
10,2.66666666666667,1,1,1,"oct_50"
0,0,11,3.66666666666667,4,"oct_51"
5,1.33333333333333,6,2.33333333333333,3,"oct_52"
10,2.66666666666667,1,1,1,"oct_53"
4,1,7,2.66666666666667,4,"oct_54"
5,1.33333333333333,6,2.33333333333333,3,"oct_55"
10,2.66666666666667,1,1,1,"oct_56"
4,1,7,2.66666666666667,4,"oct_57"
5,1.33333333333333,6,2.33333333333333,3,"oct_58"
10,2.66666666666667,1,1,1,"oct_59"
10,2.66666666666667,1,1,1,"oct_6"
4,1,7,2.66666666666667,4,"oct_60"
5,1.33333333333333,6,2.33333333333333,3,"oct_61"
10,2.66666666666667,1,1,1,"oct_62"
4,1,7,2.66666666666667,4,"oct_63"
5,1.33333333333333,6,2.33333333333333,3,"oct_64"
10,2.66666666666667,1,1,1,"oct_65"
0,0,11,3.66666666666667,4,"oct_66"
5,1.33333333333333,6,2.33333333333333,3,"oct_67"
10,2.66666666666667,1,1,1,"oct_68"
4,1,7,2.66666666666667,4,"oct_69"
5,1.33333333333333,6,2.33333333333333,3,"oct_7"
5,1.33333333333333,6,2.33333333333333,3,"oct_70"
10,2.66666666666667,1,1,1,"oct_71"
4,1,7,2.66666666666667,4,"oct_72"
5,1.33333333333333,6,2.33333333333333,3,"oct_73"
10,2.66666666666667,1,1,1,"oct_74"
4,1,7,2.66666666666667,4,"oct_75"
5,1.33333333333333,6,2.33333333333333,3,"oct_76"
10,2.66666666666667,1,1,1,"oct_77"
4,1,7,2.66666666666667,4,"oct_78"
5,1.33333333333333,6,2.33333333333333,3,"oct_79"
5,1.33333333333333,6,2.33333333333333,3,"oct_8"
0,0,11,3.66666666666667,4,"oct_80"
4,1,7,2.66666666666667,4,"oct_81"
5,1.33333333333333,6,2.33333333333333,3,"oct_82"
0,0,11,3.66666666666667,4,"oct_83"
4,1,7,2.66666666666667,4,"oct_84"
5,1.33333333333333,6,2.33333333333333,3,"oct_85"
0,0,11,3.66666666666667,4,"oct_86"
4,1,7,2.66666666666667,4,"oct_87"
5,1.33333333333333,6,2.33333333333333,3,"oct_88"
0,0,11,3.66666666666667,4,"oct_89"
10,2.66666666666667,1,1,1,"oct_9"
4,1,7,2.66666666666667,4,"oct_90"
5,1.33333333333333,6,2.33333333333333,3,"oct_91"
4,1,7,2.66666666666667,4,"oct_92"
4,1,7,2.66666666666667,4,"oct_93"
5,1.33333333333333,6,2.33333333333333,3,"oct_94"
4,1,7,2.66666666666667,4,"oct_95"
4,1,7,2.66666666666667,4,"oct_96"
5,1.33333333333333,6,2.33333333333333,3,"oct_97"
4,1,7,2.66666666666667,4,"oct_98"
4,1,7,2.66666666666667,4,"oct_99"
3,1.66666666666667,8,2,1,"wild"
