"","ZEB","SNAIL","OCT4","miR200","miR145"
"ZEB",0.787049451348651,0,-0.553175251351848,-0.807485572729966,-0.59062381102263
"SNAIL",0.845610915913253,0,-0.523088799304234,-0.862559283900174,-0.564006962976889
"OCT4",0,0,-0.0740429677485515,0.0740429677485515,-0.0740429677485515
"miR200",-0.833480823897671,0,0.513920237025201,0.751381320329417,0.553175251351848
"miR145",-0.612192237146439,0,0.417956530444569,0.548027238577478,0.342864955352994
