"","miR145","miR200","ZEB","OCT4"
"OCT4",0.134662506134587,0.307352367998908,-0.264756280064188,-0.139925664029324
"miR200",0.264756280064188,0.147112915101486,-0.206017392530215,-0.270200406138686
"ZEB",-0.261601273205477,-0.147250089312734,0.106095823902764,0.264756280064188
"miR145",-0.218318895352388,-0.239442925495557,0.297510279452465,0.122714499747993
