"","miR145","miR200","ZEB","OCT4"
"OCT4",0.419033948507633,0.490471633629528,-0.665474577750456,-0.367518796992481
"miR200",0.665474577750456,0.300984521627601,-0.612943004970615,-0.639631881121243
"ZEB",-0.682893932589166,-0.293887747434052,0.514465847610209,0.665474577750456
"miR145",-0.367518796992481,-0.484411027568922,0.639631881121243,0.210375939849624
