"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
11,3.5,11,4.16666666666667,7,"SIL2_1"
11,3.58333333333333,11,4.08333333333333,6,"SIL2_10"
12,3.75,10,3.91666666666667,5,"SIL2_100"
12,4.5,10,3.16666666666667,7,"SIL2_101"
12,3.75,10,3.91666666666667,8,"SIL2_102"
9,2.83333333333333,13,4.83333333333333,6,"SIL2_103"
15,5.5,7,2.16666666666667,5,"SIL2_104"
7,2.16666666666667,15,5.5,7,"SIL2_105"
9,2.75,13,4.91666666666667,5,"SIL2_106"
16,5.75,6,1.91666666666667,5,"SIL2_107"
12,4.5,10,3.16666666666667,6,"SIL2_108"
9,3.66666666666667,13,4,5,"SIL2_109"
16,5.75,6,1.91666666666667,4,"SIL2_11"
9,3.66666666666667,13,4,6,"SIL2_110"
8,2.5,14,5.16666666666667,9,"SIL2_111"
15,5.58333333333333,7,2.08333333333333,3,"SIL2_112"
6,2.58333333333333,16,5.08333333333333,7,"SIL2_113"
16,5.66666666666667,6,2,4,"SIL2_114"
10,3.83333333333333,12,3.83333333333333,6,"SIL2_115"
11,4.25,11,3.41666666666667,5,"SIL2_116"
13,4.91666666666667,9,2.75,6,"SIL2_117"
12,4.58333333333333,10,3.08333333333333,5,"SIL2_118"
13,4.66666666666667,9,3,4,"SIL2_119"
14,5.08333333333333,8,2.58333333333333,5,"SIL2_12"
8,2.58333333333333,14,5.08333333333333,7,"SIL2_120"
11,3.58333333333333,11,4.08333333333333,7,"SIL2_121"
11,4.16666666666667,11,3.5,6,"SIL2_122"
9,3.5,13,4.16666666666667,6,"SIL2_123"
9,2.83333333333333,13,4.83333333333333,6,"SIL2_124"
9,2.83333333333333,13,4.83333333333333,8,"SIL2_125"
10,3.83333333333333,12,3.83333333333333,8,"SIL2_126"
13,4.08333333333333,9,3.58333333333333,5,"SIL2_127"
10,3.83333333333333,12,3.83333333333333,6,"SIL2_128"
8,2.5,14,5.16666666666667,7,"SIL2_129"
12,4.5,10,3.16666666666667,7,"SIL2_13"
7,2.25,15,5.41666666666667,7,"SIL2_130"
9,2.83333333333333,13,4.83333333333333,7,"SIL2_131"
10,3.25,12,4.41666666666667,6,"SIL2_132"
14,5.25,8,2.41666666666667,5,"SIL2_133"
7,2.16666666666667,15,5.5,7,"SIL2_134"
12,3.91666666666667,10,3.75,7,"SIL2_135"
12,3.75,10,3.91666666666667,7,"SIL2_136"
12,3.91666666666667,10,3.75,6,"SIL2_137"
8,2.66666666666667,14,5,8,"SIL2_138"
8,2.58333333333333,14,5.08333333333333,9,"SIL2_139"
8,2.58333333333333,14,5.08333333333333,7,"SIL2_14"
12,3.83333333333333,10,3.83333333333333,6,"SIL2_140"
15,4.75,7,2.91666666666667,4,"SIL2_141"
15,5.41666666666667,7,2.25,5,"SIL2_142"
9,3,13,4.66666666666667,8,"SIL2_143"
9,3.58333333333333,13,4.08333333333333,5,"SIL2_144"
9,3.58333333333333,13,4.08333333333333,7,"SIL2_145"
10,3.83333333333333,12,3.83333333333333,7,"SIL2_146"
12,4.33333333333333,10,3.33333333333333,6,"SIL2_147"
11,3.58333333333333,11,4.08333333333333,7,"SIL2_148"
12,3.83333333333333,10,3.83333333333333,7,"SIL2_149"
6,1.91666666666667,16,5.75,8,"SIL2_15"
13,4.16666666666667,9,3.5,6,"SIL2_150"
13,4.08333333333333,9,3.58333333333333,7,"SIL2_151"
10,3.91666666666667,12,3.75,5,"SIL2_152"
12,3.83333333333333,10,3.83333333333333,8,"SIL2_153"
2,0.666666666666667,20,7,7,"SIL2_154"
14,5,8,2.66666666666667,4,"SIL2_155"
9,3.41666666666667,13,4.25,8,"SIL2_156"
13,4.83333333333333,9,2.83333333333333,6,"SIL2_157"
11,3.41666666666667,11,4.25,6,"SIL2_158"
6,2.58333333333333,16,5.08333333333333,7,"SIL2_159"
7,2.16666666666667,15,5.5,8,"SIL2_16"
7,2.25,15,5.41666666666667,8,"SIL2_160"
13,4.08333333333333,9,3.58333333333333,6,"SIL2_161"
10,3.83333333333333,12,3.83333333333333,6,"SIL2_162"
8,2.41666666666667,14,5.25,5,"SIL2_163"
13,4.25,9,3.41666666666667,5,"SIL2_164"
13,4.75,9,2.91666666666667,4,"SIL2_165"
9,2.83333333333333,13,4.83333333333333,7,"SIL2_166"
11,3.58333333333333,11,4.08333333333333,7,"SIL2_167"
9,2.91666666666667,13,4.75,6,"SIL2_168"
10,4,12,3.66666666666667,8,"SIL2_169"
9,2.83333333333333,13,4.83333333333333,7,"SIL2_17"
7,2.33333333333333,15,5.33333333333333,8,"SIL2_170"
8,2.5,14,5.16666666666667,8,"SIL2_171"
7,2.25,15,5.41666666666667,8,"SIL2_172"
12,3.83333333333333,10,3.83333333333333,6,"SIL2_173"
10,3.25,12,4.41666666666667,7,"SIL2_174"
11,3.58333333333333,11,4.08333333333333,6,"SIL2_175"
12,3.66666666666667,10,4,7,"SIL2_176"
7,2.25,15,5.41666666666667,7,"SIL2_177"
11,3.5,11,4.16666666666667,7,"SIL2_178"
14,4.41666666666667,8,3.25,5,"SIL2_179"
10,3.25,12,4.41666666666667,7,"SIL2_18"
16,5.66666666666667,6,2,3,"SIL2_180"
10,3.33333333333333,12,4.33333333333333,9,"SIL2_181"
12,4.58333333333333,10,3.08333333333333,7,"SIL2_182"
10,3.91666666666667,12,3.75,4,"SIL2_183"
16,5.83333333333333,6,1.83333333333333,3,"SIL2_184"
14,4.41666666666667,8,3.25,5,"SIL2_185"
12,4.58333333333333,10,3.08333333333333,5,"SIL2_186"
13,4.08333333333333,9,3.58333333333333,6,"SIL2_187"
14,4.41666666666667,8,3.25,6,"SIL2_188"
13,4.08333333333333,9,3.58333333333333,7,"SIL2_189"
8,2.5,14,5.16666666666667,7,"SIL2_19"
13,4.08333333333333,9,3.58333333333333,5,"SIL2_190"
8,2.5,14,5.16666666666667,8,"SIL2_191"
14,5.16666666666667,8,2.5,4,"SIL2_192"
11,3.5,11,4.16666666666667,4,"SIL2_193"
14,5.08333333333333,8,2.58333333333333,5,"SIL2_194"
12,4,10,3.66666666666667,5,"SIL2_195"
11,3.5,11,4.16666666666667,6,"SIL2_196"
14,4.33333333333333,8,3.33333333333333,6,"SIL2_197"
11,3.5,11,4.16666666666667,7,"SIL2_198"
9,3,13,4.66666666666667,7,"SIL2_199"
11,4.08333333333333,11,3.58333333333333,4,"SIL2_2"
14,5.16666666666667,8,2.5,3,"SIL2_20"
13,4.66666666666667,9,3,5,"SIL2_200"
12,4.58333333333333,10,3.08333333333333,5,"SIL2_201"
5,1.58333333333333,17,6.08333333333333,9,"SIL2_202"
12,4.66666666666667,10,3,6,"SIL2_203"
7,2.25,15,5.41666666666667,8,"SIL2_204"
12,3.75,10,3.91666666666667,7,"SIL2_205"
9,3.5,13,4.16666666666667,7,"SIL2_206"
9,3,13,4.66666666666667,7,"SIL2_207"
9,2.83333333333333,13,4.83333333333333,7,"SIL2_208"
9,3.5,13,4.16666666666667,8,"SIL2_209"
11,4.08333333333333,11,3.58333333333333,7,"SIL2_21"
11,3.41666666666667,11,4.25,6,"SIL2_210"
6,2.66666666666667,16,5,8,"SIL2_211"
14,4.5,8,3.16666666666667,4,"SIL2_212"
9,2.75,13,4.91666666666667,7,"SIL2_213"
13,4.16666666666667,9,3.5,6,"SIL2_214"
13,4.91666666666667,9,2.75,7,"SIL2_215"
7,3,15,4.66666666666667,6,"SIL2_216"
10,3.91666666666667,12,3.75,7,"SIL2_217"
8,2.33333333333333,14,5.33333333333333,6,"SIL2_218"
12,3.83333333333333,10,3.83333333333333,6,"SIL2_219"
8,3.25,14,4.41666666666667,9,"SIL2_22"
12,4.5,10,3.16666666666667,5,"SIL2_220"
12,4.5,10,3.16666666666667,6,"SIL2_221"
11,3.41666666666667,11,4.25,6,"SIL2_222"
7,2.25,15,5.41666666666667,8,"SIL2_223"
10,3.25,12,4.41666666666667,5,"SIL2_224"
9,3.58333333333333,13,4.08333333333333,6,"SIL2_225"
14,4.41666666666667,8,3.25,5,"SIL2_226"
15,5.5,7,2.16666666666667,4,"SIL2_227"
8,3.08333333333333,14,4.58333333333333,6,"SIL2_228"
15,5.41666666666667,7,2.25,5,"SIL2_229"
8,2.66666666666667,14,5,7,"SIL2_23"
12,4.5,10,3.16666666666667,4,"SIL2_230"
7,2.33333333333333,15,5.33333333333333,7,"SIL2_231"
15,5.41666666666667,7,2.25,6,"SIL2_232"
14,4.41666666666667,8,3.25,6,"SIL2_233"
11,4,11,3.66666666666667,6,"SIL2_234"
12,4.66666666666667,10,3,6,"SIL2_235"
12,3.83333333333333,10,3.83333333333333,6,"SIL2_236"
12,3.83333333333333,10,3.83333333333333,5,"SIL2_237"
14,4.33333333333333,8,3.33333333333333,5,"SIL2_238"
10,3.25,12,4.41666666666667,6,"SIL2_239"
13,4.16666666666667,9,3.5,6,"SIL2_24"
10,3.16666666666667,12,4.5,6,"SIL2_240"
10,3.75,12,3.91666666666667,7,"SIL2_241"
15,4.91666666666667,7,2.75,5,"SIL2_242"
13,4.66666666666667,9,3,6,"SIL2_243"
12,3.83333333333333,10,3.83333333333333,5,"SIL2_244"
12,4.41666666666667,10,3.25,6,"SIL2_245"
