"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.0489960909706299,-1,1,-1,-1,1,1
"Iext",-0.0489960909706299,1,0.0489960909706298,-0.0489960909706299,0.0489960909706298,0.0489960909706298,-0.0489960909706299,-0.0489960909706299
"KEAP1",-1,0.0489960909706298,1,-1,1,1,-1,-1
"NRF2",1,-0.0489960909706299,-1,1,-1,-1,1,1
"SNAIL",-1,0.0489960909706298,1,-1,1,1,-1,-1
"ZEB",-1,0.0489960909706298,1,-1,1,1,-1,-1
"miR200",1,-0.0489960909706299,-1,1,-1,-1,1,1
"miR34",1,-0.0489960909706299,-1,1,-1,-1,1,1
