"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.00359979503693161,-1,1,-1,-1,1,1
"Iext",-0.00359979503693161,1,0.0035997950369316,-0.00359979503693161,0.0035997950369316,0.0035997950369316,-0.00359979503693161,-0.00359979503693161
"KEAP1",-1,0.0035997950369316,1,-1,1,1,-1,-1
"NRF2",1,-0.00359979503693161,-1,1,-1,-1,1,1
"SNAIL",-1,0.0035997950369316,1,-1,1,1,-1,-1
"ZEB",-1,0.0035997950369316,1,-1,1,1,-1,-1
"miR200",1,-0.00359979503693161,-1,1,-1,-1,1,1
"miR34",1,-0.00359979503693161,-1,1,-1,-1,1,1
