"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.00489154233234833,-1,1,-1,-1,1,1
"Iext",-0.00489154233234833,1,0.00489154233234835,-0.00489154233234833,0.00489154233234835,0.00489154233234835,-0.00489154233234833,-0.00489154233234833
"KEAP1",-1,0.00489154233234835,1,-1,1,1,-1,-1
"NRF2",1,-0.00489154233234833,-1,1,-1,-1,1,1
"SNAIL",-1,0.00489154233234835,1,-1,1,1,-1,-1
"ZEB",-1,0.00489154233234835,1,-1,1,1,-1,-1
"miR200",1,-0.00489154233234833,-1,1,-1,-1,1,1
"miR34",1,-0.00489154233234833,-1,1,-1,-1,1,1
