"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.0774089768196708,-0.0774089768196708,-1,-0.0774089768196708,-1,0.0774089768196708,1
"Iext",-0.0774089768196708,1,1,0.0774089768196708,1,0.0774089768196708,-1,-0.0774089768196708
"KEAP1",-0.0774089768196708,1,1,0.0774089768196708,1,0.0774089768196708,-1,-0.0774089768196708
"NRF2",-1,0.0774089768196708,0.0774089768196708,1,0.0774089768196708,1,-0.0774089768196708,-1
"SNAIL",-0.0774089768196708,1,1,0.0774089768196708,1,0.0774089768196708,-1,-0.0774089768196708
"ZEB",-1,0.0774089768196708,0.0774089768196708,1,0.0774089768196708,1,-0.0774089768196708,-1
"miR200",0.0774089768196708,-1,-1,-0.0774089768196708,-1,-0.0774089768196708,1,0.0774089768196708
"miR34",1,-0.0774089768196708,-0.0774089768196708,-1,-0.0774089768196708,-1,0.0774089768196708,1
