"","miR145","GRHL2","OVOL2","miR200","ZEB"
"miR200",0.621385955153619,0.621385955153619,0.308304504497409,0.308304504497409,-0.649921266126145
"miR145",0.621385955153619,0.621385955153619,0.308304504497409,0.308304504497409,-0.649921266126145
"GRHL2",0.621385955153619,0.621385955153619,0.308304504497409,0.308304504497409,-0.649921266126145
"OVOL2",0.172917522005498,0.172917522005498,0.00866063524466689,0.00866063524466689,-0.175504212163262
"ZEB",-0.649921266126145,-0.649921266126145,-0.319249129904575,-0.319249129904575,0.578233762387436
