"","ZEB","SNAIL","OVOL2","OCT4","miR200","miR145","GRHL2"
"ZEB",0.865750783157849,0,0,0.830385553408888,-0.649916964170073,-0.905969417527784,-0.896188947534307
"SNAIL",0.903210947648764,0,0,0.757005049511444,-0.709440953923731,-0.83626036866038,-0.828624817894849
"OVOL2",-0.200122125959705,0,0,-0.179875712702447,0.0339357468639672,0.194847022039954,0.188848257270194
"OCT4",0,0,0,0.142849002849003,0.142849002849003,-0.142849002849003,0
"miR200",-0.896188947534307,0,0,-0.75282698374181,0.60246473487071,0.830385553408888,0.822225960935711
"miR145",-0.694512830143319,0,0,-0.706692303520322,0.370378175446787,0.660909170990201,0.641854947362764
"GRHL2",-0.896188947534307,0,0,-0.75282698374181,0.60246473487071,0.830385553408888,0.822225960935711
