"","ZEB","SNAIL","OVOL2","OCT4","miR200","miR145","GRHL2"
"ZEB",0.578233762387436,0,-0.319249129904575,0,-0.319249129904575,-0.649921266126145,-0.649921266126145
"SNAIL",0.6712155482562,0,-0.34059220085091,0,-0.44059220085091,-0.639804017441091,-0.639804017441091
"OVOL2",-0.175504212163262,0,0.00866063524466689,0,0.00866063524466689,0.172917522005498,0.172917522005498
"OCT4",0,0,0,0,0.1,-0.1,0
"miR200",-0.649921266126145,0,0.308304504497409,0,0.308304504497409,0.621385955153619,0.621385955153619
"miR145",-0.649921266126145,0,0.308304504497409,0,0.308304504497409,0.621385955153619,0.621385955153619
"GRHL2",-0.649921266126145,0,0.308304504497409,0,0.308304504497409,0.621385955153619,0.621385955153619
