"","miR145","GRHL2","miR200","OVOL2","ZEB","OCT4"
"miR200",0.715379933955113,0.702709538834376,0.555525186721136,0.343562192394233,-0.748077521377522,-0.660279794225257
"GRHL2",0.715379933955113,0.702709538834376,0.555525186721136,0.343562192394233,-0.748077521377522,-0.660279794225257
"miR145",0.602964483532387,0.584484778124588,0.356679150015473,0.288302205276208,-0.619480952569883,-0.660948869621812
"OVOL2",0.351768743654146,0.343562192394233,0.272998627030429,0.0792918007098687,-0.362806048726936,-0.324032611720113
"OCT4",-0.14120166287552,0,0.14120166287552,0,0,0.14120166287552
"ZEB",-0.762200942939218,-0.748077521377522,-0.587729747882159,-0.362806048726936,0.690681155676216,0.715379933955113
