"","miR145","GRHL2","miR200","OVOL2","ZEB","OCT4"
"miR200",0.471632555361391,0.448195874252019,0.349737232270363,-0.221653242423914,-0.458885273807245,-0.456262116732567
"GRHL2",0.471632555361391,0.448195874252019,0.349737232270363,-0.221653242423914,-0.458885273807245,-0.456262116732567
"miR145",0.421983243331674,0.393723968715233,0.207124187565242,-0.195790612863436,-0.402114519163272,-0.509992422907119
"OVOL2",0.134734341421502,0.127479806048622,0.0115459786018076,-0.114399798252049,-0.129412896853958,-0.132134377283077
"OCT4",-0.141119465115981,0,0.139395236600998,0,0,0.141119465115981
"ZEB",-0.48353762773067,-0.458885273807245,-0.356406257566666,0.226430741942311,0.367129038271118,0.471632555361391
