"","ZEB","SNAIL","OVOL2","OCT4","miR200","miR145","GRHL2"
"ZEB",0.609804867179472,0,-0.314785811330695,0.665755204041279,-0.226517788397776,-0.700818365529841,-0.679792413879348
"SNAIL",0.700296305528753,0,-0.333744355125126,0.639807922735604,-0.354392169500835,-0.684017138177696,-0.665042849307555
"OVOL2",0.302084296919361,0,-0.143281493046554,0.277543066898737,-0.110259184913944,-0.29311683739054,-0.283155280730071
"OCT4",0,0,0,0.142665038612083,0.140339699417732,-0.142665038612083,0
"miR200",-0.679792413879348,0,0.302084296919361,-0.622235890736557,0.219527711220268,0.665755204041279,0.646673442818255
"miR145",-0.549430874170644,0,0.250112242088233,-0.618867278337269,0.0743210334664703,0.550657015508734,0.524979835594976
"GRHL2",-0.679792413879348,0,0.302084296919361,-0.622235890736557,0.219527711220268,0.665755204041279,0.646673442818255
