"","OVOL2","miR145","GRHL2","miR200","ZEB","OCT4"
"miR200",0.718722360566757,0.704568951093854,0.692103401805768,0.16615349691748,-0.735528160886568,-0.653665891749954
"GRHL2",0.718722360566757,0.704568951093854,0.692103401805768,0.16615349691748,-0.735528160886568,-0.653665891749954
"miR145",0.608545527591655,0.60030999449453,0.582219717970623,0.0399139304202309,-0.616305601829578,-0.660665703043009
"OVOL2",0.521690497918865,0.386256248460228,0.375989318621932,-0.0970923117130954,-0.396882392307645,-0.361493831390118
"OCT4",0,-0.141119465115981,0,0.139395236600998,0,0.141119465115981
"ZEB",-0.765206660316323,-0.749490062060082,-0.735528160886568,-0.170717445263491,0.674556188657203,0.704568951093854
