"","ZEB","SNAIL","OVOL2","OCT4","miR200","miR145","GRHL2"
"ZEB",0.0423300016593277,0,0.00908129895111852,0.160515588751202,0.0847925384205178,-0.0724203506559643,-0.0692378963961698
"SNAIL",0.468963705697075,0,-0.232366041414181,0.475205173936501,-0.256515186262003,-0.522750084116142,-0.491311654777697
"OVOL2",0.000175648691178687,0,-0.0112874491287465,0.000322920429727225,-0.0370735590330579,0.0844065087770926,0.0832104272581884
"OCT4",0,0,0,0.142924469092693,0.141500014822281,-0.142924469092693,0
"miR200",-0.0692378963961698,0,0.0752069467665424,-0.0818294573643411,-0.0150692611551896,0.160515588751202,0.156184283342557
"miR145",-0.0173320714009528,0,0.0388640803891217,-0.138920351781516,-0.143025914327236,0.0925982841870822,0.0817534876358406
"GRHL2",-0.0692378963961698,0,0.0752069467665424,-0.0818294573643411,-0.0150692611551896,0.160515588751202,0.156184283342557
