"","miR145","OVOL2","miR200","ZEB","GRHL2","OCT4"
"miR200",0.362852937249801,0.167515305206822,0.128445759007556,-0.338011848870897,-0.336810959323084,-0.358392929877888
"GRHL2",0.362852937249801,0.167515305206822,0.128445759007556,-0.338011848870897,-0.336810959323084,-0.358392929877888
"miR145",0.334201066493359,0.152478748460279,0.00990640663633586,-0.305076422770063,-0.304133795049825,-0.430701353355091
"OVOL2",0.108501810607367,-0.0276527000757299,-0.0376557983841803,-0.099996263023178,-0.100574050311858,-0.106332185360818
"OCT4",-0.141119465115981,0,0.139395236600998,0,0,0.141119465115981
"ZEB",-0.364430717925248,-0.167515305206822,-0.128091964562129,0.239261527451509,0.338011848870897,0.362852937249801
