"","miR145","GRHL2","OVOL2","miR200","ZEB","OCT4"
"miR200",0.665755204041279,0.646673442818255,0.302084296919361,0.219527711220268,-0.679792413879348,-0.622235890736557
"GRHL2",0.665755204041279,0.646673442818255,0.302084296919361,0.219527711220268,-0.679792413879348,-0.622235890736557
"miR145",0.550657015508734,0.524979835594976,0.250112242088233,0.0743210334664703,-0.549430874170644,-0.618867278337269
"OCT4",-0.142665038612083,0,0,0.140339699417732,0,0.142665038612083
"OVOL2",-0.29311683739054,-0.283155280730071,-0.143281493046554,-0.110259184913944,0.302084296919361,0.277543066898737
"ZEB",-0.700818365529841,-0.679792413879348,-0.314785811330695,-0.226517788397776,0.609804867179472,0.665755204041279
