"","miR200a","miR141","SNAI2","TGFbeta","miR34a","FOXC2","miR101","TWIST2","TWIST1","SNAI1","GSC","ZEB1","ZEB2","miR200c","miR200b"
"miR200b",0.218999694402705,-0.200589091473113,0.230116830638658,0.204250719710351,-0.188599791506467,-0.039390952194992,0.0877124056291837,-0.212496283688446,-0.0182719056961122,-0.0552661419598252,-0.204153965168262,0.200680730987331,-0.239727386501498,-0.218999694402705,0.0376919894637496
"SNAI1",0.146961588856311,-0.103673622721128,-0.177735952765172,0.0288044858857229,0.0683406649795579,-0.152786675436797,0.0167735932698886,0.139600003265013,0.190662249093227,0.00681761407795235,-0.0288009173318199,0.103654765062446,-0.208387005535144,-0.146961588856311,-0.0872588518757359
"miR200a",-0.0271131051818874,0.212716060587236,0.13741939621666,0.0783339611097801,0.103170543076065,0.0274136331481759,0.00372336253971032,-0.0210077111482561,-0.02604329529824,-0.129901397837324,-0.0783040985967899,-0.212753086653586,-0.156310119927935,0.0271131051818874,-0.117075060896979
"miR200c",-0.0420076211044909,0.231593999591051,-0.213961281557165,-0.159997378782319,0.205787711461266,0.0426618584281726,-0.0871923596633751,0.210445435918768,0.0152559175930014,0.0390138582738572,0.159936459255819,-0.231686564756928,-0.146090195975642,0.0420076211044909,-0.209275021328815
"ZEB1",0.253439221497332,-0.215874310789536,0.130720363072693,0.121599167467428,-0.192714574452818,-0.130764496355917,0.121273128855509,-0.212874130981754,0.00888917311835473,0.110713800431615,-0.121532624502427,0.115918923883729,-0.105917865411231,-0.253439221497332,0.186556062814311
"TWIST2",-0.0635681171999265,0.20888726320604,0.167579203044523,-0.0236821769259021,0.0311340032414263,0.121672086830676,0.00526341186894477,-0.129926967005715,-0.103857252531043,-0.18515428190244,0.023625020163578,-0.20886527532576,-0.0773616373205073,0.0635681171999265,-0.0438045350987992
"SNAI2",0.0657264205565161,-0.0731232552367859,0.137706485670445,0.229539343911664,-0.0412959744529879,0.0149843748206472,0.225311622819993,-0.239023169315408,-0.119845592430595,0.0113606452794082,-0.229478611876799,0.0731664601721962,-0.0590474321192229,-0.0657264205565161,0.214010250525753
"TWIST1",-0.057619313345049,0.149424021777318,-0.0719438497246749,-0.0459064337857724,0.0191911582788273,0.0872151292028765,-0.107004003210516,0.0897508450513671,-0.0925963844506176,-0.174152362625862,0.0457914728190309,-0.149382277650664,-0.0356669685271072,0.057619313345049,-0.0938918044774495
"miR101",-0.0916278416472164,0.213474459020941,0.143614812038649,-0.045422209283125,0.0527033386354289,0.199090670796183,-0.0625248701506952,-0.0400142257102857,-0.199613032359655,-0.167359011588368,0.0453201666715379,-0.213434564995838,-0.023840343606455,0.0916278416472164,-0.0923070383219704
"TGFbeta",0.0215243006877148,-0.0263843295465408,0.221088176603958,0.123846949793926,-0.104857477120737,-0.0217620220310095,0.0784318724282254,-0.216356586395259,-0.0345797645472474,-0.0629349480812973,-0.223808232622861,0.0264392385701328,-0.0151674310904154,-0.0215243006877148,0.144921264421111
"miR34a",0.0528639976458413,-0.0392042828477027,-0.00640054431740385,0.00924626053633766,-0.0922682064142308,0.140698160885618,-0.0739105233520514,0.104821606264372,-0.0455089514977984,-0.169820346262416,-0.00931360795802353,0.0392741129435303,0.02616030945755,-0.0528639976458413,0.0118412982683111
"ZEB2",-0.155634121953841,-0.067236307528804,-0.0496481553908497,-0.0487244263056785,-0.0419148646111273,-0.00756201110200602,-0.00113276286072349,0.00560237629920149,0.00718105908043894,0.047234402156793,0.0486736829150052,0.0672716430419901,0.0716059329509456,0.155634121953841,0.206713229130479
"FOXC2",-0.25332520301129,0.215725871537499,-0.130712278954751,-0.121532624502427,0.192609374909429,0.130738275950272,-0.12129327413855,0.212874130981754,-0.00888618608209211,-0.11072791027676,0.121455135157212,-0.215874310789536,0.105857744873997,0.25332520301129,-0.186525616639457
"miR141",0.0420076211044909,-0.231593999591051,0.213961281557165,0.159997378782319,-0.205787711461266,-0.0426618584281726,0.0871923596633751,-0.210445435918768,-0.0152559175930014,-0.0390138582738572,-0.159936459255819,0.231686564756928,0.146090195975642,-0.0420076211044909,0.209275021328815
"GSC",-0.185007691417728,0.1412064571995,0.111008057206961,-0.063399784648213,0.0378267862065721,0.212298432007265,-0.0241235941411714,-0.0375144271511621,-0.200355769541113,-0.0581692506243532,0.0633335323214944,-0.141183855109298,0.243283558803354,0.185007691417728,0.0533132909886327
