"","ZEB2","miR200b","SNAI2","miR101","miR141","miR200c","FOXC2","TGFbeta","GSC","miR200a","miR34a","TWIST1","ZEB1","SNAI1","TWIST2"
"miR101",-0.161706226046036,0.0434574681624234,0.231790377692584,0.223937205772146,-0.163927115436102,0.157238327337912,0.182400060953017,-0.0519971607860138,0.0528170203894551,-0.157238327337912,0.135001449503114,-0.0759531623946928,0.165019256995106,-0.112023267076111,-0.0305000396434699
"GSC",-0.135170900450891,0.02954166512194,0.249058783611252,0.273851872269855,-0.177253640185248,0.159518517123177,0.10576948712354,-0.0537889125497935,0.0545012828056537,-0.159518517123177,0.174330031070443,-0.252964617516864,0.177882076562821,-0.196757779781911,-0.0477347426809387
"miR34a",-0.101163656185929,0.158991244975493,0.240418737996906,0.191590470249948,0.0725481136888431,-0.0456879335102925,0.159959725812332,0.0601382353015352,-0.0613923535053613,0.0456879335102925,0.027631357232426,-0.0491719855419767,-0.0733412514664531,-0.12027427403022,-0.0742827992991825
"TWIST2",-0.0979780253108579,0.112867825588624,0.240460858045919,0.192325819377238,0.0274043011091403,0.0356578708215185,0.141151036280122,0.0210220141851244,-0.0217956111563819,-0.0356578708215185,0.0540672377487787,-0.154168728410455,-0.0281448529169838,-0.123188645742782,-0.163918245285803
"ZEB1",-0.0759582668405552,-0.0934410556428146,0.204286573098938,0.177531766446003,-0.109187013196614,0.176779771724977,0.131788273471299,-0.0679730491815833,0.0689852700530402,-0.176779771724977,0.15944628120102,-0.119114570495541,0.0110477301139991,-0.146125451212435,0.0226107403936559
"ZEB2",-0.0705720762618937,-0.0420288533200361,-0.0366450523031103,-0.0306250348219933,-0.0203049612428291,-0.00937957223978736,-0.00523324570313361,-0.000932253509862653,0.00165788399649177,0.00937957223978736,0.0141481095130314,0.016368796568639,0.0201113624452319,0.0228862222897176,0.0278779984354692
"SNAI2",-0.0597137362256166,0.169441993547776,0.0551976306841828,0.167020209734004,-0.116002390646913,0.0856104785956858,-0.0487548565466521,0.15832919662206,-0.159077654798217,-0.0856104785956858,0.0564222083428681,0.138703669126393,0.114536437140783,0.0179313143489471,-0.149232651184188
"miR141",-0.0367720303831392,-0.0228868875934555,0.280829087077538,0.227928581917387,-0.198709890466776,0.116285279627557,0.0880330106965382,-0.133652052926606,0.134174049653675,-0.116285279627557,0.220168250373111,-0.134528085166104,0.199341184898056,-0.174062037664888,-0.057885076997037
"miR200b",-0.0234542231171697,-0.0509548838600854,-0.124831340344204,-0.0976356649678897,-0.108881522448197,0.0635375941724765,-0.0204966073166657,0.0533638136033503,-0.0515971473348505,-0.0635375941724765,0.039625808727598,0.0376031322815263,0.110491230682794,0.0705330286181181,0.090323434202053
"miR200c",-0.0206947486457389,0.115686406925102,0.136986993808984,0.107494350599024,0.121924736464641,-0.0475748351566809,0.0225880527739116,-0.0584003966304048,0.0575678297682382,0.0475748351566809,-0.0471038199628409,-0.0439659849290948,-0.123002194995447,-0.0787358114794071,-0.100271258423003
"TWIST1",0.018758798535327,-0.0291848898653445,-0.270251457151888,-0.20215517510188,0.131546842757936,-0.0669593922741991,-0.236608694307293,0.0075249203912693,-0.00723751797441549,0.0669593922741991,-0.115242544128768,0.0339235060327792,-0.131798085358724,0.0639344405887393,0.13600823316003
"miR200a",0.0206947486457389,-0.115686406925102,-0.136986993808984,-0.107494350599024,-0.121924736464641,0.0475748351566809,-0.0225880527739116,0.0584003966304048,-0.0575678297682382,-0.0475748351566809,0.0471038199628409,0.0439659849290948,0.123002194995447,0.0787358114794071,0.100271258423003
"FOXC2",0.0760379339563983,0.0922278217054784,-0.205163430425035,-0.177094495302344,0.106601607231278,-0.175742029869775,-0.131561544081309,0.0689852700530402,-0.0716365126500403,0.175742029869775,-0.157677287460766,0.120279514637963,-0.109187013196614,0.146866218082519,-0.0238308645188374
"SNAI1",0.105493360970388,-0.0644556475676414,-0.210081520634503,-0.200002535173249,0.103278312283486,-0.106927707257778,-0.166369011167121,0.0179091733699307,-0.018656587159616,0.106927707257778,-0.137879077437956,0.0398815966957744,-0.103653610605463,-0.0156650091163341,0.0508187437197116
"TGFbeta",0.134881848604836,-0.149910488061722,-0.308375178598855,-0.237465811098255,0.149160351299431,-0.142812370169614,-0.0937913125679042,-0.0648542800927425,-0.0339358083114648,0.142812370169614,-0.203066880143417,0.0945477735900207,-0.148167282387038,0.163229280303839,0.159971337253004
