"","miR200a","miR34a","TGFbeta","GSC","SNAI1","SNAI2","miR101","TWIST1","FOXC2","TWIST2","ZEB2","miR141","ZEB1","miR200b","miR200c"
"GSC",0.263544009784132,0.195713384971121,0.110207927151599,0.10917628377841,0.0045947396709792,-0.0515619190205144,0.0747225515915068,-0.155320961842914,-0.185544996341165,-0.119682172411531,-0.229438813275806,-0.290644884329865,-0.291618739607699,-0.219855354711126,-0.263544009784132
"miR200a",0.258191650186478,0.245301191696516,-0.00488945480874049,-0.00544250854931887,0.00104872406994023,-0.0881219161159442,0.0443689704203143,-0.0280873525572518,0.0405063576884114,-0.151063335737937,-0.224790707062602,-0.287549542803851,-0.288285435872572,-0.181693253450248,-0.258191650186478
"miR141",0.258191650186478,0.245301191696516,-0.00488945480874049,-0.00544250854931887,0.00104872406994023,-0.0881219161159442,0.0443689704203143,-0.0280873525572518,0.0405063576884114,-0.151063335737937,-0.224790707062602,-0.287549542803851,-0.288285435872572,-0.181693253450248,-0.258191650186478
"miR200c",0.00687352353242043,-0.0958945480850086,-0.13384583995901,-0.133400291265197,-0.0844339597200629,-0.00484641259992729,0.0446462346674202,0.102972894031321,0.139010662432398,0.055430180179231,-0.211323855983935,0.197385162307174,0.197599913492008,0.0157396006610426,-0.00687352353242043
"TGFbeta",0.0538316596362466,-0.0366511525027741,0.111157292701039,0.211252472413242,0.0493899649141135,0.0236497899816235,-0.036393093712851,-0.050939084551519,-0.131982926748684,0.0633439264667972,-0.0553313570188852,-0.0532267443012999,-0.0534661476441613,-0.114187742298481,-0.0538316596362466
"miR34a",-0.0935878844556021,-0.0612517053323666,-0.0627715834706207,-0.062677539773672,0.000299429792421696,-0.124410837044281,0.0552209360640164,-0.0564273169965718,-0.0848432523045765,-0.187531758233197,-0.0247887105668893,0.105397015538422,0.105356438590847,0.102588314529242,0.0935878844556021
"SNAI2",-0.0257453996140295,-0.057530682478085,-0.00866850229595031,-0.0089636086625494,0.0575155759232983,-0.0160208719624415,-0.0720212921143012,0.0470952364284414,-0.0331719594399285,0.116086249330143,-0.0135664668019746,0.0641785859020123,0.064121984087405,-0.000285061730746031,0.0257453996140295
"FOXC2",-0.25850910656453,-0.245866951289451,-0.124867034612116,-0.12371022938712,-0.123025826462885,0.119098183289951,0.000782261218404655,0.158451173613676,0.166798298830546,0.230494709590387,0.0155795850535338,0.290691880786347,0.29178862259816,0.235745766779447,0.25850910656453
"ZEB1",-0.259338489765035,-0.246445175730065,-0.125271411091737,-0.124867034612116,-0.123145760146613,0.119321843886344,0.000954088632579824,0.159335336347412,0.167586453376702,0.23105459338809,0.0157356615221186,0.29178862259816,0.19228638442439,0.236357458110591,0.259338489765035
"SNAI1",-0.0787602679096882,-0.102920032914606,-0.0385449546250192,-0.0384945983643879,-0.0837801559501918,-0.0659735533945967,-0.0262471054460728,0.00172151343517122,-0.0986092478553244,0.0257286953281508,0.070739572010744,0.0840445572932606,0.0841675957876157,0.0753159785598481,0.0787602679096882
"TWIST1",-0.179699838129743,-0.101743881072304,-0.0613449218919867,-0.060586981564749,-0.0307228650013139,0.126283977274152,-0.0320023315709967,0.14161499982405,0.239846961699225,0.156532127489419,0.129748381479419,0.217762589540299,0.218504909009915,0.0915346685911406,0.179699838129743
"miR101",0.0254549120123714,0.118736209810735,0.0355351761671109,0.0354454490431291,-0.00699243815631406,0.0441209817629399,0.0315808603229112,-0.0203912554424252,0.0830672655702397,-0.0747599323769063,0.130633005269013,-0.180221170714032,-0.180184004485517,-0.0307577007223195,-0.0254549120123714
"TWIST2",-0.254880583964409,-0.179514020516592,-0.0891148903926981,-0.0880922936647812,0.0135575404535801,0.123200603370655,-0.0759367076846175,0.126805802184271,0.0643687713524388,0.188448228692466,0.222695196934218,0.281755185244592,0.282635579971019,0.144169834947154,0.254880583964409
"ZEB2",-0.407318209924245,-0.210115168041467,-0.16113180362573,-0.159916499419103,-0.0776211755120359,0.0118700881116075,0.0323460839618635,0.102999394252158,0.103604259206944,0.10508144267673,0.230412070721028,0.293274696847515,0.29471349922246,0.382033360990696,0.407318209924245
"miR200b",-0.300439261975133,-0.181815004629705,-0.234147151751308,-0.232351817470337,-0.113908391452912,0.00104079254003541,0.0554963775133886,0.145243253580061,0.182213080067273,0.0944533335836467,0.268097703746496,0.329329953934858,0.330880420463294,0.270238426314947,0.300439261975133
