"","miR200a","miR200b","miR34a","miR141","GSC","SNAI1","TWIST2","TWIST1","FOXC2","miR101","TGFbeta","ZEB1","SNAI2","ZEB2","miR200c"
"miR200b",0.126993684659916,0.0878519958586641,0.043059542915977,0.0304540537506017,-0.0682559689121127,-0.00681007081218301,0.070246671249953,-0.0804404994230818,-0.0566429384391094,0.0451646018885089,0.0684220044843382,-0.0302633695088955,0.0847614146067686,-0.223880635381005,-0.095056488538914
"miR141",0.12040183537216,-0.0299812386366993,0.156258115591144,0.0611377635098076,0.166106356367865,0.105906322315016,-0.0715184292194312,0.0229602270092588,0.0141555015998547,-0.183888982175459,-0.165677530681326,-0.060845257585637,-0.261179013107251,-0.174600189860706,-0.0565630062076785
"miR101",0.029253168791748,0.151410140257116,-0.073630538078805,-0.0905401286284007,-0.0172090746183718,-0.0565968447099411,0.0303916218715017,0.0302236199515886,0.134571258732284,0.174763325762751,0.0170032300398254,0.0904238562988283,0.190536701450659,-0.153528112612362,-0.118818835169255
"SNAI2",0.0328411627551048,0.238980015516665,-0.0259891411495468,-0.0204418423691067,-0.193875169063713,-0.0344205055327755,0.189859050337636,-0.119872109847519,-0.0315269639337587,0.216064125631676,0.193781932559483,0.0204187327524919,0.100361403940417,-0.0875609716725172,-0.0531005368885101
"SNAI1",0.100132526173427,-0.070483457606003,0.132348405379649,0.114351101314773,0.0606546152494423,-0.0431741873800594,-0.0476252800988849,-0.0150978857847677,-0.12542297690169,-0.17954860202979,-0.0605931568211127,-0.114326988243015,-0.199026583288699,-0.0823386867334333,0.0159312121483916
"TGFbeta",-0.0153342230520555,0.191262851984865,-0.115969115737454,-0.0934843798598459,-0.229092877969934,-0.0527650966335581,0.136642551987286,-0.0772240592477482,-0.0371287253941053,0.135858118107065,0.128900905330068,0.0933798958320964,0.217556616175607,-0.0703687593187814,-0.0773568561052256
"ZEB1",0.0197507899819276,0.0606343039143147,-0.0346122958483574,-0.0136719231020408,-0.00583861775221783,-0.107892186991394,0.0216294922978367,0.0708829917535598,0.0990028328900131,0.140497643787944,0.00586421120029512,-0.0862919854060272,0.169413402678273,-0.0685662322696422,-0.037291372166245
"miR34a",0.077468538577321,-0.171106877412718,0.106562042227881,0.0929904126962701,0.0754078719477904,0.128504640388882,-0.0739872515148753,-0.054160694343717,-0.14982839503735,-0.22184711779168,-0.0750456520311556,-0.0927526129104786,-0.291867461954085,0.0389295733358621,0.112254821284908
"FOXC2",-0.0195534280340057,-0.0608114452952794,0.0347130188154322,0.0140040425796201,0.0063865781219527,0.108209658507144,-0.0217007982532045,-0.0706977955052774,-0.098865561354577,-0.140411137572532,-0.00583861775221783,-0.0136719231020408,-0.169551910565677,0.0685736362766908,0.0374540076717173
"TWIST2",-0.0552309231370567,-0.085484345897168,0.00961567343450517,-0.0226096538246981,0.00737934063333924,0.0244494322702765,-0.158004348764687,-0.0931123592783926,-0.0562820235681552,-0.131450313805762,-0.00749082461529808,0.0225291781828719,-0.199401525917737,0.0872087172410162,0.0300991436265379
"TWIST1",-0.0527633990488641,0.0037127984554637,0.0301567555735137,-0.0268167133658333,-0.0270656996623246,0.0038909255496992,0.102157420799994,-0.109570655803593,-0.0139505791571863,0.0255775517929291,0.0268638495928134,0.0266919995464532,0.089335422611857,0.0946437906615026,0.0425475905634404
"miR200c",-0.12040183537216,0.0299812386366993,-0.156258115591144,-0.0611377635098076,-0.166106356367865,-0.105906322315016,0.0715184292194312,-0.0229602270092588,-0.0141555015998547,0.183888982175459,0.165677530681326,0.060845257585637,0.261179013107251,0.174600189860706,0.0565630062076785
"ZEB2",-0.304301581179667,-0.159136591056696,-0.14753307746711,-0.134086947487984,-0.121634667890317,-0.0706415110925804,0.00566547383048451,0.00823576979990323,0.00835468427116249,0.104158496391468,0.121758989197467,0.134083463704994,0.136696666431363,0.175456885529755,0.183331206216516
"GSC",-0.0928433801204594,-0.0907015514657458,-0.0183145551614397,0.036364921653964,-0.0277984820478366,-0.0364132531257734,0.0539637755714255,0.0975627688309113,0.164357553061942,0.128068226030136,0.0279114264905283,-0.036360008156094,0.12117506013467,0.232622439950462,0.120883597929772
"miR200a",-0.142640793649562,-0.176135055652745,0.0934781374856527,-0.00922132726809529,0.081974612940932,0.0792145562770391,-0.0688775112273164,0.0260393636389242,0.0177589896135013,-0.145135452447616,-0.0816676263073928,0.00931852069226591,-0.210521529965064,0.280007475009629,0.132298385068401
