"","miR200c","TWIST1","TWIST2","SNAI1","TGFbeta","miR34a","miR101","ZEB2","FOXC2","miR141","ZEB1","GSC","SNAI2","miR200b","miR200a"
"TWIST1",0.0380275276747122,-0.110340294886367,0.18919486045719,-0.264107057156913,0.00954108664858655,0.152090212888872,0.178544145060303,-0.20934431779226,0.149968287471732,-0.113709613290121,-0.113717650979104,-0.00953306611602319,-0.127068683812504,0.013481161460083,-0.150231441467206
"miR200b",0.0731651446842277,-0.158216324696441,-0.0108057656867731,-0.205482264944937,-0.0591096615653843,0.155090221917752,0.0237014412829505,-0.184655463844518,0.118662572942983,-0.0381998830640372,-0.0379462545095349,0.0591347460762961,0.157430560815954,-0.0866628405230763,-0.112778723895465
"TWIST2",0.030402388062989,0.263078184557414,0.220812583855884,0.0863221579303316,-0.0111304696814561,0.00448942592519524,0.11600168263769,-0.161325649251526,-0.14236925928522,-0.0948682592946616,-0.0948651809914224,0.0111581991998113,-0.293886464532388,0.0655572508976165,-0.128100403104982
"miR34a",-0.0834275437961445,0.0341091556229948,0.332743955638038,-0.163463108914375,-0.0150525403936941,0.170994845670327,0.187475549470976,-0.14904868025691,0.133886430580942,-0.178592922926174,-0.178830250886994,0.0150786299354283,-0.204992430757012,0.118884872439293,-0.206787372672767
"miR200a",0.0775031264600466,-0.166267637741698,-0.153533901406034,-0.129985551168055,-0.0626526394797341,-0.013469108229397,-0.0599430850849931,-0.124374224109389,0.0747612066750951,0.0246652782788791,0.0246439882907274,0.0625821639490773,0.248671421715651,-0.139088471181184,-0.0518456396888019
"FOXC2",0.00044203027025903,0.00930379448812338,0.147390312632232,-0.108269993829716,0.00400723297093782,0.0650765221570094,0.118908188916047,-0.0762218726904152,0.104278801586111,-0.0519739144484869,-0.0516567456869402,-0.00389653390634491,-0.128264914826582,0.018252807369127,-0.0625611786398656
"TGFbeta",0.0132236607432793,0.238162308091992,0.193766300233654,0.219446805287535,-0.118286553872578,-0.153679004056286,0.0547260296730728,-0.0389392969306787,-0.158225576191955,-0.00694310688752296,-0.00697730736507458,0.0183155917508775,-0.325657564932244,0.153126748979723,-0.0210059343433514
"ZEB2",-0.130661550465323,-0.0575854251475214,-0.0555021483739539,-0.0477298930413779,-0.0469214213502702,-0.0208793677074036,-0.016873146192799,0.00706147899133623,0.0206490000305752,0.035937722165972,0.0360327796732755,0.0470508169964873,0.0814944884053239,0.121684234946155,0.161929945953763
"ZEB1",-0.000667173372140624,-0.00940834075731508,-0.148053193921022,0.108641553085187,-0.00398291919526439,-0.0648176268268246,-0.118864343300016,0.0762997628445666,-0.104230987905229,0.0516567456869402,-0.0479703088964287,0.00400723297093782,0.128584506955885,-0.0180793564335991,0.0624425299614962
"SNAI2",-0.00841891703692902,-0.108766396783655,-0.367221670647764,0.0824215808650831,0.20361148895534,-0.0688647104400424,-0.323962537241872,0.0851645189304861,-0.00145971608993343,0.0650702605633624,0.0653191075944465,-0.203656824136296,0.266491424496011,-0.235653210848913,0.0751436283615341
"SNAI1",0.0173695112271085,0.248653614133529,-0.00581403896753874,0.18135932139791,-0.0316777025128322,-0.250053347318787,-0.100062034209077,0.0978919229682913,-0.299121338017322,0.129465540237968,0.129417004952507,0.031691580222455,-0.176588165723366,0.0396336249303993,0.115602893336252
"miR101",-0.0422702210455037,-0.24451243232323,-0.0536413405269813,-0.24086659185811,-0.00235776370126582,0.0996734862998776,0.0715126819936641,0.100077316475032,0.254455412287356,0.0138446221128131,0.0135817307166245,0.00234368885828828,0.194249399945616,-0.00378585634048778,0.0578492956577048
"miR200c",-0.0865210762502577,-0.181341800295983,-0.0312472545424931,-0.22205959872537,-0.102724362046763,0.145362875990781,0.0170278615807261,0.151227052495834,0.12758965701958,-0.0187615970981336,-0.0185070428919725,0.102847395600282,0.185834979499911,0.0403816065126598,0.0673034474861606
"GSC",-0.0115186576690314,-0.232558772803184,-0.100439365868549,-0.0963615842457496,-0.00837192720663781,-0.0172022220900903,0.00672846331732734,0.155213890152939,0.03723473379578,0.121646960799574,0.121679881235303,0.00835993869037444,0.178284755179853,-0.0279613470932634,0.136016186396344
"miR141",-0.0731651446842277,0.158216324696441,0.0108057656867731,0.205482264944937,0.0591096615653843,-0.155090221917752,-0.0237014412829505,0.184655463844518,-0.118662572942983,0.0381998830640372,0.0379462545095349,-0.0591347460762961,-0.157430560815954,0.0866628405230763,0.112778723895465
