"","miR200a","miR200b","GSC","TGFbeta","SNAI2","TWIST2","SNAI1","ZEB1","miR141","TWIST1","miR101","FOXC2","miR34a","ZEB2","miR200c"
"SNAI1",0.0432074196011872,-0.0240700324915847,0.0420174194647311,0.0420186089826988,0.185946486398395,0.166121811226572,0.166738783963216,-0.0914990186492134,-0.0916028903429403,-0.184842416092997,-0.0885459319681151,0.262492085638636,-0.127186786847437,-0.188848239982259,-0.0432074196011872
"miR141",0.0809572823920677,0.0885364964807384,-0.0932762305860495,-0.0932630910803338,-0.135581776126536,-0.121095098018458,-0.11836848675807,0.0064273024241764,0.00628938032702,-0.0309927075748175,-0.00835155356483814,-0.00697169540672048,0.0996781566248113,-0.151330878102921,-0.0809572823920677
"TGFbeta",0.0690431281369254,-0.0581237152433251,0.220228177823616,0.120221724961772,0.122296161173878,0.146263452870307,0.0932314711636527,-0.00546856729628643,-0.00552410385157668,0.0561063485746718,0.0141926879776796,-0.0248584209419893,-0.0947592546632868,-0.150773689576828,-0.0690431281369254
"TWIST2",0.0228555437591808,0.022050442619634,0.0102300105919794,0.010206808341927,-0.0401381718045478,-0.0363231396171263,-0.258844795848907,-0.0599662664528041,-0.0601527236775818,0.289397326877315,0.0865938441385207,-0.268718979492641,0.132673038832143,-0.102737354343582,-0.0228555437591808
"GSC",0.112580486686098,0.138563096677267,0.00468303601662255,0.00466347580587705,-0.134377342741738,-0.0819227613549813,-0.243758850932478,0.122360949792688,0.122358001693966,0.298404276524216,0.102130593810899,-0.357091612575429,0.0277017266387801,-0.100459618965257,-0.112580486686098
"TWIST1",0.0454376452502994,0.075813447311524,-0.00867993147848187,-0.00866389041335515,-0.169787540483603,-0.178886915203229,-0.236091350966469,0.00797855366521246,0.00793784665971831,0.0969310776701283,0.0168321766328588,-0.327151521280351,0.054240485355255,-0.0580677262191328,-0.0454376452502994
"SNAI2",-0.00400897736209434,-0.0177739052589597,0.0102285655686833,0.0102687684650026,-0.0399773309388609,0.0604215311575457,-0.0148018840729587,-0.0520531929609204,-0.051712577307337,0.093193748062486,0.0354040957662945,-0.0500574871297891,0.0362652174468963,-0.044117145427691,0.00400897736209434
"ZEB1",0.0119856208280125,0.00291108825409834,0.00577312690954323,0.00576928789233164,0.104721754495178,0.112907814534904,0.0890634306811134,-0.0999159006588157,-4.67323170693435e-05,0.0114059784006559,0.00750099227167456,0.0904689149615894,-0.017516135860875,-0.0250262967659763,-0.0119856208280125
"FOXC2",-0.0121170025352802,-0.00300058155593987,-0.00579526672246181,-0.00577312690954323,-0.104685645435038,-0.1127203062819,-0.0889799474306755,4.67323170693435e-05,-0.000223448479803821,-0.0113940302556055,-0.00745477662234469,-0.0905753389609725,0.0177586170779068,0.0250431779020471,0.0121170025352802
"miR101",-0.0929151005089742,-0.11975019847846,-0.00216127988770922,-0.0021454456893595,0.131216679043444,0.06369595302442,0.226097353796751,-0.11238702050303,-0.112393499019927,-0.197820056983274,-0.096926553251568,0.237742659094268,-0.0312366884899959,0.0689964125497875,0.0929151005089742
"ZEB2",-0.211796616298201,-0.202837692446119,-0.0692779466302253,-0.0692677979520906,-0.0547591220285906,-0.0517032230273175,-0.0487333962792256,-0.0323506877533834,-0.0322854912431385,-0.00975624963972153,-0.00305589953414435,-0.00145385575207201,0.0475264833370297,0.0980793076357029,0.211796616298201
"miR34a",-0.0993488187307363,0.014026543810717,-0.0403205175464546,-0.0403126300105814,-0.14917940988763,-0.251248073539914,-0.0974102885271405,-0.00174343726650343,-0.0018698863589481,-0.0577350145594759,-0.0293975050206856,-0.0807920417941928,0.0406071284196692,0.141345754673121,0.0993488187307363
"miR200a",-0.0945039513560337,-0.125714929175509,0.0881584864807726,0.0881644589833707,0.0648831453994075,0.00894601924902799,0.0599144141201354,-0.0163236179585716,-0.0164198857310835,0.0210110415069295,0.00224022183985244,-0.0247790425250937,0.0236919937110619,0.170509104896846,0.0945039513560337
"miR200b",-0.114040977792251,-0.0446287302702839,-0.142870633498197,-0.142902885012226,-0.0832404638838085,-0.0278608311036978,-0.0768112165363905,-0.00154333748995684,-0.00146835970559665,-0.0251280070124614,-0.00355972807252303,0.0242093940683614,-0.00398524220437798,0.227699770616324,0.114040977792251
"miR200c",-0.127587646756217,-0.0818071629650544,-0.147988377603473,-0.148001517109189,-0.153939094610937,-0.140009909873127,-0.135265289174325,-0.0114396530243521,-0.0115988651096601,-0.0351096730803494,-0.00967105979750873,-0.00754134386345285,0.119384908131495,0.246877997410249,0.127587646756217
