"","miR34a","FOXC2","ZEB1","miR200a","ZEB2","miR200b","TGFbeta","GSC","miR200c","TWIST1","SNAI2","TWIST2","miR101","miR141","SNAI1"
"GSC",0.00214303855991742,0.226450968685984,-0.131401811640383,-0.0117098000691424,-0.114668886150051,-0.116389385764275,0.0850983755029206,0.08495388233322,0.12474380764648,-0.0351607585974705,0.0122730650194255,-0.00620074101754648,-0.131813201647513,0.131535950132233,-0.181793052075882
"TGFbeta",0.2348256062771,0.220995593928013,0.0465492774438066,0.0743062725534273,-0.0964561733361755,-0.0776644760069584,0.110332925081042,0.209716676774918,0.0227372647671843,-0.160653105307739,0.0106608402101367,-0.0583759370247614,-0.172787299823659,-0.0461680519371532,-0.362555237003064
"miR34a",0.0185702562870536,0.140427041825066,-0.10942950839089,-0.081899112492077,-0.0655638843559369,-0.102716297789849,0.0748157849540245,0.0742727584458366,0.131725135584017,-0.0610755229865534,-0.0629137812978267,-0.0312844448897019,-0.11195162220096,0.109645604227978,-0.171429368987428
"ZEB1",0.211277734012527,0.0708545026629947,0.105012070605674,0.22903157531081,-0.0650614853996343,0.174755897734622,-0.079263810679896,-0.0789374942169105,-0.176102053553003,0.000155168678281411,-0.0866957177755185,-0.111999689976325,-0.0824926349996645,-0.205091271379636,-0.0785385384412771
"miR200c",0.287779225380667,0.196552339497107,0.250820988488675,0.155523469615,-0.0593365839269323,0.0344767990242055,0.0718529823304305,0.0724800951032246,-0.0983902064104538,-0.091683498706714,-0.0648040675076906,-0.0979599434026363,-0.17444294694087,-0.250724720716164,-0.288718779624689
"miR200a",0.287779225380667,0.196552339497107,0.250820988488675,0.155523469615,-0.0593365839269323,0.0344767990242055,0.0718529823304305,0.0724800951032246,-0.0983902064104538,-0.091683498706714,-0.0648040675076906,-0.0979599434026363,-0.17444294694087,-0.250724720716164,-0.288718779624689
"ZEB2",-0.169040735221583,-0.124435126882242,-0.118706945591391,-0.0747908691901079,-0.0575632415146263,-0.0132586474612217,0.0050011448536754,0.005975417954604,0.0301213888475061,0.0516113739044451,0.0521818127493518,0.0562137086754256,0.117749506874559,0.118221704389187,0.184236516441864
"SNAI2",-0.141866466006809,-0.0667260166114707,-0.128031386162039,-0.0547077784599004,-0.01875235788707,-0.0598044392896864,0.0427844793386249,0.0422122296016545,0.0730560867410554,0.161340612522895,-0.114159765222281,0.0661152157981057,0.0788507285024131,0.128093346728325,0.178537854904895
"miR101",-0.235082978055228,-0.156007921111263,-0.208244177592507,-0.112282283247781,0.0185233134476712,-0.118190259727169,0.0607245456241302,0.0614318064837513,0.0962555786336568,0.235526428633606,-0.0951576457157801,0.147872645579139,0.160094460809314,0.207953326281289,0.31709056603364
"TWIST1",-0.205345176076205,-0.018734030341291,-0.192073655846544,-0.105369181733251,0.0225851865390113,-0.101563217576344,0.0641959689057663,0.0644312378609582,0.105378425789215,0.112181673584142,-0.091654282338456,0.182448908157597,0.0585117155295124,0.191949979148323,0.242568165842027
"miR200b",-0.217562325981733,-0.146381414523418,-0.188111315844882,-0.104733194303455,0.0230019743653498,-0.0604397357219296,-0.0629159745544702,-0.0630628981183819,0.0832647202607127,0.0705489527724886,0.0494241368881993,0.0771135845949383,0.1347707641012,0.188056702397014,0.221458290471677
"miR141",-0.0947801675792472,0.131941537425611,-0.216804307133241,-0.121430142084122,0.0273923722470578,-0.0834142426616593,0.150648171584577,0.150981437229548,0.095716961366619,-0.0709957311823004,0.00637887790922606,0.0342681089246178,-0.0821501573192171,0.216739511517128,-0.172450543866831
"TWIST2",0.215032107822695,0.0503273448379575,0.199000454107115,0.0797998037188906,0.0358169649386223,0.12104845581526,-0.0800499972583585,-0.080220335728255,-0.118872931231671,-0.245993330815582,0.127783143286827,-0.198009737690312,-0.0495500560657941,-0.198886117129657,-0.256649621035399
"FOXC2",-0.211175518853347,-0.0707264853883746,-0.205091271379636,-0.228755500093335,0.0651974229690469,-0.174857384984133,0.0789374942169105,0.0791533573928667,0.176228805067944,-0.000170103859594512,0.0866240385964337,0.111923102098338,0.0824819698498192,0.204953511210479,0.0784033190919761
"SNAI1",-0.308145538162827,-0.199802825927623,-0.161443435635168,-0.139661563862911,0.104400938944166,-0.0568476226943577,0.0150149598503464,0.0146394686785522,0.0315295759767661,0.269389436917007,-0.107247929792185,0.183441796017516,0.190644934308136,0.161401392330565,0.296188270305695
