"Nature","Strength","Type","Node"
"P",0.0666666666666666,"DA","TrCP,TrCP"
"N",0.0976190476190476,"NF","TrCP,SUFU"
"P",0.340268258445054,"DA","TrCP,RKIP"
"P",0.0243443135916254,"NF","TrCP,Patched"
"P",0.53515793950252,"NF","TrCP,miR200"
"P",0.308607683982684,"DA","TrCP,GSK3"
"N",0.618966840828289,"NF","TrCP,ZEB2"
"P",0.469897446097514,"TS","TrCP,cateninnuc"
"N",0.609002862347125,"NF","TrCP,KLF4"
"N",0.168073316283035,"NF","TrCP,HEY1"
"N",0.292474527237304,"NF","TrCP,FOXC2"
"N",0.65898577765599,"NF","TrCP,Ecadherin"
"N",0.631022562250715,"NF","TrCP,cateninmemb"
"N",0.591789415118437,"NF","TrCP,SNAI2"
"N",0.148074534161491,"NF","TrCP,TWIST1"
"N",0.464990253411306,"NF","TrCP,Wnt"
"N",0.428148148148148,"NF","TrCP,Frizzled"
"N",0.346666666666667,"NF","TrCP,DSH"
"P",0.0393443135916254,"NF","TrCP,SHH"
"P",0.502422931464207,"TS","TrCP,Destcompl"
"N",0.263469100377278,"NF","TrCP,PI3K"
"P",0.269815668202765,"TS","TrCP,ILK"
"P",0.20353313840156,"TS","TrCP,AKT"
"N",0.631601140130743,"NF","TrCP,AXIN2"
"P",0.00829493087557604,"NF","TrCP,SMO"
"N",0.163469100377278,"NF","TrCP,RAF"
"N",0.114285714285714,"NF","TrCP,FUS"
"P",0.240570175438597,"TS","TrCP,IKK"
"P",0.329206583149103,"TS","TrCP,MEK"
"P",0.321587535530056,"TS","TrCP,ERK"
"P",0.345833333333333,"TS","TrCP,NFB"
"P",0.238333333333333,"TS","TrCP,Csn"
"N",0.243605610561056,"NF","TrCP,SOSGRB2"
"N",0.278923645831824,"NF","TrCP,RAS"
"N",0.496679055292917,"NF","TrCP,CD44"
"P",0.130951346284935,"NF","TrCP,Jagged"
"P",0.0634691003772783,"NF","TrCP,DELTA"
"N",0.565985985985986,"NF","TrCP,cMet"
"P",0.28,"NF","TrCP,STAT"
"P",0.0957875457875458,"NF","TrCP,NOTCH"
"P",0.585633507494956,"TS","TrCP,ZEB1"
"N",0.428148148148148,"NF","TrCP,SRC"
"P",0.0782051282051282,"NF","TrCP,NOTCHic"
"P",0.244347826086957,"NF","TrCP,cfos"
"P",0.153781512605042,"NF","TrCP,CDC42"
"N",0.0884615384615384,"NF","TrCP,Csl"
"P",0.204761904761904,"TS","TrCP,PAK1"
"N",0.233333333333333,"NF","TrCP,LIV1"
"P",0.273333333333333,"TS","TrCP,EGR1"
"P",0.253040329407659,"TS","TrCP,SNAI1"
"P",0.217235023041475,"TS","TrCP,SMAD"
"P",0.327576842957749,"TS","TrCP,TGF"
"N",0.591440960054821,"NF","TrCP,TCFLEF"
"P",0.373478482302011,"TS","TrCP,TGFR"
"N",0.478079684305615,"NF","TrCP,GLI"
"P",0.106666666666667,"DA","SUFU,SUFU"
"P",0.274250882483578,"DA","SUFU,RKIP"
"P",0.215075757575758,"DA","SUFU,Patched"
"N",0.384430278578454,"NF","SUFU,miR200"
"P",0.243210884267224,"DA","SUFU,GSK3"
"N",0.482743307819938,"NF","SUFU,ZEB2"
"N",0.423522520280912,"NF","SUFU,cateninnuc"
"N",0.558148729862679,"NF","SUFU,KLF4"
"N",0.263868469578265,"NF","SUFU,HEY1"
"N",0.306635262752586,"NF","SUFU,FOXC2"
"N",0.544806664217011,"NF","SUFU,Ecadherin"
"N",0.586040900019264,"NF","SUFU,cateninmemb"
"N",0.564690686020271,"NF","SUFU,SNAI2"
"P",0.160481567677298,"DA","SUFU,TWIST1"
"P",0.143910256410256,"NF","SUFU,Wnt"
"P",0.120833333333333,"NF","SUFU,Frizzled"
"P",0.0875,"NF","SUFU,DSH"
"P",0.206967649467649,"TS","SUFU,SHH"
"P",0.361302827509083,"TS","SUFU,Destcompl"
"P",0.0143604358219216,"NF","SUFU,PI3K"
"P",0.0733640552995392,"NF","SUFU,ILK"
"P",0.0403870491924183,"NF","SUFU,AKT"
"N",0.558837842096622,"NF","SUFU,AXIN2"
"P",0.124166666666667,"TS","SUFU,SMO"
"N",0.114360435821922,"NF","SUFU,RAF"
"P",0.174166666666666,"TS","SUFU,FUS"
"N",0.138373626373626,"NF","SUFU,IKK"
"P",0.218721112587584,"TS","SUFU,MEK"
"P",0.225104091310988,"TS","SUFU,ERK"
"N",0.0991428571428571,"NF","SUFU,NFB"
"N",0.0214285714285714,"NF","SUFU,Csn"
"P",0.208023555391976,"TS","SUFU,SOSGRB2"
"N",0.121006005442175,"NF","SUFU,RAS"
"N",0.369623330170085,"NF","SUFU,CD44"
"P",0.163902181133386,"NF","SUFU,Jagged"
"P",0.0143604358219216,"NF","SUFU,DELTA"
"N",0.352330097087379,"NF","SUFU,cMet"
"N",0.246666666666667,"NF","SUFU,STAT"
"P",0.217893217893218,"NF","SUFU,NOTCH"
"P",0.424409974486605,"TS","SUFU,ZEB1"
"N",0.263333333333333,"NF","SUFU,SRC"
"N",0.240909090909091,"NF","SUFU,NOTCHic"
"P",0.173379953379953,"TS","SUFU,cfos"
"P",0.201081081081081,"TS","SUFU,CDC42"
"N",0.215909090909091,"NF","SUFU,Csl"
"P",0.234285714285715,"TS","SUFU,PAK1"
"N",0.197619047619048,"NF","SUFU,LIV1"
"P",0.190695970695971,"TS","SUFU,EGR1"
"P",0.175065459828913,"TS","SUFU,SNAI1"
"P",0.203233185399616,"TS","SUFU,SMAD"
"P",0.278220281215371,"TS","SUFU,TGF"
"N",0.465184924372984,"NF","SUFU,TCFLEF"
"P",0.30512363427257,"TS","SUFU,TGFR"
"N",0.341591261897953,"NF","SUFU,GLI"
"P",0.37170868347339,"DA","RKIP,RKIP"
"P",0.270285714285714,"DA","RKIP,Patched"
"P",0.358369331262134,"DA","RKIP,miR200"
"P",0.206333092688076,"DA","RKIP,GSK3"
"N",0.549951177926102,"NF","RKIP,ZEB2"
"P",0.403771466510946,"TS","RKIP,cateninnuc"
"N",0.337214028257275,"NF","RKIP,KLF4"
"N",0.173888210125144,"NF","RKIP,HEY1"
"N",0.186823275246921,"NF","RKIP,FOXC2"
"N",0.52328036568144,"NF","RKIP,Ecadherin"
"N",0.484162909750673,"NF","RKIP,cateninmemb"
"N",0.596453100551019,"NF","RKIP,SNAI2"
"P",0.200316657413845,"TS","RKIP,TWIST1"
"N",0.338333333333333,"NF","RKIP,Wnt"
"N",0.278333333333333,"NF","RKIP,Frizzled"
"N",0.170641025641026,"NF","RKIP,DSH"
"P",0.237967213114754,"TS","RKIP,SHH"
"N",0.27883825626532,"NF","RKIP,Destcompl"
"N",0.248339895398719,"NF","RKIP,PI3K"
"P",0.258263540431478,"TS","RKIP,ILK"
"P",0.194966095285789,"TS","RKIP,AKT"
"N",0.63553221119881,"NF","RKIP,AXIN2"
"P",0.268730158730159,"TS","RKIP,SMO"
"N",0.329685510567864,"NF","RKIP,RAF"
"P",0.26976108656521,"TS","RKIP,FUS"
"P",0.272417382253448,"TS","RKIP,IKK"
"P",0.366385484340085,"TS","RKIP,MEK"
"P",0.366006180126252,"TS","RKIP,ERK"
"P",0.272417382253448,"TS","RKIP,NFB"
"P",0.19183057900888,"TS","RKIP,Csn"
"N",0.413961361737677,"NF","RKIP,SOSGRB2"
"N",0.524470581829072,"NF","RKIP,RAS"
"N",0.74953216374269,"NF","RKIP,CD44"
"N",0.206633985708688,"NF","RKIP,Jagged"
"N",0.348959373959374,"NF","RKIP,DELTA"
"N",0.721754385964912,"NF","RKIP,cMet"
"N",0.310001608751609,"NF","RKIP,STAT"
"P",0.24253275460172,"TS","RKIP,NOTCH"
"P",0.514907063293222,"TS","RKIP,ZEB1"
"N",0.621179537308569,"NF","RKIP,SRC"
"P",0.268805777353616,"TS","RKIP,NOTCHic"
"P",0.407505827505827,"TS","RKIP,cfos"
"P",0.404172494172494,"TS","RKIP,CDC42"
"P",0.294696016147081,"TS","RKIP,Csl"
"P",0.440268258445054,"TS","RKIP,PAK1"
"P",0.240268258445054,"NF","RKIP,LIV1"
"P",0.410268258445054,"TS","RKIP,EGR1"
"P",0.385010172637378,"TS","RKIP,SNAI1"
"P",0.413875524109861,"TS","RKIP,SMAD"
"P",0.511797548246146,"TS","RKIP,TGF"
"N",0.757302788061048,"NF","RKIP,TCFLEF"
"P",0.534935064935065,"TS","RKIP,TGFR"
"N",0.620228745104614,"NF","RKIP,GLI"
"P",0.106666666666667,"DA","Patched,Patched"
"N",0.392940024110911,"NF","Patched,miR200"
"N",0.25109630787446,"NF","Patched,GSK3"
"N",0.469761904761904,"NF","Patched,ZEB2"
"N",0.416171525319399,"NF","Patched,cateninnuc"
"N",0.597222222222223,"NF","Patched,KLF4"
"N",0.350641025641026,"NF","Patched,HEY1"
"N",0.426666666666667,"NF","Patched,FOXC2"
"N",0.573864095069075,"NF","Patched,Ecadherin"
"N",0.597096774193548,"NF","Patched,cateninmemb"
"N",0.653719749968953,"NF","Patched,SNAI2"
"P",0.203139523084728,"DA","Patched,TWIST1"
"N",0.0590909090909091,"NF","Patched,Wnt"
"P",0.0147186147186147,"NF","Patched,Frizzled"
"P",0.0340734534282921,"NF","Patched,DSH"
"P",0.174166666666666,"TS","Patched,SHH"
"P",0.366487757572267,"TS","Patched,Destcompl"
"N",0.0333333333333333,"NF","Patched,PI3K"
"N",0.0730769230769231,"NF","Patched,ILK"
"P",0.0329975579975581,"DA","Patched,AKT"
"N",0.52448384948385,"NF","Patched,AXIN2"
"P",0.174166666666666,"TS","Patched,SMO"
"P",0.122923076923077,"TS","Patched,RAF"
"P",0.124166666666667,"TS","Patched,FUS"
"N",0.106296296296296,"NF","Patched,IKK"
"P",0.221044136191677,"TS","Patched,MEK"
"P",0.177705775206257,"TS","Patched,ERK"
"N",0.128710089399745,"NF","Patched,NFB"
"P",0.0223060094027836,"NF","Patched,Csn"
"P",0.247297297297297,"TS","Patched,SOSGRB2"
"N",0.116326923076923,"NF","Patched,RAS"
"N",0.366666666666667,"NF","Patched,CD44"
"N",0.153544973544973,"NF","Patched,Jagged"
"P",0.0602564102564102,"TS","Patched,DELTA"
"N",0.329090909090909,"NF","Patched,cMet"
"N",0.148023255813954,"NF","Patched,STAT"
"P",0.162703962703963,"DA","Patched,NOTCH"
"P",0.345164884135472,"TS","Patched,ZEB1"
"N",0.192222222222222,"NF","Patched,SRC"
"P",0.195324283559578,"DA","Patched,NOTCHic"
"N",0.108294930875576,"NF","Patched,cfos"
"N",0.174961597542243,"NF","Patched,CDC42"
"P",0.246937186785384,"DA","Patched,Csl"
"N",0.191010980258292,"NF","Patched,PAK1"
"P",0.124344313591625,"DA","Patched,LIV1"
"N",0.124344313591625,"NF","Patched,EGR1"
"N",0.196333560903453,"NF","Patched,SNAI1"
"P",0.141238532110092,"TS","Patched,SMAD"
"P",0.34632183908046,"TS","Patched,TGF"
"N",0.413625192012289,"NF","Patched,TCFLEF"
"P",0.32757183908046,"TS","Patched,TGFR"
"N",0.227918009308987,"NF","Patched,GLI"
"P",0.502603404180262,"DA","miR200,miR200"
"P",0.478068650741412,"DA","miR200,GSK3"
"N",0.345862867360594,"NF","miR200,ZEB2"
"N",0.341108784904718,"NF","miR200,cateninnuc"
"P",0.323586735325865,"DA","miR200,KLF4"
"N",0.0151173057952719,"NF","miR200,HEY1"
