"Nature","Strength","Type","Node"
"P",0.566666666666666,"DA","SUFU,SUFU"
"P",0.209523809523809,"DA","SUFU,TrCP"
"P",0.98266769925665,"DA","SUFU,Ecadherin"
"P",0.998022535086367,"DA","SUFU,cateninmemb"
"P",0.741143380429095,"DA","SUFU,KLF4"
"P",0.623958333333333,"DA","SUFU,Patched"
"P",0.46858293524738,"DA","SUFU,GSK3"
"P",0.603886693017128,"DA","SUFU,RKIP"
"P",0.65912343687166,"DA","SUFU,miR200"
"N",0.728503853090671,"NF","SUFU,ZEB2"
"N",0.471666316940562,"NF","SUFU,Destcompl"
"P",0.640698063911034,"NF","SUFU,Wnt"
"N",0.874511944755506,"NF","SUFU,AXIN2"
"P",0.564426877470356,"NF","SUFU,Frizzled"
"P",0.531818181818182,"TS","SUFU,DSH"
"P",0.505277777777778,"NF","SUFU,PI3K"
"P",0.161386896221903,"NF","SUFU,ILK"
"P",0.605277777777778,"TS","SUFU,RAF"
"P",0.663088768115942,"TS","SUFU,SHH"
"P",0.402255892255892,"TS","SUFU,AKT"
"P",0.565079365079365,"TS","SUFU,SOSGRB2"
"P",0.664032641591007,"TS","SUFU,RAS"
"P",0.650659340659341,"TS","SUFU,MEK"
"P",0.411515151515151,"TS","SUFU,IKK"
"P",0.236190476190476,"TS","SUFU,Csn"
"P",0.636813186813187,"TS","SUFU,ERK"
"P",0.709693786200425,"TS","SUFU,CD44"
"P",0.434624272866247,"NF","SUFU,Jagged"
"P",0.505277777777778,"NF","SUFU,DELTA"
"P",0.38,"TS","SUFU,NFB"
"P",0.638470764617691,"TS","SUFU,cMet"
"P",0.378939393939394,"TS","SUFU,HEY1"
"P",0.821744102179035,"TS","SUFU,FOXC2"
"P",0.38,"NF","SUFU,STAT"
"P",0.998715476539029,"TS","SUFU,SNAI2"
"P",0.495942028985507,"TS","SUFU,SRC"
"P",0.516109969167523,"NF","SUFU,NOTCH"
"P",0.683333333333333,"TS","SUFU,SMO"
"P",0.464761904761904,"TS","SUFU,cfos"
"P",0.649468085106383,"TS","SUFU,CDC42"
"P",0.494047619047619,"TS","SUFU,NOTCHic"
"P",0.878248916677912,"TS","SUFU,TGF"
"P",0.845259592208977,"TS","SUFU,TWIST1"
"P",0.67051282051282,"TS","SUFU,FUS"
"P",0.617857142857143,"TS","SUFU,PAK1"
"P",0.376190476190476,"TS","SUFU,LIV1"
"P",0.436190476190476,"TS","SUFU,EGR1"
"P",1.0028619654997,"TS","SUFU,cateninnuc"
"P",0.858486729561613,"TS","SUFU,TCFLEF"
"P",0.838558994197292,"TS","SUFU,TGFR"
"P",0.479761904761904,"TS","SUFU,Csl"
"P",0.786837186424004,"TS","SUFU,ZEB1"
"P",0.364100074516477,"TS","SUFU,SMAD"
"P",0.622662555809253,"TS","SUFU,SNAI1"
"P",0.920644408646111,"TS","SUFU,GLI"
"P",0.0666666666666666,"DA","TrCP,TrCP"
"P",0.889448828848707,"DA","TrCP,Ecadherin"
"P",0.850262355543435,"DA","TrCP,cateninmemb"
"P",0.635703978561121,"DA","TrCP,KLF4"
"P",0.172586872586873,"NF","TrCP,Patched"
"P",0.359672232529376,"DA","TrCP,GSK3"
"P",0.431980495123781,"DA","TrCP,RKIP"
"P",0.59579805609902,"NF","TrCP,miR200"
"N",0.684025345230925,"NF","TrCP,ZEB2"
"P",0.276072796934866,"TS","TrCP,Destcompl"
"P",0.551309707241911,"TS","TrCP,Wnt"
"P",0.669754502781902,"TS","TrCP,AXIN2"
"P",0.481818181818182,"TS","TrCP,Frizzled"
"P",0.366666666666667,"TS","TrCP,DSH"
"P",0.578499278499279,"TS","TrCP,PI3K"
"P",0.294436194436194,"TS","TrCP,ILK"
"P",0.478499278499279,"TS","TrCP,RAF"
"P",0.206704519645696,"NF","TrCP,SHH"
"P",0.343995098039216,"TS","TrCP,AKT"
"P",0.438183994528044,"TS","TrCP,SOSGRB2"
"P",0.639495129121685,"TS","TrCP,RAS"
"P",0.529123376623377,"TS","TrCP,MEK"
"P",0.347916666666667,"TS","TrCP,IKK"
"P",0.263333333333333,"TS","TrCP,Csn"
"P",0.463928571428572,"TS","TrCP,ERK"
"P",0.616761705009722,"TS","TrCP,CD44"
"P",0.290824078013809,"NF","TrCP,Jagged"
"P",0.378499278499279,"NF","TrCP,DELTA"
"P",0.416666666666667,"TS","TrCP,NFB"
"P",0.653748006379585,"TS","TrCP,cMet"
"P",0.202053981719941,"TS","TrCP,HEY1"
"P",0.545089315864118,"TS","TrCP,FOXC2"
"P",0.3,"NF","TrCP,STAT"
"P",0.776840952047894,"TS","TrCP,SNAI2"
"P",0.481818181818182,"TS","TrCP,SRC"
"P",0.273330725091288,"NF","TrCP,NOTCH"
"P",0.142857142857143,"NF","TrCP,SMO"
"P",0.332380952380952,"NF","TrCP,cfos"
"P",0.380299003322259,"NF","TrCP,CDC42"
"P",0.226851851851852,"NF","TrCP,NOTCHic"
"P",0.684299003322259,"TS","TrCP,TGF"
"P",0.648614486001923,"TS","TrCP,TWIST1"
"P",0.20952380952381,"TS","TrCP,FUS"
"P",0.346190476190476,"TS","TrCP,PAK1"
"P",0.233333333333333,"TS","TrCP,LIV1"
"P",0.313333333333333,"TS","TrCP,EGR1"
"P",0.82595012959863,"TS","TrCP,cateninnuc"
"P",0.7455309966599,"TS","TrCP,TCFLEF"
"P",0.667632336655592,"TS","TrCP,TGFR"
"P",0.208333333333333,"TS","TrCP,Csl"
"P",0.717358678564258,"TS","TrCP,ZEB1"
"P",0.26030921030921,"TS","TrCP,SMAD"
"P",0.414237575408087,"TS","TrCP,SNAI1"
"P",0.597059147957794,"TS","TrCP,GLI"
"P",1.66811195425875,"DA","Ecadherin,Ecadherin"
"P",1.74743434178557,"DA","Ecadherin,cateninmemb"
