"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.789762061440639,0.789762061440639,0.774577036652567,0.742538850275462,0.657854253617689,0.657854253617689,0.622191170693142,0.575058783621672,0.509123171006499,0.447143934673776,0,0,-0.455331962349243,-0.479016627855591,-0.491450342833167,-0.508557288455622,-0.452451628669428,-0.653913822138473,-0.563718594340551,-0.606762934776335,-0.717967263966244,-0.627175594505196,-0.878184151287534
"miR200c",0.76840586051041,0.76840586051041,0.756884486637757,0.72098907499284,0.649839686452322,0.649839686452322,0.693458300409336,0.581230674154889,0.570240956030669,0.452772980889315,0,0,-0.496369753757948,-0.487773948401882,-0.523849937445448,-0.547696175927145,-0.516008077477824,-0.635039534247463,-0.665396917364059,-0.691126926672067,-0.708287789432191,-0.727432772892164,-0.848555897251396
"miR200b",0.76840586051041,0.76840586051041,0.756884486637757,0.72098907499284,0.649839686452322,0.649839686452322,0.693458300409336,0.581230674154889,0.570240956030669,0.452772980889315,0,0,-0.496369753757948,-0.487773948401882,-0.523849937445448,-0.547696175927145,-0.516008077477824,-0.635039534247463,-0.665396917364059,-0.691126926672067,-0.708287789432191,-0.727432772892164,-0.848555897251396
"miR200a",0.76840586051041,0.76840586051041,0.756884486637757,0.72098907499284,0.649839686452322,0.649839686452322,0.693458300409336,0.581230674154889,0.570240956030669,0.452772980889315,0,0,-0.496369753757948,-0.487773948401882,-0.523849937445448,-0.547696175927145,-0.516008077477824,-0.635039534247463,-0.665396917364059,-0.691126926672067,-0.708287789432191,-0.727432772892164,-0.848555897251396
"miR141",0.76840586051041,0.76840586051041,0.756884486637757,0.72098907499284,0.649839686452322,0.649839686452322,0.693458300409336,0.581230674154889,0.570240956030669,0.452772980889315,0,0,-0.496369753757948,-0.487773948401882,-0.523849937445448,-0.547696175927145,-0.516008077477824,-0.635039534247463,-0.665396917364059,-0.691126926672067,-0.708287789432191,-0.727432772892164,-0.848555897251396
"miR101",0.690306277429632,0.690306277429632,0.679010549279546,0.623691271073298,0.674389152677162,0.674389152677162,0.52675334687146,0.616042815170096,0.518608034273913,0.434355322914455,0,0,-0.378887674607392,-0.381868352671585,-0.478681753679627,-0.424758382029959,-0.571035115578038,-0.545084726704747,-0.529144946704034,-0.605073311600907,-0.724936254059281,-0.583101173472249,-0.759512175350017
"CDH1",0.610530373958767,0.610530373958767,0.803308451447768,0.768655664713848,0.601757305841643,0.601757305841643,0.522861655870947,0.557200800703358,0.722008979692145,0.408709641971747,0,0,-0.539099206349206,-0.445155639900366,-0.466979212570273,-0.597062505654023,-0.661992163977095,-0.782755956414846,-0.636504465500307,-0.851158964223288,-0.666158712879507,-0.705447829828287,-0.688331864621468
"miR34a",0.70865213488819,0.70865213488819,0.699022402871171,0.652838176685152,0.697091618732928,0.697091618732928,0.590044559326354,0.63939210539764,0.590245496875922,0.465207009078468,0,0,-0.505965301976773,-0.470541045554061,-0.531260109819011,-0.554001543450864,-0.540926519219436,-0.77184410271022,-0.549066709693936,-0.731549149250064,-0.750427387823172,-0.606424002328785,-0.677291861619329
"CLDN7",0.536967971573419,0.536967971573419,0.731819941864474,0.802487549334836,0.529705769667213,0.529705769667213,0.459374862304472,0.494105333008083,0.661992163977095,0.362800295915053,0,0,-0.476003968253968,-0.401002053570145,-0.412771585156203,-0.539099206349206,-0.598395525321633,-0.716234748525162,-0.558436347130681,-0.788888269690113,-0.601757305841643,-0.636504465500307,-0.619275698497869
"GRHL2",0.603344317231867,0.603344317231867,0.511502385516989,0.488952865407524,0.583207262439132,0.583207262439132,0.553195095048992,0.420448536563267,0.318619510423595,0.375670952830229,0.0156833518999117,0.0158492093830998,-0.290134161992379,-0.333287545932288,-0.347985605643241,-0.325587968333969,-0.281538764330176,-0.382051577782932,-0.503706744926068,-0.373585452319516,-0.621885869153306,-0.544588135537151,-0.473435029843487
"OVOL2",0.329174715534786,0.329174715534786,0.449397309640544,0.48830926434563,0.309858507941759,0.309858507941759,0.38034912586762,0.258805053962312,0.429378511246532,0.144812989755731,-0.0145967841885247,-0.0146932229674344,-0.325297215597088,-0.331025833773038,-0.343038307320798,-0.35322914822428,-0.399646944336521,-0.452701044692148,-0.303737174769739,-0.481691084578871,-0.341615552314334,-0.33706812043843,-0.384681997710787
"NP63",0.0501043095650121,0.0501043095650121,-0.107821343788775,-0.114399301069089,0.0577895396896379,0.0577895396896379,0.0449330214674229,0.14855307893674,-0.281838839485661,0.138324910410032,0.0178731271532853,0.117732106829768,0.200808904177607,0.0965915501512884,0.106436439918154,0.199695695035201,0.281089853737195,0.236089411276374,-0.0349278680328471,0.278210740514593,-0.0615010054259013,-0.0412149351552909,-0.0412269053124619
"SNAI1",-0.518475628783213,-0.518475628783213,-0.51191501265311,-0.552271882737189,-0.512140206107496,-0.512140206107496,-0.474539218948363,-0.472208337299315,-0.462335331333824,-0.362518603675675,0,0,0.325139703330344,0.2104726504203,0.413674052196961,0.35803294376486,0.428217627642898,0.482050417710691,0.409646612870506,0.534413001111416,0.5501855987601,0.450563284983068,0.564658591213534
"TCF3",-0.536967971573419,-0.536967971573419,-0.731819941864474,-0.802487549334836,-0.529705769667213,-0.529705769667213,-0.459374862304472,-0.494105333008083,-0.661992163977095,-0.362800295915053,0,0,0.476003968253968,0.401002053570145,0.412771585156203,0.539099206349206,0.598395525321633,0.716234748525162,0.558436347130681,0.788888269690113,0.601757305841643,0.636504465500307,0.619275698497869
"KLF8",-0.536967971573419,-0.536967971573419,-0.731819941864474,-0.802487549334836,-0.529705769667213,-0.529705769667213,-0.459374862304472,-0.494105333008083,-0.661992163977095,-0.362800295915053,0,0,0.476003968253968,0.401002053570145,0.412771585156203,0.539099206349206,0.598395525321633,0.716234748525162,0.558436347130681,0.788888269690113,0.601757305841643,0.636504465500307,0.619275698497869
"TGFbeta",-0.582845112458331,-0.582845112458331,-0.674516083994855,-0.627369311401847,-0.573713035254476,-0.573713035254476,-0.566719619244409,-0.529655898166352,-0.554930881914137,-0.403886151298913,0,0,0.476817678252873,0.440200172834231,0.501258651393931,0.523409422963244,0.507658324867214,0.646837462112685,0.641342511283377,0.706749020303733,0.625176100291242,0.597046192543793,0.646964233643635
"FOXC2",-0.657995703266647,-0.657995703266647,-0.644116801732927,-0.712539125522621,-0.613336120102923,-0.613336120102923,-0.589902703489604,-0.525497899185401,-0.483116388991144,-0.420112227353341,0,0,0.436028882808174,0.454879283771269,0.468866609704619,0.485827022179773,0.429820430227162,0.626380812921721,0.477115391926818,0.574318329670711,0.669236510895062,0.535780785217209,0.653666344232335
"ZEB1",-0.716508126179218,-0.716508126179218,-0.70175933101633,-0.767681063371357,-0.669236510895062,-0.669236510895062,-0.6408124949868,-0.574642337406902,-0.534267732964389,-0.453181565471588,0,0,0.485827022179773,0.4898482034345,0.517405918927309,0.53762200177902,0.483116388991144,0.683022147687434,0.535780785217209,0.627402914302305,0.627257683772923,0.599488238944072,0.713928241110439
"SNAI2",-0.677222177348827,-0.677222177348827,-0.868485722835121,-0.830013994823796,-0.666158712879507,-0.666158712879507,-0.580175771196381,-0.613776486001035,-0.77804293914941,-0.447537649164657,0,0,0.597062505654023,0.485352172868828,0.519174469220474,0.652532111254633,0.722008979692145,0.845344221175411,0.705447829828287,0.809836708569138,0.728846624563885,0.773557497086782,0.754141232440518
"GSC",-0.711151041065999,-0.711151041065999,-0.699139305988179,-0.652135687499838,-0.699485698366258,-0.699485698366258,-0.605966056909985,-0.63794996155707,-0.578411887444555,-0.469068780133122,0,0,0.576259019145876,0.47350018789521,0.609776677266212,0.624388070412818,0.529038386013663,0.569111505487658,0.550483215900736,0.626519965844894,0.753319660713938,0.608495433078605,0.780486730223078
"TWIST1",-0.723275258376908,-0.723275258376908,-0.712476175254106,-0.764901656746128,-0.710058991253524,-0.710058991253524,-0.59183738381439,-0.649753370629409,-0.598854229509403,-0.471495228217524,0,0,0.598111235214284,0.405074703688454,0.608805486082142,0.547547189409508,0.547934375228893,0.683006334211678,0.557855949863552,0.744089077133083,0.764872228585776,0.616685365515398,0.794871274238003
"TWIST2",-0.725456034781718,-0.725456034781718,-0.715211892281309,-0.770429793040256,-0.713032072419192,-0.713032072419192,-0.607007550184334,-0.655210484011564,-0.611944941085487,-0.477243824065211,0,0,0.621283960289418,0.487611080456876,0.529149225227747,0.670751441898319,0.560974583738656,0.686908328667468,0.562275487931298,0.748082551998729,0.768302328068517,0.62165172451562,0.796828373005442
"ZEB2",-0.915501950536942,-0.915501950536942,-0.905562123479672,-0.873674313168765,-0.703169134459416,-0.703169134459416,-0.648613596194343,-0.642627180921478,-0.63239613456827,-0.452951958384648,0,0,0.457496008848345,0.474522947649678,0.496646990726142,0.518695546551867,0.571354016245985,0.686318944871438,0.725053636135776,0.749226004546759,0.77125102795449,0.799258305715241,0.89898376918024
