"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.803123143290481,0.803123143290481,0.778141177833552,0.623933934923302,0.793539689064476,0.793539689064476,0.753296516075588,0.717329853139245,0.498216583263625,0.505161690933688,0,0,-0.458067489640793,-0.490109123442075,-0.500520137558447,-0.513724175938721,-0.442036597031696,-0.644057767419063,-0.595456162601956,-0.582533653485569,-0.858975522159717,-0.663626294327079,-0.884388321076887
"miR200c",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR200b",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR200a",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR141",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR101",0.710211342741853,0.710211342741853,0.69121371710107,0.559086792882806,0.704977118129083,0.704977118129083,0.59704329505747,0.649243907787254,0.518781476643736,0.474290325299897,0,0,-0.387448098419364,-0.397775913043021,-0.491192569338837,-0.435701647517494,-0.570678225454114,-0.550022753436327,-0.544912441587278,-0.596868341158191,-0.760521760691952,-0.603016391482054,-0.774978953697502
"CDH1",0.618762695658356,0.618762695658356,0.807168433951949,0.716470924905253,0.615220009893671,0.615220009893671,0.548987745000646,0.574026632954485,0.719325987354911,0.431483411487493,0,0,-0.541981344398552,-0.453342153725232,-0.472591055338283,-0.601513880919137,-0.659758195953792,-0.781853826465115,-0.640807455758922,-0.841461153843127,-0.683893703561349,-0.712573317002451,-0.694709822720155
"miR34a",0.724635090130238,0.724635090130238,0.708251749168732,0.592812896752984,0.720398834895176,0.720398834895176,0.630896537649425,0.666185943803018,0.589120524133917,0.495885736248971,0,0,-0.513108228713764,-0.484274500156337,-0.541994967332565,-0.563034614201863,-0.539572852038035,-0.773823701361098,-0.559540092396913,-0.72221928617029,-0.777767184557141,-0.619783622497257,-0.689805053024093
"GRHL2",0.643544971272471,0.643544971272471,0.559099948885053,0.446049588720547,0.634881213573866,0.634881213573866,0.603124322108114,0.508959718328062,0.330425315796275,0.418922987945205,0.0255409753580788,0.0256364332958402,-0.307960263387535,-0.35890932301454,-0.370745404595776,-0.347722677399906,-0.290690292247703,-0.402138874469534,-0.541294512575167,-0.381823501076485,-0.680731897138403,-0.589058610647751,-0.508055732394339
"OVOL2",0.440914047751036,0.440914047751036,0.466444507443964,0.451700111695538,0.427590838629686,0.427590838629686,0.431314235945463,0.312297848001598,0.431855837643668,0.182144889681733,-0.0240834337367673,-0.0241428552949085,-0.332398998931524,-0.341961765272762,-0.353545360009301,-0.362546110650106,-0.401406082755147,-0.458658831517178,-0.342776917505365,-0.479795612920916,-0.463325591873192,-0.379973786993902,-0.39835097854624
"NP63",0.121252917983461,0.121252917983461,-0.0531993025971805,-0.0929163711743518,0.153923118735549,0.153923118735549,0.122326029873157,0.235612998163969,-0.261683962516664,0.180025024246433,0.0215802590359401,0.12148890048048,0.181985872775601,0.073848760277521,0.0861979124287953,0.177616973415116,0.264979099311445,0.205744486047978,-0.0888000487506498,0.252818247743816,-0.15870260160005,-0.0953282996107563,-0.0778421333388898
"SNAI1",-0.537329312066673,-0.537329312066673,-0.524599212171829,-0.51419418889498,-0.538296376650471,-0.538296376650471,-0.502840546420845,-0.500909254797575,-0.464283422382503,-0.387995457310848,0,0,0.332310997888455,0.222351809092273,0.423765167780412,0.367130816097213,0.429461762615673,0.487090829802573,0.422586508834681,0.531447277198872,0.579384972223974,0.465806750240572,0.57764089474149
"TCF3",-0.543822670606873,-0.543822670606873,-0.735150743476111,-0.757388500398673,-0.541288839210132,-0.541288839210132,-0.482132115861573,-0.50839990828481,-0.659758195953792,-0.384383059661961,0,0,0.477944558338533,0.407665068252689,0.416213732917589,0.541981344398552,0.596861459252853,0.715276061164722,0.562576533156058,0.780708595206616,0.615220009893671,0.640807455758922,0.623658187263363
"KLF8",-0.543822670606873,-0.543822670606873,-0.735150743476111,-0.757388500398673,-0.541288839210132,-0.541288839210132,-0.482132115861573,-0.50839990828481,-0.659758195953792,-0.384383059661961,0,0,0.477944558338533,0.407665068252689,0.416213732917589,0.541981344398552,0.596861459252853,0.715276061164722,0.562576533156058,0.780708595206616,0.615220009893671,0.640807455758922,0.623658187263363
"CLDN7",-0.543822670606873,-0.543822670606873,-0.735150743476111,-0.757388500398673,-0.541288839210132,-0.541288839210132,-0.482132115861573,-0.50839990828481,-0.659758195953792,-0.384383059661961,0,0,0.477944558338533,0.407665068252689,0.416213732917589,0.541981344398552,0.596861459252853,0.715276061164722,0.562576533156058,0.780708595206616,0.615220009893671,0.640807455758922,0.623658187263363
