"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.700489013677279,0.328213804331914,0.626426693892463,0.475991291191844,0.377402682350572,0.549314580347811,0.342864549303014,0.552798632227002,0.345422556328278,-0.200311662368632,0,0,-0.319647279707894,0,0,-0.629990001537015,-0.649663184522624,-0.629990001537015,-0.3006075599016,-0.485301038042425,0.450576923770347,0.513289356964454,-0.275254067853926,0.374536919239553,-0.3006075599016,-0.626532448433659
"ZEB1",0.635770088715568,0.556340116118151,0.660954608205306,0.609402218090483,0.493972078357629,0.571772399489526,0.455267576744116,0.556743105826284,0.451652905099562,-0.392320808321162,0,0,-0.620976164237665,0,0,-0.689769773011736,-0.696666150992923,-0.689769773011736,-0.625015308780135,-0.487319595147629,0.44827334069302,0.53089292326932,-0.563516146526802,0.481321392951122,-0.625015308780135,-0.670187069979374
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.749260873797332,0.60968085081978,0.595523234499857,0.641113843507972,0.645509737743016,0.545710834808853,0.604303177749855,0.702362177176269,0.462430095398279,-0.404996514853814,0,0,-0.523347631007518,0,0,-0.629161430031104,-0.638697636893312,-0.629161430031104,-0.575811867066862,-0.584101639300949,0.542203018425505,0.5015095320497,-0.538227295238991,0.508451277333155,-0.575811867066862,-0.706434182025119
"TWIST1",0.745765274593053,0.604368691343504,0.688779707173536,0.635989153646999,0.52140712787621,0.539677448797742,0.580379245483863,0.696982885614463,0.379339699192515,-0.398862120970829,0,0,-0.513543141519719,0,0,-0.624638381444541,-0.634002917402405,-0.624638381444541,-0.570808218125814,-0.57007658127933,0.528436388081103,0.495879172865439,-0.531948681175683,0.587286265962955,-0.570808218125814,-0.699664103959704
"TGFbeta",0.619614243733724,0.512877084030818,0.577020913152921,0.620881931362671,0.511187617383873,0.548382362402401,0.470813692305027,0.680699847198471,0.427103098235345,-0.354235519932768,0,0,-0.506371297292878,0,0,-0.519614234887631,-0.62590681429694,-0.519614234887631,-0.480148042841401,-0.541128209314249,0.500278828034429,0.605749990104907,-0.451322945183326,0.491896324718624,-0.480148042841401,-0.587719009933725
"TCF3",0.602806934439393,0.503279785975772,0.667555868815487,0.701146692953306,0.534668104266143,0.603106466546103,0.475858810945717,0.773296981991744,0.394846620649978,-0.328341734633626,0,0,-0.41847151291251,0,0,-0.490026458545532,-0.697177167602422,-0.490026458545532,-0.455432073581375,-0.656624493984194,0.597095362707186,0.540971248130298,-0.431001307443932,0.409926326889479,-0.455432073581375,-0.774973640582143
"SNAI2",0.716420767230591,0.585092880588871,0.767857706264476,0.809261485675264,0.634304003541728,0.709691729183637,0.587103695235599,0.773677246513805,0.466684571177153,-0.385970071800643,0,0,-0.506494968836536,0,0,-0.59587587430048,-0.804923666278808,-0.59587587430048,-0.546478194472346,-0.757936405211492,0.710065016775433,0.659306724336066,-0.511874876726146,0.504681056760994,-0.546478194472346,-0.777110706095354
"SNAI1",0.536603863792376,0.450257693078235,0.503338499829704,0.454994743462341,0.344061437793589,0.404034742786505,0.316241450975754,0.507495720840003,0.196037281441926,-0.316898981927778,0,0,-0.416868809051745,0,0,-0.459504679946146,-0.465383559797456,-0.459504679946146,-0.426804361237644,-0.446705275899815,0.41818050980271,0.373351995404012,-0.400993083764755,0.402537548070141,-0.426804361237644,-0.513403210821294
"OVOL2",-0.370024126719615,-0.366446564383439,-0.451450686652939,-0.438083526682349,-0.347643570088309,-0.335999377558123,-0.322366611596114,-0.465736553764965,-0.323850626319513,0.129615327560747,-0.0240834337367673,0,0.36797943951066,0,-0.0241428552949085,0.383435183051857,0.424588493312075,0.383435183051857,0.345002940732097,0.421695239054513,-0.395690391659713,-0.308104481173644,0.239932798909134,-0.339587646577447,0.345002940732097,0.463479556144034
"NP63",-0.0601046177069094,-0.115599392937427,0.0655559068386018,0.219083429745885,0.188475949885936,-0.0702259370387602,0.18969439485396,0.262790228612997,0.0850754082772468,0.155491646569552,0.0215802590359401,0,0.0904212958893137,0,0.12148890048048,0.0925321363213208,-0.0752972250593673,0.0925321363213208,0.114921844326622,-0.269470139942132,0.270262398289629,-0.0685844602231225,0.201957727844281,0.0965525522186263,0.114921844326622,-0.0912416489435036
"miR9",-0.500379445154359,-0.113442343338983,-0.271659501756733,-0.0231846772063216,-0.0414645489353183,-0.298283171685164,-0.027828714147651,-0.0472931193846514,-0.113891236993962,0.0781075222581211,0,0,0.113539693391161,0,0,0.394700205249512,0.281700490484694,0.394700205249512,0.101280394342401,0.0216334957352824,-0.00706797751507874,-0.282657684849208,0.0931235254023579,-0.139726505836943,0.101280394342401,0.151865827510441
"miR34a",-0.64356508171186,-0.619299172051751,-0.594014293721899,-0.739634869945774,-0.538622290349147,-0.54774809879456,-0.497194247550378,-0.698750833113016,-0.45483365463459,0.409769273070439,0,0,0.528047122991468,0,0,0.631845057835148,0.639638735026767,0.631845057835148,0.585413354283566,0.572384584474103,-0.530337296520815,-0.503576589885437,0.545673482308943,-0.519321520234461,0.585413354283566,0.605066519140469
"miR30c",-0.709892327774864,-0.473860861971381,-0.553492083753161,-0.600437482368573,-0.486953160254516,-0.527514585835005,-0.44838013155045,-0.666771402103839,-0.341599903510769,0.333501782933359,0,0,0.434699344671946,0,0,0.596687174511597,0.606061521531855,0.596687174511597,0.442629056503032,0.522786786852295,-0.483749512105319,-0.486797629326776,0.417197854309628,-0.452620999183737,0.442629056503032,0.564152213111474
"miR205",-0.783598874620694,-0.592199003234541,-0.61409253259953,-0.560670003903093,-0.452291545437806,-0.526203860882282,-0.411893703503784,-0.516991354010445,-0.423811334759005,0.357043792258338,0,0,0.56164262243195,0,0,0.632129958731303,0.642802543147114,0.632129958731303,0.558174581177672,0.448081178550884,-0.406605491711908,-0.481688704557889,0.511999401405385,-0.444141975966818,0.558174581177672,0.620390969975914
"miR200c",-0.779092394332156,-0.613545828375071,-0.62057175294893,-0.565540632388791,-0.507737595682109,-0.642298222390441,-0.466495008758702,-0.623463277873402,-0.448229363143579,0.376959382756243,0,0,0.566045208872542,0,0,0.642827282527345,0.652778604817389,0.642827282527345,0.578777358525213,0.526090024532362,-0.483751852276319,-0.596878487820857,0.535533446228083,-0.490889902797894,0.578777358525213,0.628131015403512
"miR200b",-0.779092394332156,-0.613545828375071,-0.62057175294893,-0.565540632388791,-0.507737595682109,-0.642298222390441,-0.466495008758702,-0.623463277873402,-0.448229363143579,0.376959382756243,0,0,0.566045208872542,0,0,0.642827282527345,0.652778604817389,0.642827282527345,0.578777358525213,0.526090024532362,-0.483751852276319,-0.596878487820857,0.535533446228083,-0.490889902797894,0.578777358525213,0.628131015403512
"miR200a",-0.223182255011334,0.243184304166727,-0.00164968137164148,0.0301111209934857,-0.0580609979060763,-0.0482375230537341,-0.060724529266533,-0.0709721453049655,-0.0571038143424386,-0.162565484866283,0,0,-0.138928754185871,0,0,-0.0123543193695148,0.0157875930728895,-0.0123543193695148,-0.241081594816467,0.0693642104766957,-0.0721198748980061,-0.0507918362979846,-0.235925130147203,-0.098432900295481,-0.241081594816467,-0.0210551766392772
"miR141",-0.779092394332156,-0.613545828375071,-0.62057175294893,-0.565540632388791,-0.507737595682109,-0.642298222390441,-0.466495008758702,-0.623463277873402,-0.448229363143579,0.376959382756243,0,0,0.566045208872542,0,0,0.642827282527345,0.652778604817389,0.642827282527345,0.578777358525213,0.526090024532362,-0.483751852276319,-0.596878487820857,0.535533446228083,-0.490889902797894,0.578777358525213,0.628131015403512
"miR101",-0.706804648618924,-0.562940109460373,-0.545261814720996,-0.494972158918895,-0.395641475255072,-0.504740272656953,-0.35839804149581,-0.55450829027551,-0.353608224966481,0.363859229327143,0,0,0.461805644411183,0,0,0.587417234697755,0.596166709405841,0.587417234697755,0.532450672724602,0.48700808649586,-0.549176786817523,-0.464952901252816,0.495866661635336,-0.454383492995606,0.532450672724602,0.555212904536384
"KLF8",0.602806934439393,0.503279785975772,0.667555868815487,0.701146692953306,0.534668104266143,0.603106466546103,0.475858810945717,0.773296981991744,0.394846620649978,-0.328341734633626,0,0,-0.41847151291251,0,0,-0.490026458545532,-0.697177167602422,-0.490026458545532,-0.455432073581375,-0.656624493984194,0.597095362707186,0.540971248130298,-0.431001307443932,0.409926326889479,-0.455432073581375,-0.774973640582143
"GSC",0.730311386306763,0.590104406888204,0.575202159044698,0.521495436353653,0.597677096114045,0.528354735509381,0.558282769510416,0.579118099086722,0.447276266441646,-0.393898062812743,0,0,-0.514061924255548,0,0,-0.610530328905949,-0.619041222400852,-0.610530328905949,-0.557791646707209,-0.549245090360119,0.509246844199078,0.48612285623476,-0.519108706089557,0.587698331239861,-0.557791646707209,-0.585600312644117
