"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.895984967532974,0.739916443835894,0.858993931855016,0.683242946285989,0.521404879203744,0.788894889500034,0.461354868649569,0.744695852587533,0.479611757746937,-0.459808566511101,0,0,-0.641705704313816,0,0,-0.899172654612475,-0.894484310767751,-0.899172654612475,-0.678965491435068,-0.633192919841726,0.573182180732475,0.719701163324,-0.626837151701174,0.500178404327354,-0.678965491435068,-0.866254970151545
"ZEB1",0.724508374060012,0.752721848869191,0.76555486929559,0.693462531940999,0.553636470796748,0.685469737040535,0.502648832055589,0.636462083373787,0.509437889829689,-0.500812070813289,0,0,-0.765763694270777,0,0,-0.826774265418126,-0.812507280354898,-0.826774265418126,-0.800779959668351,-0.547432252745303,0.496267992485925,0.626578126801856,-0.714710127713117,0.534183649850377,-0.800779959668351,-0.775577555142942
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.725748621656027,0.583711771844013,0.575784295763564,0.618298791920926,0.624392149739464,0.516651928412002,0.582675494709044,0.681192181393412,0.447394574214662,-0.385255764008543,0,0,-0.501576975247687,0,0,-0.603439552997707,-0.616939848989054,-0.603439552997707,-0.540800512531024,-0.563007212318631,0.520442058025269,0.468609478220573,-0.499573268223547,0.488465822610999,-0.540800512531024,-0.687017416841943
"TWIST1",0.431361298765669,0.0944693762687022,0.359524566656459,0.331690553462107,0.278487059209405,0.179424822487954,0.360637589816315,0.403591825720916,0.167713351384254,-0.00957621680068565,0,0,-0.143968929965596,0,0,-0.231786083310495,-0.283515380194032,-0.231786083310495,-0.0767056963557739,-0.325773655599826,0.308260335876677,0.158844116879877,-0.0612912228105284,0.363791060885814,-0.0767056963557739,-0.368540340469011
"TGFbeta",0.608965547013973,0.525095569791779,0.57053124149109,0.609926670026327,0.499840879409322,0.540360363944457,0.458067004247659,0.67036012998905,0.419511447124734,-0.351841834272095,0,0,-0.508948763402295,0,0,-0.51602552902034,-0.619550925796211,-0.51602552902034,-0.482791631657388,-0.529779684387682,0.487930379279345,0.592274544037679,-0.450395419578129,0.480989222932791,-0.482791631657388,-0.58100017673209
"TCF3",0.6023641470872,0.529915385164581,0.671664541278043,0.700124403046671,0.531353920901426,0.604739523226877,0.471721781501619,0.772427882652186,0.393995187973009,-0.337972382368466,0,0,-0.429848160886912,0,0,-0.497522676859235,-0.701966195652979,-0.497522676859235,-0.468470042663758,-0.653402347709519,0.593277180074294,0.535082100714642,-0.440481058795616,0.406599390575349,-0.468470042663758,-0.77897387542658
"SNAI2",0.726166681345156,0.638484947079159,0.785244158131287,0.818356207597785,0.637196597709608,0.726828694493543,0.585893097528252,0.782526657450643,0.472924316642428,-0.412293430959594,0,0,-0.538279632655225,0,0,-0.621794154640946,-0.824625872728951,-0.621794154640946,-0.58589234686903,-0.760961505817537,0.709210959530554,0.667335427230805,-0.544784141660681,0.50640172705456,-0.58589234686903,-0.794338291653398
"SNAI1",0.530764649350773,0.467192410415473,0.502214252752846,0.449204467919648,0.336484211112209,0.400478449067625,0.307424692107922,0.502231776261582,0.192470259539042,-0.319665067668763,0,0,-0.426451451876285,0,0,-0.461110897220297,-0.464757606302436,-0.461110897220297,-0.436627188492229,-0.439415338811233,0.409255202291184,0.366623663395855,-0.40655306607109,0.394927924005734,-0.436627188492229,-0.512400115604876
"OVOL2",-0.386745075813927,-0.419105903612208,-0.473884494247436,-0.454013419416093,-0.357585206437161,-0.360014383033496,-0.329585422248973,-0.481087869470902,-0.33498129583431,0.158562011605251,-0.0240834337367673,0,0.402964120613953,0,-0.0241428552949085,0.415258168400968,0.449931853405513,0.415258168400968,0.389684116650364,0.431907782011283,-0.402849733910212,-0.327406496128734,0.278688391095406,-0.348067577791733,0.389684116650364,0.4857265828718
"NP63",-0.0898786643106179,-0.183150515723491,0.030394063496207,0.190417752085125,0.168460346438245,-0.110356774217087,0.175064183530133,0.235704051040313,0.0656348390451608,0.194059356241762,0.0215802590359401,0,0.140893079799724,0,0.12148890048048,0.138557593642132,-0.0366059939456207,0.138557593642132,0.176528046352284,-0.249493483817537,0.255299723194696,-0.101666703525749,0.255279674678517,0.0789365825773554,0.176528046352284,-0.0559287707684351
"miR9",-0.626596272586933,-0.407204304757293,-0.427545568770434,-0.1566063756195,-0.132071598414653,-0.461611542087211,-0.0998551935280908,-0.172124989460375,-0.201157759213722,0.277065559498911,0,0,0.345530993889355,0,0,0.579729292105358,0.445727926216893,0.579729292105358,0.373228316675617,0.114737410345097,-0.0806636779532292,-0.425048214466087,0.348624707546152,-0.218090915457629,0.373228316675617,0.309771925964449
"miR34a",-0.655928002476837,-0.680589995188273,-0.613954585750128,-0.751245833295108,-0.543724315169975,-0.570030778490205,-0.498331323901364,-0.709812394011769,-0.462646435518897,0.439704705833525,0,0,0.564643030347017,0,0,0.662952107937125,0.662924877495274,0.662952107937125,0.634248647856023,0.57765985709882,-0.531781707129551,-0.517691718941182,0.589038832565816,-0.523148604482985,0.634248647856023,0.624606883531706
"miR30c",-0.736845567492633,-0.564808458794123,-0.59010117244571,-0.626412866752304,-0.50249015236185,-0.568773010516313,-0.458054854592589,-0.691391794513987,-0.35911128920313,0.382473318196677,0,0,0.493319122506117,0,0,0.648749749619129,0.647691288001247,0.648749749619129,0.519705998608039,0.538589268896966,-0.493803619263131,-0.517795766272577,0.486904355280986,-0.465753001238895,0.519705998608039,0.600368244451648
"miR205",-0.882574217524757,-0.821688223949507,-0.734806615924099,-0.657541030232692,-0.518634402295795,-0.653166603790048,-0.463451337347893,-0.608666586128348,-0.490152716374006,0.486827039060121,0,0,0.732583980140649,0,0,0.786166480817956,0.774615157196212,0.786166480817956,0.764307570293031,0.515591843090388,-0.45867338761758,-0.589276745037469,0.691472648140525,-0.502018695910262,0.764307570293031,0.742769561392431
