"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.798168182009041,0.798168182009041,0.776651960401358,0.74640658402058,0.787733973199181,0.787733973199181,0.746730712364633,0.707412798844148,0.512119750525371,0.495925071958864,0,0,-0.459068334975299,-0.485506200415011,-0.496187802345391,-0.514896736615649,-0.454620563245175,-0.657750240442356,-0.586304235474658,-0.60665453386057,-0.852193467736312,-0.653423295770869,-0.880369058935473
"miR200c",0.77728192243771,0.77728192243771,0.759399754286256,0.726770062306826,0.770132962458284,0.770132962458284,0.714145709607309,0.701348885076078,0.57436466576814,0.496529338142344,0,0,-0.500727484122254,-0.494777930775015,-0.528474554053765,-0.554404030469748,-0.519081164614266,-0.640570587121626,-0.680365385355839,-0.693007407491972,-0.832332581581386,-0.745210296062003,-0.851983266680453
"miR200b",0.77728192243771,0.77728192243771,0.759399754286256,0.726770062306826,0.770132962458284,0.770132962458284,0.714145709607309,0.701348885076078,0.57436466576814,0.496529338142344,0,0,-0.500727484122254,-0.494777930775015,-0.528474554053765,-0.554404030469748,-0.519081164614266,-0.640570587121626,-0.680365385355839,-0.693007407491972,-0.832332581581386,-0.745210296062003,-0.851983266680453
"miR200a",0.77728192243771,0.77728192243771,0.759399754286256,0.726770062306826,0.770132962458284,0.770132962458284,0.714145709607309,0.701348885076078,0.57436466576814,0.496529338142344,0,0,-0.500727484122254,-0.494777930775015,-0.528474554053765,-0.554404030469748,-0.519081164614266,-0.640570587121626,-0.680365385355839,-0.693007407491972,-0.832332581581386,-0.745210296062003,-0.851983266680453
"miR141",0.77728192243771,0.77728192243771,0.759399754286256,0.726770062306826,0.770132962458284,0.770132962458284,0.714145709607309,0.701348885076078,0.57436466576814,0.496529338142344,0,0,-0.500727484122254,-0.494777930775015,-0.528474554053765,-0.554404030469748,-0.519081164614266,-0.640570587121626,-0.680365385355839,-0.693007407491972,-0.832332581581386,-0.745210296062003,-0.851983266680453
"miR101",0.699884125822847,0.699884125822847,0.682024240150195,0.635986686932327,0.694829872685816,0.694829872685816,0.586643472250558,0.63745762649687,0.52505270968301,0.464009869968145,0,0,-0.383562876922847,-0.388758973194311,-0.482857127445974,-0.431404490462903,-0.576327261089411,-0.55626514606891,-0.53397710866816,-0.610622233597778,-0.748863151978611,-0.590414468070499,-0.763217330302923
"CDH1",0.614121085713512,0.614121085713512,0.8037205506997,0.773497393493749,0.610629883178838,0.610629883178838,0.54359835215665,0.568049511997414,0.724515949418824,0.425633796341329,0,0,-0.540570356669215,-0.448757371748273,-0.468441707097026,-0.600066514293298,-0.663729996241566,-0.787298990567899,-0.635851641024215,-0.852840208035217,-0.67808087810232,-0.706187938683419,-0.68909257870298
"miR34a",0.715767042464683,0.715767042464683,0.701186283355818,0.661630840618775,0.711702862091506,0.711702862091506,0.621596763985184,0.655915870533797,0.595372841744048,0.486622849295447,0,0,-0.510030789027575,-0.476794323128033,-0.534443592436974,-0.559528801714082,-0.54506462238062,-0.780127821771753,-0.549912964974178,-0.735593596336397,-0.767610348516207,-0.608475351238914,-0.679527456817893
"CLDN7",0.54055411359419,0.54055411359419,0.732745657389275,0.80652587972313,0.53811752288136,0.53811752288136,0.478154072810439,0.504055818601015,0.663729996241566,0.380053895059043,0,0,-0.477169630904571,-0.404127289239645,-0.412971884302283,-0.540570356669215,-0.599400391703989,-0.719604645949022,-0.559437708892957,-0.78998628009529,-0.610629883178838,-0.635851641024215,-0.61907254813
"GRHL2",0.624461510452287,0.624461510452287,0.382606120314014,0.517402106108309,0.616815176549874,0.616815176549874,0.585948845870808,0.490247502018157,0.331850575381685,0.403045709766416,0.026076698220393,0.0261892255850021,-0.299803157433567,-0.345280778197238,-0.35662983793258,-0.33827119936796,-0.292566607658154,-0.402838210123124,-0.513600168622609,-0.388812921241507,-0.660292541018818,-0.558814744246341,-0.486696488515485
