"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.904453485344128,0.778370591294112,0.872116407185986,0.691272679646408,0.525406045534151,0.802975517684227,0.463316643549966,0.752365981632922,0.48507809198965,-0.478941089893985,0,0,-0.664540255760631,0,0,-0.919079435943627,-0.909729950271552,-0.919079435943627,-0.709540206774093,-0.637363267390184,0.57524448090953,0.729354151705005,-0.654078423009289,0.238831417566024,-0.709540206774093,-0.879133969279634
"ZEB1",0.736254356267057,0.79648455031767,0.782186499761155,0.704606274026436,0.55998679134201,0.703750449494043,0.506380272385476,0.647103468639394,0.517047758043221,-0.52340296940496,0,0,-0.793160256113071,0,0,-0.851156228940333,-0.831555439162608,-0.851156228940333,-0.836731295809348,-0.553918277312807,0.500130114632326,0.639862532515793,-0.746431197365514,0.342134424987866,-0.836731295809348,-0.79200724042754
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.810455739160319,0.791114592521792,0.675116496696776,0.700231448300072,0.6831977358596,0.633783145952929,0.63087879822513,0.758546707908938,0.502664393471516,-0.505732025528578,0,0,-0.644730489241605,0,0,-0.739098318563465,-0.728156417450315,-0.739098318563465,-0.732254352727472,-0.622433923463247,0.569223352782027,0.571516224956239,-0.678353958686513,0.403001673837696,-0.732254352727472,-0.785460186284496
"TWIST1",0.809468834424568,0.78938292534443,0.77106801813582,0.6974860523004,0.560902801584161,0.630398201681234,0.608553671223969,0.75538823767481,0.421228445303436,-0.501220317926284,0,0,-0.638114384386975,0,0,-0.737866995503355,-0.726369049643508,-0.737866995503355,-0.730721479357612,-0.610223190321219,0.557022971230446,0.568388481474045,-0.674674687627588,0.479384308375544,-0.730721479357612,-0.781426378218357
"TGFbeta",0.639747566000977,0.606839429718052,0.608902085046657,0.639808486365595,0.519877934867008,0.583186208942837,0.473259824005482,0.698770842834501,0.439932241252987,-0.400014860181581,0,0,-0.564097738999706,0,0,-0.568047303498359,-0.662686994423411,-0.568047303498359,-0.555174338396631,-0.550119024399599,0.503200853346147,0.628185622503911,-0.5169493761715,0.295780462010348,-0.555174338396631,-0.619064859093462
"TCF3",0.624304591456678,0.61259261106965,0.702325076421773,0.721381596971376,0.543451036898319,0.64066188916311,0.478639807469471,0.792716297885511,0.408430560375759,-0.38310961272578,0,0,-0.48080358452479,0,0,-0.542747882322231,-0.737147506625127,-0.542747882322231,-0.539246599293327,-0.665772105564938,0.600461421613217,0.56239471497424,-0.506561494404004,0.312207238443427,-0.539246599293327,-0.809094954029117
"SNAI2",0.763651600452175,0.745098277957525,0.83228532753559,0.854746480008862,0.661405548196616,0.781102602669802,0.603929124547722,0.816990988572823,0.497513819710014,-0.472521055083053,0,0,-0.609154276596795,0,0,-0.686947954355601,-0.877742898579506,-0.686947954355601,-0.680518683168606,-0.785496607263551,0.727513880337673,0.712247706623266,-0.632050426079524,0.38002869346358,-0.680518683168606,-0.840975975634119
"SNAI1",0.579950174408467,0.577988119346781,0.559458763812751,0.496665331558347,0.370713446080327,0.466528767674453,0.33512517922836,0.547072443676355,0.224432017637867,-0.387229594940002,0,0,-0.502424159020163,0,0,-0.537367109135879,-0.528762191840172,-0.537367109135879,-0.537083285562408,-0.473791130356931,0.437368417364128,0.423174260097587,-0.499831768576635,0.327088025832015,-0.537083285562408,-0.569088053904317
"OVOL2",-0.398328941469016,-0.456866223530992,-0.489258297550165,-0.465047053038463,-0.364355613747942,-0.377596297505712,-0.333931543537166,-0.491575682990412,-0.342484342653058,0.178587652208625,-0.0240834337367673,0,0.427319331805386,0,-0.0241428552949085,0.437446794630731,0.467443677215803,0.437446794630731,0.42172901732835,0.438751389527587,-0.407315705244333,-0.340786608352272,0.307106206279866,-0.193205647568508,0.42172901732835,0.50093692590133
"NP63",-0.0794737558430511,-0.158867074851821,0.0429723041675641,0.200481219586417,0.175332442095598,-0.0960927700028568,0.180006513676435,0.245256517653491,0.0725355743092839,0.179957692159894,0.0215802590359401,0,0.122588864918043,0,0.12148890048048,0.121738066575959,-0.0505706296096133,0.121738066575959,0.153812094004359,-0.256417257885906,0.260293566894076,-0.0893146175628931,0.235514606444988,0.115955952746957,0.153812094004359,-0.0685182751280764
"miR9",-0.625446595293795,-0.412303245120924,-0.427187234813061,-0.155289293512587,-0.130696315121485,-0.460903146514818,-0.0986544303047316,-0.17087316662786,-0.200218891676871,0.278008232356349,0,0,0.346528891402053,0,0,0.580333458355508,0.445594368290362,0.580333458355508,0.37511106213959,0.11337447198373,-0.0794852479834465,-0.423115774204935,0.350247964434755,-0.0692969974837027,0.37511106213959,0.309282997996387
"miR34a",-0.693199357275449,-0.77637548743014,-0.659929701420373,-0.787190737547452,-0.568104575101208,-0.621090357426437,-0.517044447397745,-0.744035210353478,-0.487282864902779,0.495136122873133,0,0,0.630695839607729,0,0,0.725023051763434,0.714327589915994,0.725023051763434,0.719207983509603,0.602377191582499,-0.550579404243838,-0.56056866237005,0.665127333498899,-0.418064220350288,0.719207983509603,0.670328828062625
"miR30c",-0.768091408042102,-0.647410964105665,-0.629304587544094,-0.657371154746349,-0.523169972364989,-0.611330013290937,-0.473895333696145,-0.720840515133682,-0.38014265336737,0.432971051651754,0,0,0.549593265542406,0,0,0.700280393086961,0.691015633019033,0.700280393086961,0.592661019147945,0.559667546614482,-0.509732551140113,-0.553473218154889,0.554179442601622,-0.358811098928211,0.592661019147945,0.639480004009191
"miR205",-0.889831497596735,-0.856147917598012,-0.746151773606883,-0.664341551055456,-0.521890302359164,-0.665435836298157,-0.464895120941595,-0.615167044579641,-0.494770069504549,0.503623153779629,0,0,0.752585444146311,0,0,0.803490845261418,0.787775036135268,0.803490845261418,0.790992826356909,0.518973100368793,-0.46023225300663,-0.597022885972812,0.715069262413707,-0.309881125527548,0.790992826356909,0.753917333742358
"miR200c",-0.858566128700424,-0.82666760229444,-0.721188542069549,-0.642855564977397,-0.558745429920221,-0.750387706806169,-0.504473575209128,-0.697127553420178,-0.501232345366147,0.497837055901541,0,0,0.714012422954434,0,0,0.776378469229898,0.764763443432738,0.776378469229898,0.764425753892173,0.578024500108392,-0.522104324322218,-0.684980016596188,0.699680257591098,-0.275438646758203,0.764425753892173,0.729272515757573
"miR200b",-0.858566128700424,-0.82666760229444,-0.721188542069549,-0.642855564977397,-0.558745429920221,-0.750387706806169,-0.504473575209128,-0.697127553420178,-0.501232345366147,0.497837055901541,0,0,0.714012422954434,0,0,0.776378469229898,0.764763443432738,0.776378469229898,0.764425753892173,0.578024500108392,-0.522104324322218,-0.684980016596188,0.699680257591098,-0.275438646758203,0.764425753892173,0.729272515757573
