"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.807171225764181,0.807171225764181,0.78896224710935,0.754734383648903,0.796793079410463,0.796793079410463,0.757878059509487,0.718775859823734,0.514923304322835,0.505175311517662,0,0,-0.46133039660397,-0.489401997509575,-0.497819133595629,-0.518210110963999,-0.456282265712146,-0.661951833506554,-0.582902294557477,-0.609023885789249,-0.863421780617765,-0.650697836727438,-0.891155411095481
"miR200c",0.807171225764181,0.807171225764181,0.78896224710935,0.754734383648903,0.796793079410463,0.796793079410463,0.757878059509487,0.718775859823734,0.514923304322835,0.505175311517662,0,0,-0.46133039660397,-0.489401997509575,-0.497819133595629,-0.518210110963999,-0.456282265712146,-0.661951833506554,-0.582902294557477,-0.609023885789249,-0.863421780617765,-0.650697836727438,-0.891155411095481
"miR200b",0.786088562486954,0.786088562486954,0.771028172217653,0.734426441773775,0.778708028239029,0.778708028239029,0.725130341249487,0.711409390079268,0.576629781962469,0.504814027897909,0,0,-0.501832242318289,-0.497459603392975,-0.528297820901088,-0.556452964337529,-0.520324243859965,-0.644230487661969,-0.67816574176564,-0.695211112523207,-0.84293276595034,-0.743639026278794,-0.863051179036657
"miR200a",0.786088562486954,0.786088562486954,0.771028172217653,0.734426441773775,0.778708028239029,0.778708028239029,0.725130341249487,0.711409390079268,0.576629781962469,0.504814027897909,0,0,-0.501832242318289,-0.497459603392975,-0.528297820901088,-0.556452964337529,-0.520324243859965,-0.644230487661969,-0.67816574176564,-0.695211112523207,-0.84293276595034,-0.743639026278794,-0.863051179036657
"miR141",0.786088562486954,0.786088562486954,0.771028172217653,0.734426441773775,0.778708028239029,0.778708028239029,0.725130341249487,0.711409390079268,0.576629781962469,0.504814027897909,0,0,-0.501832242318289,-0.497459603392975,-0.528297820901088,-0.556452964337529,-0.520324243859965,-0.644230487661969,-0.67816574176564,-0.695211112523207,-0.84293276595034,-0.743639026278794,-0.863051179036657
"miR101",0.710839597780071,0.710839597780071,0.696334434003051,0.644271958459622,0.705219688544226,0.705219688544226,0.597312762740861,0.648638512688059,0.526789115575888,0.473223108793819,0,0,-0.383093726337956,-0.388874032953806,-0.481661976652784,-0.43184663335047,-0.577068518832053,-0.560339090735287,-0.53503059294456,-0.613350759144508,-0.761231627195965,-0.592223540471328,-0.776897485191636
"CDH1",0.618891913338046,0.618891913338046,0.810235508638111,0.777146401047901,0.61520978464375,0.61520978464375,0.549114392671026,0.573616158242924,0.724604525463567,0.43081608070161,0,0,-0.539396880720312,-0.448151472392428,-0.466386916445503,-0.599326971020341,-0.663319123168701,-0.788424603268472,-0.634747972391879,-0.853216017130654,-0.684195611995121,-0.705130772601632,-0.695640275777076
"miR34a",0.725738409855656,0.725738409855656,0.713670533103907,0.669352707548492,0.721185554659123,0.721185554659123,0.631838038529551,0.666314437902465,0.598007073784309,0.495500806732652,0,0,-0.511254688634031,-0.479275674658878,-0.535144884346186,-0.561562757949627,-0.546803969807338,-0.78434466623751,-0.551338212741648,-0.739023717597754,-0.779072366274092,-0.610672962390836,-0.692134663543379
"CLDN7",0.543809140956614,0.543809140956614,0.737369223486428,0.808981818395214,0.541209860050001,0.541209860050001,0.481888973606728,0.508103290657224,0.663319123168701,0.383914271730836,0,0,-0.476063547386978,-0.403112358813937,-0.410789826798617,-0.539396880720312,-0.598943825502405,-0.720136514625813,-0.558118603375845,-0.789944349903386,-0.61520978464375,-0.634747972391879,-0.623996500854613
"GRHL2",0.644169720607142,0.644169720607142,0.56455920925233,0.532889820217831,0.635178656481818,0.635178656481818,0.603066517233059,0.508712537271755,0.338977190167515,0.418330484413149,0.0255466340327517,0.0256452056405442,-0.30462215973495,-0.352153823134878,-0.361860168984634,-0.344829372007057,-0.297863390567282,-0.412882592585787,-0.522428593127404,-0.398224199868665,-0.681425483314055,-0.569507873914728,-0.509768760524693
"OVOL2",0.441199426560376,0.441199426560376,0.469464058651988,0.502408437135449,0.427687762590086,0.427687762590086,0.431264948552485,0.312070731659929,0.436962328228421,0.181718351408239,-0.0240860210233777,-0.0241469621763843,-0.330967851269504,-0.338773093995676,-0.348909310321685,-0.36135413016585,-0.405543641467444,-0.464798471797928,-0.338042037516292,-0.489704106626395,-0.463666889478213,-0.374667665567462,-0.399312541489598
"NP63",0.118729891274163,0.118729891274163,-0.0547453834652323,-0.0729070804602336,0.15144027531364,0.15144027531364,0.118578621211687,0.233385835450887,-0.263579974821438,0.178400486530076,0.0215834348665714,0.121489626236177,0.187691372135299,0.080939442487882,0.0950083601742437,0.184285506477778,0.26641597975362,0.20593990014636,-0.0819133347627471,0.252423379539576,-0.155783410116598,-0.0877050032778973,-0.0747882007582573
"SNAI1",-0.537178981976298,-0.537178981976298,-0.527356914944648,-0.567441797216435,-0.537938850798496,-0.537938850798496,-0.502554801420499,-0.500128882365762,-0.46938412291398,-0.387063814084544,0,0,0.33001866106525,0.217974577019872,0.417007465262206,0.364892236360469,0.433522587124647,0.49333935785903,0.416742856015085,0.541901913431365,0.579250069946209,0.459167569351289,0.578188421422838
"TCF3",-0.543809140956614,-0.543809140956614,-0.737369223486428,-0.808981818395214,-0.541209860050001,-0.541209860050001,-0.481888973606728,-0.508103290657224,-0.663319123168701,-0.383914271730836,0,0,0.476063547386978,0.403112358813937,0.410789826798617,0.539396880720312,0.598943825502405,0.720136514625813,0.558118603375845,0.789944349903386,0.61520978464375,0.634747972391879,0.623996500854613
"KLF8",-0.543809140956614,-0.543809140956614,-0.737369223486428,-0.808981818395214,-0.541209860050001,-0.541209860050001,-0.481888973606728,-0.508103290657224,-0.663319123168701,-0.383914271730836,0,0,0.476063547386978,0.403112358813937,0.410789826798617,0.539396880720312,0.598943825502405,0.720136514625813,0.558118603375845,0.789944349903386,0.61520978464375,0.634747972391879,0.623996500854613
"TGFbeta",-0.596098501757866,-0.596098501757866,-0.685686192992528,-0.639287929003414,-0.59325634346695,-0.59325634346695,-0.592615838411826,-0.552306980075279,-0.559526499338332,-0.425608596061955,0,0,0.479517051534065,0.445695880248836,0.502105616655342,0.527532217125247,0.510889543695284,0.65525725045993,0.643376114635673,0.711400894806369,0.648096343827411,0.599697773099439,0.657144012876167
"FOXC2",-0.789711595272487,-0.789711595272487,-0.769410141962946,-0.733028026739669,-0.778596664547433,-0.778596664547433,-0.739482795745751,-0.693704318486525,-0.495532308585751,-0.485332565026016,0,0,0.446798297956354,0.47088162955393,0.481203235421927,0.501352985952291,0.439352215408091,0.642130651837013,0.559402968323734,0.585392619569352,0.842395770833586,0.624373698351282,0.673656936208253
"ZEB1",-0.854525335429757,-0.854525335429757,-0.8323099975301,-0.792195829430358,-0.842395770833586,-0.842395770833586,-0.797517807843699,-0.750234577105819,-0.54870704857311,-0.525181197754907,0,0,0.501352985952291,0.509770837588748,0.53017692542287,0.553975303489856,0.495532308585751,0.701677767728471,0.624373698351282,0.640627603782902,0.803050318798107,0.687126395981521,0.736591367104295
