"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.800260909293825,0.800260909293825,0.783792641622699,0.749552384350782,0.793998101536379,0.793998101536379,0.75357927113827,0.716671875984117,0.516298579524083,0.503969228603995,0,0,-0.462928755396176,-0.492045259069605,-0.501961931297744,-0.519661285724345,-0.458025009584523,-0.662703968146119,-0.593804105931835,-0.612034165557561,-0.85979893875428,-0.6621016763468,-0.878235725896595
"miR200b",0.779910760369631,0.779910760369631,0.766759308494703,0.730276598496707,0.776732899516413,0.776732899516413,0.722272632430415,0.709918235737205,0.578677333949625,0.503950284876283,0,0,-0.505092471961078,-0.501734166504548,-0.535363477788977,-0.559806212126407,-0.522513974785676,-0.645655921777115,-0.687377248095139,-0.698338773922537,-0.840337363350654,-0.753493768368299,-0.849704288029276
"miR200a",0.779910760369631,0.779910760369631,0.766759308494703,0.730276598496707,0.776732899516413,0.776732899516413,0.722272632430415,0.709918235737205,0.578677333949625,0.503950284876283,0,0,-0.505092471961078,-0.501734166504548,-0.535363477788977,-0.559806212126407,-0.522513974785676,-0.645655921777115,-0.687377248095139,-0.698338773922537,-0.840337363350654,-0.753493768368299,-0.849704288029276
"miR141",0.779910760369631,0.779910760369631,0.766759308494703,0.730276598496707,0.776732899516413,0.776732899516413,0.722272632430415,0.709918235737205,0.578677333949625,0.503950284876283,0,0,-0.505092471961078,-0.501734166504548,-0.535363477788977,-0.559806212126407,-0.522513974785676,-0.645655921777115,-0.687377248095139,-0.698338773922537,-0.840337363350654,-0.753493768368299,-0.849704288029276
"miR101",0.703860899209068,0.703860899209068,0.691793526012745,0.640912848243592,0.703853552236985,0.703853552236985,0.596105976150585,0.647625566319733,0.530850184488724,0.472650343682132,0,0,-0.390070281392966,-0.398341724870263,-0.491414273991369,-0.438964486123062,-0.58115586975325,-0.562524208553265,-0.541462307180576,-0.617256554452482,-0.759393102147473,-0.599285148907195,-0.760187078138876
"CDH1",0.615353179634291,0.615353179634291,0.807947371461356,0.775259414187169,0.614731998878872,0.614731998878872,0.548522709459655,0.573238907366276,0.726854745113452,0.430587240093179,0,0,-0.543187484731085,-0.453760132619203,-0.472796056393779,-0.603454884590916,-0.665425281326754,-0.789873924558553,-0.639363319910089,-0.855749217227877,-0.683391963299045,-0.710759881292431,-0.686334414534855
"miR34a",0.720679086052456,0.720679086052456,0.710398504781578,0.66685450831247,0.720316053971681,0.720316053971681,0.630913619503398,0.665658407354962,0.600806901877308,0.495134643832613,0,0,-0.516035179299159,-0.485571906161012,-0.542937604742093,-0.566704642115742,-0.549446558543187,-0.786082783222394,-0.557706317216863,-0.741977336258892,-0.777809852126547,-0.617747641387011,-0.679848707937387
"miR200c",0.76474217434337,0.76474217434337,0.751060616472308,0.712912793488941,0.761761854426559,0.761761854426559,0.704627524277496,0.691589544884732,0.560925046701983,0.489574528973944,0,0,-0.492629033724568,-0.486801011027533,-0.519574710883214,-0.545546947966701,-0.506673513945777,-0.629591601794723,-0.669429012705216,-0.680129045838307,-0.823202346301834,-0.733337389511596,-0.632103940275931
"CLDN7",0.541210723933973,0.541210723933973,0.735738597116743,0.80766397955356,0.541015952742944,0.541015952742944,0.481857850163445,0.507924836596328,0.665425281326754,0.383844976472625,0,0,-0.478639807469471,-0.407930122126023,-0.416321258067825,-0.543187484731085,-0.600338750100268,-0.721309426841658,-0.561820866179885,-0.792072664586132,-0.614731998878872,-0.639363319910089,-0.616491252593867
"GRHL2",0.637611619739783,0.637611619739783,0.560330907170161,0.53042110361866,0.634496341739395,0.634496341739395,0.603040810388164,0.508226139776635,0.343711989386326,0.418045195030792,0.0255562722759154,0.0256540830920133,-0.311643019067192,-0.360483459657586,-0.371917823248851,-0.352111870943192,-0.302479830398069,-0.415908683882566,-0.538164012650392,-0.402920622591229,-0.680536180999647,-0.585908468815349,-0.494576649245515
