"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.812615164092901,0.812615164092901,0.804892179611081,0.76737446240147,0.801965733495967,0.801965733495967,0.761876465064473,0.724494553617656,0.54117274066884,0.509959831511726,0,0,-0.471659138404069,-0.501258047352904,-0.509742455421095,-0.531084235142598,-0.478785932175028,-0.689939366893906,-0.60239246781467,-0.653530620415337,-0.870664615417181,-0.673775615668406,-0.899203162075509
"miR200c",0.790793556309032,0.790793556309032,0.783951085544931,0.744871012019468,0.783164434026375,0.783164434026375,0.728950000608671,0.716189142806076,0.597920307310944,0.508804660371381,0,0,-0.511596976166565,-0.509030361983073,-0.541437262881861,-0.568589393386618,-0.538119347987758,-0.667013384413654,-0.694369677840629,-0.731773529228598,-0.849186835788301,-0.763056885193655,-0.870044970610324
"miR200b",0.790793556309032,0.790793556309032,0.783951085544931,0.744871012019468,0.783164434026375,0.783164434026375,0.728950000608671,0.716189142806076,0.597920307310944,0.508804660371381,0,0,-0.511596976166565,-0.509030361983073,-0.541437262881861,-0.568589393386618,-0.538119347987758,-0.667013384413654,-0.694369677840629,-0.731773529228598,-0.849186835788301,-0.763056885193655,-0.870044970610324
"miR200a",0.790793556309032,0.790793556309032,0.783951085544931,0.744871012019468,0.783164434026375,0.783164434026375,0.728950000608671,0.716189142806076,0.597920307310944,0.508804660371381,0,0,-0.511596976166565,-0.509030361983073,-0.541437262881861,-0.568589393386618,-0.538119347987758,-0.667013384413654,-0.694369677840629,-0.731773529228598,-0.849186835788301,-0.763056885193655,-0.870044970610324
"miR141",0.790793556309032,0.790793556309032,0.783951085544931,0.744871012019468,0.783164434026375,0.783164434026375,0.728950000608671,0.716189142806076,0.597920307310944,0.508804660371381,0,0,-0.511596976166565,-0.509030361983073,-0.541437262881861,-0.568589393386618,-0.538119347987758,-0.667013384413654,-0.694369677840629,-0.731773529228598,-0.849186835788301,-0.763056885193655,-0.870044970610324
"miR101",0.715867779988339,0.715867779988339,0.708227636407665,0.654253182270909,0.709991930899129,0.709991930899129,0.602191707002853,0.653522905263325,0.546816688701285,0.477177197974997,0,0,-0.39585196133267,-0.404833687674862,-0.496873504081303,-0.446825482017885,-0.593868716649953,-0.580677193569466,-0.548936055404463,-0.645499083353828,-0.767719130426747,-0.609098906317519,-0.784139134189709
"NP63",0.691747466870341,0.691747466870341,0.681276931961357,0.631563021386443,0.67811379295486,0.67811379295486,0.648197378945988,0.660894777800922,0.524786114143868,0.473284700454957,0.0149977705359239,0.114832465207258,-0.372808690592251,-0.416157103449888,-0.417003826629626,-0.431622625601242,-0.464591990324351,-0.562712918641199,-0.580899463720905,-0.618273826993989,-0.744098507017546,-0.650674092263794,-0.781989357517481
"CDH1",0.620281260282798,0.620281260282798,0.81576776177422,0.781534368580639,0.616519404809405,0.616519404809405,0.550417252306383,0.57512453161717,0.735091065916377,0.432205702910704,0,0,-0.544700323854991,-0.456359742341247,-0.4743701014978,-0.606314741380486,-0.670976473857406,-0.799328486596556,-0.641732083815488,-0.87298245713666,-0.6865200521843,-0.714631879822164,-0.698249726417701
"miR34a",0.729441172631469,0.729441172631469,0.723398307776716,0.67734338603133,0.724653961265828,0.724653961265828,0.635292317717622,0.669816624484729,0.614423506415594,0.498335677573218,0,0,-0.520308882430088,-0.490497278282628,-0.54690207234005,-0.572803905280645,-0.56006164945198,-0.801577774632424,-0.562927077572135,-0.766869694626732,-0.783994461221108,-0.624972274966711,-0.697763718482999
"CLDN7",0.544477115227197,0.544477115227197,0.741070219098734,0.811871695946983,0.541849161946488,0.541849161946488,0.482772073830092,0.508876202249892,0.670976473857406,0.384674304543185,0,0,-0.479125751727852,-0.40932318284368,-0.417002726294572,-0.544700323854991,-0.603391434608522,-0.727737742891127,-0.563069779198985,-0.804994945926643,-0.616519404809405,-0.641732083815488,-0.625484583431887
"GRHL2",0.715547764295493,0.715547764295493,0.701808003094957,0.638564766783925,0.69911640992971,0.69911640992971,0.666298741638423,0.562304051972694,0.538803884051498,0.455424782358958,0.025300202675829,0.0254051865464889,-0.399955936564618,-0.424561775456578,-0.43393344498531,-0.449811778995535,-0.48704364324532,-0.58072883375532,-0.60041500260207,-0.625371991743046,-0.755737057752104,-0.659571570527771,-0.604544547017937
