"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.807871521234435,0.807871521234435,0.790577000954909,0.746751001736184,0.797798694809965,0.797798694809965,0.757607389701134,0.721107911710699,0.518731631080683,0.507814142624432,0,0,-0.465100689994108,-0.49577674464505,-0.505211927745154,-0.522474768491699,-0.459938214721712,-0.664967609074102,-0.598977525885189,-0.614541583139302,-0.864807800286916,-0.668756925980412,-0.891598359860148
"miR200c",0.787254680570574,0.787254680570574,0.772671098609731,0.724297700739151,0.780055259854234,0.780055259854234,0.725738716305664,0.71364990463718,0.580011939612692,0.507188723626409,0,0,-0.506624568394996,-0.50469656885272,-0.537958773622624,-0.561866593329554,-0.523448775461544,-0.646823004280701,-0.691856195058211,-0.69934123914616,-0.844681711451297,-0.759244387040758,-0.864194538698247
"miR200b",0.787254680570574,0.787254680570574,0.772671098609731,0.724297700739151,0.780055259854234,0.780055259854234,0.725738716305664,0.71364990463718,0.580011939612692,0.507188723626409,0,0,-0.506624568394996,-0.50469656885272,-0.537958773622624,-0.561866593329554,-0.523448775461544,-0.646823004280701,-0.691856195058211,-0.69934123914616,-0.844681711451297,-0.759244387040758,-0.864194538698247
"miR200a",0.787254680570574,0.787254680570574,0.772671098609731,0.724297700739151,0.780055259854234,0.780055259854234,0.725738716305664,0.71364990463718,0.580011939612692,0.507188723626409,0,0,-0.506624568394996,-0.50469656885272,-0.537958773622624,-0.561866593329554,-0.523448775461544,-0.646823004280701,-0.691856195058211,-0.69934123914616,-0.844681711451297,-0.759244387040758,-0.864194538698247
"miR141",0.787254680570574,0.787254680570574,0.772671098609731,0.724297700739151,0.780055259854234,0.780055259854234,0.725738716305664,0.71364990463718,0.580011939612692,0.507188723626409,0,0,-0.506624568394996,-0.50469656885272,-0.537958773622624,-0.561866593329554,-0.523448775461544,-0.646823004280701,-0.691856195058211,-0.69934123914616,-0.844681711451297,-0.759244387040758,-0.864194538698247
"miR101",0.70369624474814,0.70369624474814,0.682878902775247,0.570819022338361,0.698870271616324,0.698870271616324,0.59119702761555,0.64384036377921,0.506496618957104,0.47038118902115,0,0,-0.379711989020621,-0.392319275851632,-0.485317181704444,-0.427860783800364,-0.557756687543115,-0.536218997578825,-0.539523130678963,-0.58257928776074,-0.753977881780788,-0.597150846179218,-0.767548831648079
"CDH1",0.61790682711239,0.61790682711239,0.807111328259008,0.743778490931339,0.614428467071866,0.614428467071866,0.548217379097711,0.573322091469023,0.720020597155129,0.430972792088875,0,0,-0.540917564504806,-0.452945994275369,-0.471817663169197,-0.600885691994845,-0.659158768032811,-0.782500190740912,-0.640152092483779,-0.845204126111372,-0.683240133818749,-0.712020251331498,-0.694004774586244
"miR34a",0.726663859297374,0.726663859297374,0.714202901873375,0.653791734524469,0.722214853163399,0.722214853163399,0.632764191403401,0.667799824647453,0.599519278128323,0.497029903382707,0,0,-0.516217230515179,-0.486992692486943,-0.544115470840386,-0.567173431848901,-0.548106593739878,-0.784633150785298,-0.560981660597112,-0.739520507129974,-0.780396104546593,-0.621996932516933,-0.693082687874542
"KLF8",0.543170610735514,0.543170610735514,0.734632147109127,0.777837938149903,0.540724045464873,0.540724045464873,0.481547180422214,0.50789664589554,0.659158768032811,0.384016898428725,0,0,-0.476687167602579,-0.406932111661495,-0.415428392603452,-0.540917564504806,-0.594742138618416,-0.714497664070502,-0.562301811533987,-0.782075728126854,-0.614428467071866,-0.640152092483779,-0.622714890148133
"CLDN7",0.543170610735514,0.543170610735514,0.734632147109127,0.777837938149903,0.540724045464873,0.540724045464873,0.481547180422214,0.50789664589554,0.659158768032811,0.384016898428725,0,0,-0.476687167602579,-0.406932111661495,-0.415428392603452,-0.540917564504806,-0.594742138618416,-0.714497664070502,-0.562301811533987,-0.782075728126854,-0.614428467071866,-0.640152092483779,-0.622714890148133
"GRHL2",0.647216216485757,0.647216216485757,0.568381597642812,0.52974035900943,0.638171675032875,0.638171675032875,0.606465036311175,0.511874434335126,0.345581316195671,0.420988366283123,0.0255409753580788,0.0256364332958402,-0.313346460610104,-0.363311610971385,-0.374440357675122,-0.354406637498942,-0.303900784482127,-0.417832951231428,-0.543969195445336,-0.405087989295694,-0.685205413271656,-0.592918457351022,-0.51359620055582
"OVOL2",0.442382993726107,0.442382993726107,0.470401596605901,0.491840778670139,0.428916704456063,0.428916704456063,0.432653688876139,0.31347680022665,0.438311760261979,0.182978661223002,-0.0240834337367673,-0.0241428552949085,-0.334540516714209,-0.343779214725334,-0.355022645057162,-0.36530628896081,-0.406731312152134,-0.465478784985899,-0.34387390586173,-0.490483685889436,-0.465166668790738,-0.381589541884658,-0.400613595357522
"NP63",0.123295424142332,0.123295424142332,-0.0481607071176876,-0.0551559071927857,0.155745036301648,0.155745036301648,0.124207591561007,0.237229915008268,-0.25330445658365,0.18117068014326,0.0215802590359401,0.12148890048048,0.178879262285865,0.0714712693886943,0.0841010417345021,0.173868603697287,0.257561817184561,0.197145455663148,-0.0902720083286011,0.240706469125973,-0.161095193559425,-0.0972795224925434,-0.0808322833601548
"SNAI1",-0.538259752532698,-0.538259752532698,-0.527884116186913,-0.552000256190342,-0.539116808474139,-0.539116808474139,-0.503712250068042,-0.501637877540089,-0.470339273291663,-0.388513181474699,0,0,0.333846530593287,0.223774322808663,0.424800039496637,0.369330566379286,0.43417924284295,0.493402088090058,0.423215458281111,0.541829109379607,0.580662183352049,0.466813518447188,0.579280261569327
