"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.83646887150445,0.781103046916203,0.858310287114294,0.689404501940097,0.522819633007527,0.790297705670408,0.461866834527328,0.747919941525528,0.482523846901768,-0.48100426868058,0,0,-0.666415002455184,0,0,-0.895134045355534,-0.891475858717815,-0.895134045355534,-0.713121586756484,-0.634457559008932,0.573251596814573,0.719640826201971,-0.657326251067318,0.500487582722125,-0.713121586756484,-0.867078903145465
"ZEB1",0.68383796850476,0.798505689691332,0.772614605428686,0.703432201504088,0.558341677577011,0.694877435485184,0.50548632894384,0.64420206877599,0.515393890861049,-0.524868851761961,0,0,-0.794541297625618,0,0,-0.833642663928648,-0.81872110059647,-0.833642663928648,-0.839224512714973,-0.552064683194466,0.498890062525081,0.633171629405368,-0.748636130281255,0.537630038869315,-0.839224512714973,-0.783756248008101
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.775653640902857,0.793030678345265,0.669150202105772,0.699876274572925,0.682651551602242,0.628830458697898,0.630583386946984,0.757116419018576,0.501886667102355,-0.506830409875001,0,0,-0.64587536133574,0,0,-0.727836230209474,-0.720028943418482,-0.727836230209474,-0.734008365915284,-0.62166662565084,0.568797577307614,0.567711843213784,-0.679915778991649,0.540252580278609,-0.734008365915284,-0.78038428294417
"TWIST1",0.773519508490899,0.791349602726037,0.764853588629328,0.697096553871314,0.560309936807202,0.625236009466142,0.608215693830901,0.753871973729533,0.420389291750681,-0.502339420737955,0,0,-0.639278676325972,0,0,-0.726158780125551,-0.7179098799194,-0.726158780125551,-0.732521565552756,-0.60939658542085,0.556553882637401,0.564340572197828,-0.676276910102362,0.620659735936981,-0.732521565552756,-0.776136139163382
"TGFbeta",0.458832753376359,0.603948682438123,0.567171802721112,0.627922395201812,0.506273280363797,0.531928948022365,0.462266745750769,0.679923379225757,0.427797807978294,-0.401549156501414,0,0,-0.559181990293529,0,0,-0.486196133276745,-0.602129136950566,-0.486196133276745,-0.554628939959896,-0.535711301690663,0.491193224812863,0.580966536585503,-0.517862020112761,0.483841248861452,-0.554628939959896,-0.581520181922331
"TCF3",0.59886780431301,0.614167766385173,0.698632479388554,0.721252938238665,0.543209023345561,0.63762525704691,0.478639807469471,0.791979110840356,0.408178173462151,-0.384082307782262,0,0,-0.481871244688048,0,0,-0.535849238198512,-0.732188863473624,-0.535849238198512,-0.54082906909519,-0.665482844020965,0.600321169158799,0.561206913744391,-0.507990351970817,0.416376378621031,-0.54082906909519,-0.805931530182335
"SNAI2",0.725682887504206,0.747025036831166,0.825703121491432,0.854206262329577,0.660603190962362,0.775323237426404,0.603591493465082,0.815276869920218,0.496630163343053,-0.473789517652544,0,0,-0.610437722703887,0,0,-0.674789967039435,-0.868883911620318,-0.674789967039435,-0.682571931246959,-0.784524474909035,0.726939930495036,0.708327223206863,-0.633897782571922,0.526635918339615,-0.682571931246959,-0.835346108170905
"SNAI1",0.555194880879596,0.579299206995418,0.555232178329146,0.496407256444875,0.370315307819237,0.462958877891171,0.334912000015702,0.546051848982033,0.223877447135987,-0.388009105173329,0,0,-0.503231740418494,0,0,-0.529354545119705,-0.522996091987953,-0.529354545119705,-0.53831762564029,-0.473242075016729,0.437059582402726,0.420447436969262,-0.500928201308265,0.425064291332118,-0.53831762564029,-0.565494971164828
"OVOL2",-0.353290889378066,-0.458125242289311,-0.48068935971765,-0.463470517900801,-0.362516504675828,-0.369819962786693,-0.332283068232406,-0.488508821054588,-0.340467261548692,0.179208212529394,-0.0240834337367673,0,0.427679076281299,0,-0.0241428552949085,0.421773799763496,0.45609073770554,0.421773799763496,0.423006514121585,0.436616560890933,-0.40560968460917,-0.333520084038897,0.308235848777516,-0.351809911222097,0.423006514121585,0.493511340586419
"NP63",-0.0712759202842864,-0.159135298366781,0.04438195358866,0.200611806634556,0.175579272567942,-0.094427189031753,0.180006513676435,0.245685982166697,0.0727284828194815,0.180368818027044,0.0215802590359401,0,0.123012009942765,0,0.12148890048048,0.119119709114092,-0.0524738840587723,0.119119709114092,0.154473886066407,-0.256658798425599,0.260433676434262,-0.0884552259350274,0.236101933820549,0.0851901199882314,0.154473886066407,-0.0697218424077721
"miR9",-0.585101277849892,-0.414516935383493,-0.418815222168037,-0.154548966694657,-0.129642055385962,-0.453957284188326,-0.09785613333826,-0.168485567638972,-0.198737248314677,0.279255482996341,0,0,0.347719143449309,0,0,0.565394620575505,0.43433034741982,0.565394620575505,0.377159999093948,0.111924566903615,-0.0785604821716843,-0.416534899749272,0.352119455344452,-0.215624074751973,0.377159999093948,0.302076992278618
"miR34a",-0.661565986094295,-0.77815395960211,-0.654632153482462,-0.786906825242032,-0.56765999337321,-0.616729726971528,-0.516826614112819,-0.74280938860589,-0.486636167763678,0.496144457275689,0,0,0.631758805308776,0,0,0.71496142735116,0.707101292165506,0.71496142735116,0.720814404175586,0.601739408708758,-0.550242212949692,-0.557332759633283,0.666556169987362,-0.543995987022964,0.720814404175586,0.665827095260775
"miR30c",-0.736804257381902,-0.649204256375635,-0.623919698051185,-0.657068339169156,-0.522703397457158,-0.606937387944125,-0.473647379319751,-0.719569993864867,-0.379459076486717,0.433974287276298,0,0,0.550646677778128,0,0,0.690171874141073,0.683693806629228,0.690171874141073,0.594265944501996,0.558995150909808,-0.509369544063762,-0.550121536597112,0.555613985286276,-0.483198468707287,0.594265944501996,0.63489813819388
"miR205",-0.839634035109107,-0.858924956699509,-0.736940869701839,-0.663619201038163,-0.52084625038226,-0.657902018239599,-0.464147597114273,-0.612701067250634,-0.493293022384198,0.505087892684181,0,0,0.754111238199795,0,0,0.786561782770657,0.775324052187217,0.786561782770657,0.793518315788216,0.517531916704515,-0.459339288880496,-0.590415904924253,0.717316273025932,-0.503384940147925,0.793518315788216,0.746012501323266
"miR200c",-0.780133529069537,-0.829641054194688,-0.703978483764608,-0.639716652561598,-0.554993468486275,-0.735643396557943,-0.501360506361365,-0.690808052849571,-0.497203176938579,0.499296019421165,0,0,0.715164317011478,0,0,0.747849771625577,0.742371575905268,0.747849771625577,0.767719265786931,0.573633284738564,-0.518671287692348,-0.671628761524764,0.702727011893621,-0.530853813200509,0.767719265786931,0.714017529966497
"miR200b",-0.780133529069537,-0.829641054194688,-0.703978483764608,-0.639716652561598,-0.554993468486275,-0.735643396557943,-0.501360506361365,-0.690808052849571,-0.497203176938579,0.499296019421165,0,0,0.715164317011478,0,0,0.747849771625577,0.742371575905268,0.747849771625577,0.767719265786931,0.573633284738564,-0.518671287692348,-0.671628761524764,0.702727011893621,-0.530853813200509,0.767719265786931,0.714017529966497
"miR200a",-0.780133529069537,-0.829641054194688,-0.703978483764608,-0.639716652561598,-0.554993468486275,-0.735643396557943,-0.501360506361365,-0.690808052849571,-0.497203176938579,0.499296019421165,0,0,0.715164317011478,0,0,0.747849771625577,0.742371575905268,0.747849771625577,0.767719265786931,0.573633284738564,-0.518671287692348,-0.671628761524764,0.702727011893621,-0.530853813200509,0.767719265786931,0.714017529966497
