"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.805667088552116,0.805667088552116,0.787170212806377,0.75185237614369,0.795611426127496,0.795611426127496,0.755433790348427,0.718357018567411,0.508010679263031,0.50528380737766,0,0,-0.460960842223013,-0.491509648478417,-0.502085505941947,-0.51724812132011,-0.450872089484792,-0.657956000235777,-0.597298905122255,-0.602606323486293,-0.861914166235395,-0.666405949861595,-0.888730697918324
"miR200c",0.78537490210593,0.78537490210593,0.770222901535115,0.732555642149668,0.778188448396,0.778188448396,0.723837899184619,0.711306501634781,0.56836060304219,0.504990693036449,0,0,-0.502870914308988,-0.500876113781079,-0.535189515403061,-0.557224333831875,-0.513203771298425,-0.641737538709378,-0.690459094782219,-0.690639097658013,-0.842246287221169,-0.757290857424547,-0.86180119147524
"miR200b",0.78537490210593,0.78537490210593,0.770222901535115,0.732555642149668,0.778188448396,0.778188448396,0.723837899184619,0.711306501634781,0.56836060304219,0.504990693036449,0,0,-0.502870914308988,-0.500876113781079,-0.535189515403061,-0.557224333831875,-0.513203771298425,-0.641737538709378,-0.690459094782219,-0.690639097658013,-0.842246287221169,-0.757290857424547,-0.86180119147524
"miR200a",0.78537490210593,0.78537490210593,0.770222901535115,0.732555642149668,0.778188448396,0.778188448396,0.723837899184619,0.711306501634781,0.56836060304219,0.504990693036449,0,0,-0.502870914308988,-0.500876113781079,-0.535189515403061,-0.557224333831875,-0.513203771298425,-0.641737538709378,-0.690459094782219,-0.690639097658013,-0.842246287221169,-0.757290857424547,-0.86180119147524
"miR141",0.78537490210593,0.78537490210593,0.770222901535115,0.732555642149668,0.778188448396,0.778188448396,0.723837899184619,0.711306501634781,0.56836060304219,0.504990693036449,0,0,-0.502870914308988,-0.500876113781079,-0.535189515403061,-0.557224333831875,-0.513203771298425,-0.641737538709378,-0.690459094782219,-0.690639097658013,-0.842246287221169,-0.757290857424547,-0.86180119147524
"miR101",0.710939228409775,0.710939228409775,0.696492477341759,0.643490537185036,0.70541731880043,0.70541731880043,0.597652586653843,0.648914779661571,0.523322334993641,0.473481332922944,0,0,-0.387263360654914,-0.398176249833726,-0.491486233567545,-0.435979615138584,-0.574512269812499,-0.555251393113048,-0.545298441416983,-0.608187486468386,-0.761508783845619,-0.604013847270103,-0.776881469142157
"CDH1",0.618889539413994,0.618889539413994,0.810404271036075,0.776618000339775,0.615238575329767,0.615238575329767,0.548995044235624,0.573694589401503,0.721395836565769,0.430911283807884,0,0,-0.541595599045889,-0.453123059959185,-0.472298335126873,-0.601476811574606,-0.661159516813616,-0.787200537240224,-0.640873409083985,-0.851378422399902,-0.684279043895696,-0.713001524757979,-0.695571410709084
"miR34a",0.708207327510064,0.708207327510064,0.694927767272991,0.647957002598749,0.704682211697599,0.704682211697599,0.617076909126054,0.648653816416084,0.564435231230801,0.480819061278212,0,0,-0.466927221256215,-0.469624481734933,-0.522384065200003,-0.515660386743966,-0.515818330889762,-0.661352003676894,-0.546405421724681,-0.611634839278173,-0.760536060290097,-0.60511929029971,-0.67083525000397
"CLDN7",0.543833217097233,0.543833217097233,0.73756826668681,0.808662453683788,0.541268031296103,0.541268031296103,0.482110917034859,0.508168396231031,0.661159516813616,0.384014994922172,0,0,-0.477208567637581,-0.407014503510692,-0.415848220554507,-0.541595599045889,-0.596894859099892,-0.719152691098406,-0.562753909315574,-0.788499551559725,-0.615238575329767,-0.640873409083985,-0.623960587610838
"GRHL2",0.642927459616011,0.642927459616011,0.560776281396535,0.529346093010581,0.634175311907924,0.634175311907924,0.602507593853851,0.507858997021562,0.328521670210526,0.417727604541904,0.0255548123359043,0.0256531618522035,-0.30652317484807,-0.357955471178716,-0.36985448977298,-0.346473009177491,-0.288428624761402,-0.403333205901893,-0.540690596883407,-0.382869120852015,-0.68022345263474,-0.588666645342425,-0.507919022598895
