"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.865871815633636,0.753973503663024,0.831185666008386,0.664965396857807,0.073109532710395,0.788670476410036,0.0650899831301265,0.712979357161212,0.447887012229801,-0.467921777039004,0,0,-0.64315475968895,0,0,-0.896318304711065,-0.884466416470663,-0.896318304711065,-0.692121090807884,-0.606402198122695,0.552007615406695,0.72040045812062,-0.638604170012683,0.385483837541785,-0.692121090807884,-0.838603325029069
"ZEB1",0.693111391365772,0.765159147490636,0.736631343803273,0.674325055875887,0.0689899420443812,0.684328277524487,0.0621338602689751,0.604741686483416,0.476779558646404,-0.508176496914872,0,0,-0.766392476896021,0,0,-0.822707134325004,-0.801339924879759,-0.822707134325004,-0.812590669436242,-0.519993662884679,0.473735534371509,0.626358724626249,-0.725097997977894,0.419154396847868,-0.812590669436242,-0.747058271854342
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.722688158914948,0.714046672291114,0.58077554945919,0.629593853457653,0.0932334831672317,0.579594374565694,0.0868743933591585,0.670922788497824,0.425887018281997,-0.463041374644206,0,0,-0.578934729320675,0,0,-0.669255696634945,-0.656533812729775,-0.669255696634945,-0.666236213332835,-0.549639855476129,0.507377117909541,0.527351658583017,-0.619205124573938,0.341685939693087,-0.666236213332835,-0.692537533806579
"TWIST1",0.723481968338568,0.714566947361569,0.676391020650416,0.627801551194561,0.0483717585337981,0.5777740374504,0.141998756989769,0.669325892269553,0.346153258340101,-0.459876574953117,0,0,-0.574459031148714,0,0,-0.669778868368121,-0.656377268091019,-0.669778868368121,-0.666622620902076,-0.538740126505373,0.49636498334947,0.525332234919135,-0.617456599800739,0.405095824945905,-0.666622620902076,-0.688235152771669
"TGFbeta",0.536328172814853,0.535255998044458,0.503260502078255,0.558366938316427,0.0664405493132866,0.526739691678436,0.0611379831162952,0.594258689557429,0.363932799927042,-0.361485641439265,0,0,-0.499253879245859,0,0,-0.494548609468827,-0.583448742329807,-0.494548609468827,-0.494745723419753,-0.465768762275289,0.430075497911771,0.582110820638528,-0.462757364517162,0.317075151643724,-0.494745723419753,-0.513597404018929
"TCF3",0.581154285376563,0.57578865057023,0.653380919083988,0.689752243076262,0.124218191313939,0.620595984448509,0.115796119677927,0.747321306418887,0.366165357402246,-0.365058786669851,0,0,-0.451769669240318,0,0,-0.513053814555188,-0.70583067880081,-0.513053814555188,-0.511651577096215,-0.631166892394382,0.574498735636819,0.550267907595147,-0.481692218173865,0.297023719874709,-0.511651577096215,-0.761342108752959
"SNAI2",0.697704857010641,0.688875299302652,0.760441491476497,0.803399190016868,0.139185362888793,0.744225984564593,0.132053516679145,0.749871321613098,0.437972196940494,-0.442761158519783,0,0,-0.561960880710524,0,0,-0.637383205300835,-0.826216003301224,-0.637383205300835,-0.634417583204072,-0.73116544613409,0.683158092937877,0.684427643511054,-0.590742099652755,0.368813405094612,-0.634417583204072,-0.770187579131516
"SNAI1",0.372969292415367,0.392489025725258,0.357459064218982,0.330185825287596,0.0243829440063477,0.320021400414688,0.0212452823587815,0.353891398573901,0.0979457000038268,-0.276476205248065,0,0,-0.347415375955885,0,0,-0.361452841112633,-0.352934650948028,-0.361452841112633,-0.369273657680507,-0.318481618923659,0.297857295518395,0.295073457829088,-0.345926962731077,0.183088464337795,-0.369273657680507,-0.363500977424231
"OVOL2",-0.364556353805611,-0.432679704038528,-0.454640686994922,-0.441096197712011,-0.0683675662340092,-0.361571448781229,-0.0642581496452746,-0.459117227289635,-0.312765709057719,0.166471485569163,-0.0240834337367673,0,0.406317454505757,0,-0.0241428552949085,0.414749827445058,0.443421564510614,0.414749827445058,0.402607653289149,0.412636568380851,-0.385991250722954,-0.329170241770647,0.290127996219767,-0.266301043503102,0.402607653289149,0.466770103853422
"NP63",-0.0911874378186029,-0.170664125922248,0.0308686262858125,0.190996680655926,0.0703372039953926,-0.104319802053449,0.0710664758454992,0.234347427005393,0.0631376887043895,0.186583103128543,0.0215802590359401,0,0.132713613529883,0,0.12148890048048,0.132352917226737,-0.0401970746215745,0.132352917226737,0.164494260380192,-0.247036419339833,0.251973641775273,-0.0962972766781683,0.244940113238231,0.0560951328588514,0.164494260380192,-0.0563825613302321
"miR9",-0.613314705757988,-0.407871879518762,-0.414214504263131,-0.148154399232418,0.0562879965609715,-0.459034478280146,0.0610931158163526,-0.158096293591696,-0.186773795174166,0.276738437006461,0,0,0.342307384056112,0,0,0.575555852365374,0.439484746163188,0.575555852365374,0.373150996160599,0.103969512672318,-0.0728550110223874,-0.42264029137965,0.34853607635555,-0.171743138803398,0.373150996160599,0.296646620207176
"miR34a",-0.596363564706236,-0.691648176618417,-0.558354447370032,-0.71101553440527,-0.0808366187096088,-0.560841935354098,-0.0748081019436084,-0.650094630158422,-0.410383516796546,0.448084577547948,0,0,0.559046563865145,0,0,0.647556711432706,0.635580018155207,0.647556711432706,0.64611925506962,0.525296067572392,-0.485078258721747,-0.510984638200311,0.599795470904317,-0.359233096346523,0.64611925506962,0.569765022889289
