"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.680595219854832,0.776327538942953,0.75948887589163,0.683098338710521,0.508940253810421,0.680384863823596,0.446785666554016,0.740805842519494,0.46523640678441,-0.461082210127372,0,0,-0.660056607956781,0,0,-0.808984158417207,-0.798676762672461,-0.808984158417207,-0.707911530460197,-0.625330735910921,0.564128129995006,0.607500828136923,-0.650099587979036,0.486672086286695,-0.707911530460197,-0.768264553644362
"ZEB1",0.721661909727958,0.800075572331774,0.776201881015395,0.703556245792979,0.558198464085081,0.69886477251376,0.504897846901591,0.644457801101954,0.514628902379104,-0.524173307043291,0,0,-0.794739837255114,0,0,-0.846219751773034,-0.826257427844138,-0.846219751773034,-0.840157311968703,-0.551859416243347,0.498527079639972,0.635562931129357,-0.748598961601036,0.537264612986671,-0.840157311968703,-0.787432855458142
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.792744820221135,0.788730234819587,0.665069008605848,0.696081255686886,0.678784816450689,0.625718228130589,0.627569870291867,0.752631416846458,0.497776972024945,-0.502648764471391,0,0,-0.641493694022675,0,0,-0.731265284096852,-0.720417333872717,-0.731265284096852,-0.730274277883707,-0.617671330333062,0.56553209698829,0.56485389209245,-0.675391722687973,0.536063144146171,-0.730274277883707,-0.77710075361301
"TWIST1",0.793340470295156,0.787313789529831,0.760680757014369,0.693478301269877,0.556666773208815,0.622328600130809,0.605405330338084,0.749614111810955,0.416581787727392,-0.498293647962796,0,0,-0.634998207138091,0,0,-0.730590503657058,-0.718998020927889,-0.730590503657058,-0.72901226152176,-0.60553457159723,0.553366317409735,0.561704620653817,-0.671918018811487,0.61665011095924,-0.72901226152176,-0.772816271161793
"TGFbeta",0.64107254568028,0.644494438921146,0.622781226487549,0.655077041786377,0.530037335613329,0.601338205427054,0.481922992703757,0.711728938125156,0.448712828014642,-0.423282283509232,0,0,-0.589788752132002,0,0,-0.588686032192813,-0.67991015691455,-0.588686032192813,-0.590478504580979,-0.560164194182981,0.51170581690546,0.644736390862016,-0.549444159220333,0.507033617780438,-0.590478504580979,-0.634118967788467
"TCF3",0.614752742837856,0.612909714815735,0.697422024590173,0.720215592908637,0.542210598434202,0.637243800680126,0.477876849990864,0.79040558200615,0.406201469686088,-0.382030292987249,0,0,-0.480248918703264,0,0,-0.539584008091881,-0.734040753754634,-0.539584008091881,-0.539596973502994,-0.664217030482287,0.599565438419528,0.559872686945375,-0.506188409948331,0.415168476632758,-0.539596973502994,-0.805277477121776
"SNAI2",0.749262606678679,0.745242510550161,0.824778053526932,0.85219761400664,0.658492513800552,0.775459162485516,0.601700604558582,0.812825638752234,0.493784016263879,-0.470940253647194,0,0,-0.607970986226648,0,0,-0.681663961604224,-0.872353499236769,-0.681663961604224,-0.68081344326643,-0.78222871969194,0.725069533865237,0.707605146763244,-0.631245456353144,0.524191645137871,-0.68081344326643,-0.83492924206395
"SNAI1",0.553160482339965,0.575282317420988,0.551077306291594,0.49304155580853,0.366849819794576,0.45869909405696,0.332213078423018,0.542148656991816,0.220397419449629,-0.384658335943961,0,0,-0.499584267328571,0,0,-0.527679293099281,-0.5204542082178,-0.527679293099281,-0.53480767442769,-0.469871720056666,0.43431909004456,0.416545824640883,-0.497039984098094,0.421529970934266,-0.53480767442769,-0.562134276256516
"OVOL2",-0.384537077198463,-0.462127754052828,-0.487177727489839,-0.465945277061841,-0.364360145567178,-0.376149222881566,-0.334205285722783,-0.491389915448387,-0.34220580087205,0.181021939389594,-0.0240777143292164,0,0.430577558483363,0,-0.0241391922586398,0.434904943508346,0.465513058294312,0.434904943508346,0.426728482257186,0.438661873833172,-0.40743885551541,-0.339738978156597,0.311150770233944,-0.353555689487103,0.426728482257186,0.499674314402376
