"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.805084733592657,0.805084733592657,0.787398705655714,0.751574035023643,0.794760514642556,0.794760514642556,0.755088533126094,0.716660936098141,0.514994962098935,0.503489491798479,0,0,-0.455066255640728,-0.490997723457724,-0.500923988702995,-0.510369972775814,-0.456656531358792,-0.548809969468185,-0.596718424616187,-0.609853802291834,-0.860925744285097,-0.665590254353615,-0.888639565166917
"miR200c",0.784802489246718,0.784802489246718,0.770257240094169,0.73228381567434,0.777465004440862,0.777465004440862,0.723576413152831,0.709959236233869,0.577335139997987,0.503480355488269,0,0,-0.487145363260155,-0.499971242875678,-0.533077654993457,-0.540535361283479,-0.52116442723436,-0.637484672492736,-0.689973976037729,-0.696459548105734,-0.841474193458361,-0.756721462659577,-0.861532200228847
"miR200b",0.784802489246718,0.784802489246718,0.770257240094169,0.73228381567434,0.777465004440862,0.777465004440862,0.723576413152831,0.709959236233869,0.577335139997987,0.503480355488269,0,0,-0.487145363260155,-0.499971242875678,-0.533077654993457,-0.540535361283479,-0.52116442723436,-0.637484672492736,-0.689973976037729,-0.696459548105734,-0.841474193458361,-0.756721462659577,-0.861532200228847
"miR200a",0.784802489246718,0.784802489246718,0.770257240094169,0.73228381567434,0.777465004440862,0.777465004440862,0.723576413152831,0.709959236233869,0.577335139997987,0.503480355488269,0,0,-0.487145363260155,-0.499971242875678,-0.533077654993457,-0.540535361283479,-0.52116442723436,-0.637484672492736,-0.689973976037729,-0.696459548105734,-0.841474193458361,-0.756721462659577,-0.861532200228847
"miR141",0.784802489246718,0.784802489246718,0.770257240094169,0.73228381567434,0.777465004440862,0.777465004440862,0.723576413152831,0.709959236233869,0.577335139997987,0.503480355488269,0,0,-0.487145363260155,-0.499971242875678,-0.533077654993457,-0.540535361283479,-0.52116442723436,-0.637484672492736,-0.689973976037729,-0.696459548105734,-0.841474193458361,-0.756721462659577,-0.861532200228847
"miR101",0.710322825382736,0.710322825382736,0.696330803278689,0.643117564869933,0.70459669371864,0.70459669371864,0.596637583758128,0.647465347367001,0.528841207107906,0.47199933632494,0,0,-0.385795584205001,-0.393407573589391,-0.488378926914049,-0.433771982220289,-0.578891373213456,-0.563748017145313,-0.544747847510503,-0.615320503013337,-0.760508661100889,-0.603109831344306,-0.776553713602571
"CDH1",0.618732230370298,0.618732230370298,0.810336915945743,0.776522251780488,0.614984262994381,0.614984262994381,0.548896630221796,0.573016837641997,0.725844026912861,0.430075672590617,0,0,-0.536586654281686,-0.45138158590825,-0.470543988917371,-0.595622496350608,-0.664307971309038,-0.790982405923713,-0.640749873954707,-0.854543322909723,-0.68389998574554,-0.712645494830531,-0.695565954257665
"miR34a",0.709506274656645,0.709506274656645,0.696819674021359,0.646801785144168,0.704820283336948,0.704820283336948,0.594095695646693,0.648661055408026,0.562902631161914,0.473484406450067,0,0,-0.477482559722072,-0.384863281054106,-0.490421969190167,-0.525619221474067,-0.512930118017559,-0.668171468740892,-0.544036101460136,-0.719623032965208,-0.76061643301696,-0.602314396396603,-0.673847021258009
"CLDN7",0.543514848834809,0.543514848834809,0.737303278626055,0.808427062530308,0.540862081456512,0.540862081456512,0.481646221978089,0.507460335170546,0.664307971309038,0.383105494538202,0,0,-0.473153609831029,-0.405724489630739,-0.41400690953155,-0.536586654281686,-0.599576040263648,-0.723010319682697,-0.562444915353906,-0.790982405923713,-0.614984262994381,-0.640749873954707,-0.623965737115497
"GRHL2",0.639852846183373,0.639852846183373,0.560734763954639,0.527031784933232,0.63126908992112,0.63126908992112,0.599633279456994,0.50462604237711,0.337390499214026,0.41531649159314,0.0254634963101575,0.0255651091835848,-0.291681469070878,-0.352736229730487,-0.363857645779113,-0.330663749852341,-0.296639269956236,-0.353540537590724,-0.53934771315391,-0.39572507231872,-0.67689264722351,-0.586786333441489,-0.504177522821115
