"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.806299125612276,0.806299125612276,0.789592585944831,0.755133889800341,0.79537333699429,0.79537333699429,0.754604819347278,0.717965899150803,0.518988836293866,0.504988266323339,0,0,-0.464589992365782,-0.494580374911935,-0.504458293868226,-0.521802439348522,-0.460091586782515,-0.664937029165456,-0.598171844965222,-0.6158565589535,-0.861821381297117,-0.667789263418386,-0.890623193110958
"miR200c",0.784304873249069,0.784304873249069,0.770714313619384,0.733716378002471,0.776011729788645,0.776011729788645,0.72024499180192,0.708654963713497,0.579670172729952,0.503281505733334,0,0,-0.505054000979794,-0.502115614846678,-0.536084040564317,-0.560079690916108,-0.523113041662356,-0.645977202161651,-0.690418340269978,-0.700377898235039,-0.839959151716907,-0.757502098750546,-0.862055938052242
"miR200b",0.784304873249069,0.784304873249069,0.770714313619384,0.733716378002471,0.776011729788645,0.776011729788645,0.72024499180192,0.708654963713497,0.579670172729952,0.503281505733334,0,0,-0.505054000979794,-0.502115614846678,-0.536084040564317,-0.560079690916108,-0.523113041662356,-0.645977202161651,-0.690418340269978,-0.700377898235039,-0.839959151716907,-0.757502098750546,-0.862055938052242
"miR200a",0.784304873249069,0.784304873249069,0.770714313619384,0.733716378002471,0.776011729788645,0.776011729788645,0.72024499180192,0.708654963713497,0.579670172729952,0.503281505733334,0,0,-0.505054000979794,-0.502115614846678,-0.536084040564317,-0.560079690916108,-0.523113041662356,-0.645977202161651,-0.690418340269978,-0.700377898235039,-0.839959151716907,-0.757502098750546,-0.862055938052242
"miR141",0.784304873249069,0.784304873249069,0.770714313619384,0.733716378002471,0.776011729788645,0.776011729788645,0.72024499180192,0.708654963713497,0.579670172729952,0.503281505733334,0,0,-0.505054000979794,-0.502115614846678,-0.536084040564317,-0.560079690916108,-0.523113041662356,-0.645977202161651,-0.690418340269978,-0.700377898235039,-0.839959151716907,-0.757502098750546,-0.862055938052242
"miR101",0.711252148437563,0.711252148437563,0.698201254358915,0.646255302446797,0.704674453778004,0.704674453778004,0.596878238758814,0.648359630774497,0.533147477356919,0.47318956273221,0,0,-0.391652331237467,-0.400616755359727,-0.493664152834462,-0.440992327257543,-0.582917366917385,-0.564437244868532,-0.545943291463724,-0.620481111765453,-0.760726685032779,-0.604814304244306,-0.778646553194825
"CDH1",0.618479821406849,0.618479821406849,0.8105918420622,0.77754380616023,0.614175221323851,0.614175221323851,0.547861907496109,0.572577143123282,0.7274499110977,0.430000131315442,0,0,-0.543363302178481,-0.454438809446502,-0.473315902755986,-0.603845100893684,-0.665739037064226,-0.790157674451217,-0.64083722135252,-0.85684614050013,-0.682983706454891,-0.712988065739585,-0.696012111244169
"miR34a",0.72572601632807,0.72572601632807,0.714695767411176,0.670460375014488,0.720388344423744,0.720388344423744,0.630959292522188,0.665639853076062,0.6021786336468,0.49507457953595,0,0,-0.516846447204119,-0.486955388644736,-0.544275608473596,-0.567864357011189,-0.550413847865986,-0.787094184626921,-0.56057658255817,-0.743995286478517,-0.778188834706654,-0.621456268569583,-0.693168666329277
"CLDN7",0.543534814328552,0.543534814328552,0.737650860980262,0.809316333007195,0.540507985505221,0.540507985505221,0.481273377186471,0.50728371786685,0.665739037064226,0.383285663424872,0,0,-0.478568748324846,-0.40826563147072,-0.416540623208073,-0.543363302178481,-0.6003797556271,-0.721366169071054,-0.562733279692777,-0.79273263370055,-0.614175221323851,-0.64083722135252,-0.624297146552596
"GRHL2",0.644795733368321,0.644795733368321,0.566648358512044,0.535167084290988,0.634734731343648,0.634734731343648,0.603029672668857,0.50803685262818,0.345405296443373,0.417976856869109,0.0254845225303722,0.0255836734380537,-0.312699019072538,-0.362066748826759,-0.373510967585023,-0.353507052289063,-0.303725767386336,-0.417217793260795,-0.542477671029625,-0.405484794317232,-0.681186005565555,-0.59101792127244,-0.512166313503287
