"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.803123143290481,0.803123143290481,0.778141177833552,0.623933934923302,0.793539689064476,0.793539689064476,0.753296516075588,0.717329853139245,0.498216583263625,0.505161690933688,0,0,-0.458067489640793,-0.490109123442075,-0.500520137558447,-0.513724175938721,-0.442036597031696,-0.644057767419063,-0.595456162601956,-0.582533653485569,-0.858975522159717,-0.663626294327079,-0.884388321076887
"miR200c",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR200b",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR200a",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR141",0.783794531991365,0.783794531991365,0.763336761874914,0.63014488510759,0.776950198102633,0.776950198102633,0.722579881219615,0.710891243075912,0.564413844719789,0.50524335515756,0,0,-0.50141199790266,-0.500410903770065,-0.534461585145926,-0.555243135042728,-0.510179487167828,-0.630586083940113,-0.689324024516796,-0.674072248086674,-0.840365599818101,-0.755512325580335,-0.8588510279512
"miR101",0.710211342741853,0.710211342741853,0.69121371710107,0.559086792882806,0.704977118129083,0.704977118129083,0.59704329505747,0.649243907787254,0.518781476643736,0.474290325299897,0,0,-0.387448098419364,-0.397775913043021,-0.491192569338837,-0.435701647517494,-0.570678225454114,-0.550022753436327,-0.544912441587278,-0.596868341158191,-0.760521760691952,-0.603016391482054,-0.774978953697502
"CDH1",0.618762695658356,0.618762695658356,0.807168433951949,0.716470924905253,0.615220009893671,0.615220009893671,0.548987745000646,0.574026632954485,0.719325987354911,0.431483411487493,0,0,-0.541981344398552,-0.453342153725232,-0.472591055338283,-0.601513880919137,-0.659758195953792,-0.781853826465115,-0.640807455758922,-0.841461153843127,-0.683893703561349,-0.712573317002451,-0.694709822720155
"miR34a",0.724635090130238,0.724635090130238,0.708251749168732,0.592812896752984,0.720398834895176,0.720398834895176,0.630896537649425,0.666185943803018,0.589120524133917,0.495885736248971,0,0,-0.513108228713764,-0.484274500156337,-0.541994967332565,-0.563034614201863,-0.539572852038035,-0.773823701361098,-0.559540092396913,-0.72221928617029,-0.777767184557141,-0.619783622497257,-0.689805053024093
"CLDN7",0.543822670606873,0.543822670606873,0.735150743476111,0.757388500398673,0.541288839210132,0.541288839210132,0.482132115861573,0.50839990828481,0.659758195953792,0.384383059661961,0,0,-0.477944558338533,-0.407665068252689,-0.416213732917589,-0.541981344398552,-0.596861459252853,-0.715276061164722,-0.562576533156058,-0.780708595206616,-0.615220009893671,-0.640807455758922,-0.623658187263363
"GRHL2",0.632651378889396,0.632651378889396,0.540258413658213,0.35115182510547,0.62488990511459,0.62488990511459,0.593377538025001,0.500190002038352,0.301373897125386,0.41263313609105,0.0255409753580788,0.0256364332958402,-0.294521838912923,-0.348572204912272,-0.360745596530694,-0.332807288938936,-0.263182955622679,-0.373186517416519,-0.532487894406934,-0.346454327663763,-0.669168422999066,-0.57874309820744,-0.494204356645167
"OVOL2",0.404839241209638,0.404839241209638,0.402879702796915,0.257215818689859,0.394170141427433,0.394170141427433,0.399580538064855,0.28266780215297,0.367756049043612,0.161416691323656,-0.0240834337367673,-0.0241428552949085,-0.293733057928691,-0.312340690827138,-0.323735646679383,-0.320040517823663,-0.340973644428716,-0.393948646808162,-0.308752660499227,-0.403195090938077,-0.425390004228024,-0.340940298285823,-0.353805461334135
"NP63",0.118278475629271,0.118278475629271,-0.0589187213757796,-0.12565083349636,0.151211341650802,0.151211341650802,0.119638298485616,0.233214585023319,-0.271118429770078,0.178311825436555,0.0215802590359401,0.12148890048048,0.186035928588218,0.0769405059775238,0.0890751338584856,0.182165177999191,0.273953014999531,0.21531988007776,-0.0865967903625322,0.265529321909487,-0.155324472251096,-0.0923359684259661,-0.0738113519995965
"SNAI1",-0.537329312066673,-0.537329312066673,-0.524599212171829,-0.51419418889498,-0.538296376650471,-0.538296376650471,-0.502840546420845,-0.500909254797575,-0.464283422382503,-0.387995457310848,0,0,0.332310997888455,0.222351809092273,0.423765167780412,0.367130816097213,0.429461762615673,0.487090829802573,0.422586508834681,0.531447277198872,0.579384972223974,0.465806750240572,0.57764089474149
"TCF3",-0.543822670606873,-0.543822670606873,-0.735150743476111,-0.757388500398673,-0.541288839210132,-0.541288839210132,-0.482132115861573,-0.50839990828481,-0.659758195953792,-0.384383059661961,0,0,0.477944558338533,0.407665068252689,0.416213732917589,0.541981344398552,0.596861459252853,0.715276061164722,0.562576533156058,0.780708595206616,0.615220009893671,0.640807455758922,0.623658187263363
"KLF8",-0.543822670606873,-0.543822670606873,-0.735150743476111,-0.757388500398673,-0.541288839210132,-0.541288839210132,-0.482132115861573,-0.50839990828481,-0.659758195953792,-0.384383059661961,0,0,0.477944558338533,0.407665068252689,0.416213732917589,0.541981344398552,0.596861459252853,0.715276061164722,0.562576533156058,0.780708595206616,0.615220009893671,0.640807455758922,0.623658187263363
