"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.907761954564442,0.791411603570199,0.876606234441972,0.693400942629631,0.524737984380418,0.803566316275672,0.462554169611007,0.753131410661206,0.484026762054027,-0.485296017084525,0,0,-0.673106211481848,0,0,-0.926570127720075,-0.915108553166848,-0.926570127720075,-0.720794522773754,-0.637497391292671,0.575039120553228,0.729625152375109,-0.663755753820093,0.500873684218391,-0.720794522773754,-0.883608303696417
"ZEB1",0.737415429721872,0.803911289059379,0.783290806326567,0.703205710587229,0.556918492288096,0.695033946612257,0.503615775659535,0.643154913033841,0.51325732723992,-0.525868974284107,0,0,-0.798216304760638,0,0,-0.855119060661595,-0.833266203683914,-0.855119060661595,-0.842997619799838,-0.550780506537863,0.497090906741384,0.631230046337486,-0.750966554400095,0.53422274040653,-0.842997619799838,-0.793191804821843
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.810422230317992,0.795345199946713,0.675356175449478,0.699054094913227,0.679746776809102,0.629963546896691,0.62764441962074,0.756086116871791,0.498476378187108,-0.507143016758482,0,0,-0.646972701132267,0,0,-0.740813202454744,-0.728742728616643,-0.740813202454744,-0.735417828928839,-0.620153656440698,0.567100808592279,0.567775981624812,-0.680787980648225,0.535819053626551,-0.735417828928839,-0.785723294150587
"TWIST1",0.809445705974836,0.793791048877114,0.771307148859349,0.696257989005804,0.557159132395123,0.626235282966867,0.604980598920096,0.75279301046127,0.416545511307384,-0.50267817200378,0,0,-0.640447361811537,0,0,-0.739666673762276,-0.726973737852598,-0.739666673762276,-0.73403735461082,-0.607758846847521,0.554689119624818,0.564269430551417,-0.677210278624736,0.616029788030054,-0.73403735461082,-0.781690811410827
"TGFbeta",0.657911737650619,0.648916827351662,0.630126288670721,0.656698999885307,0.53011399878329,0.604142638957915,0.481620163915177,0.713702869610781,0.448860118952268,-0.426303984395207,0,0,-0.593204161100194,0,0,-0.5966872186769,-0.68659237251217,-0.5966872186769,-0.593855259161188,-0.561360623086923,0.51234135559864,0.646843350619761,-0.55304191450482,0.505924459721926,-0.593855259161188,-0.640217519239001
"TCF3",0.624305346323941,0.615560541148846,0.70265495497129,0.720897581981435,0.541421136208447,0.638248334279787,0.47739272423483,0.791436568398329,0.405800879932384,-0.384248674291467,0,0,-0.482175780522663,0,0,-0.544000178363982,-0.737768896866043,-0.544000178363982,-0.541408455261555,-0.66456146914769,0.599717839506649,0.560622196976231,-0.508394239853633,0.413713118941279,-0.541408455261555,-0.809421149867489
"SNAI2",0.764166271009511,0.750397474977312,0.833254769760032,0.85430330366881,0.658744654164366,0.7783666291627,0.601702527532215,0.815397122081095,0.494257421277447,-0.474691406534824,0,0,-0.61218443820786,0,0,-0.689498626984921,-0.879140369336622,-0.689498626984921,-0.684737185400118,-0.783895187503964,0.726143314185961,0.709762619324435,-0.635524260086287,0.52338138048223,-0.684737185400118,-0.841950203185954
"SNAI1",0.579271325712399,0.580364838617087,0.559008065552424,0.495096563691233,0.367541482210406,0.462975379771344,0.332266566812315,0.544471811509235,0.220989535790585,-0.387928891987006,0,0,-0.503424576243863,0,0,-0.538057432546361,-0.528570587405057,-0.538057432546361,-0.538820537507992,-0.471437148123945,0.435245575961447,0.419785616339243,-0.501115380359583,0.42090212093428,-0.538820537507992,-0.568663335833693
"OVOL2",-0.399927815726331,-0.464268548444621,-0.491372893299219,-0.46578154876505,-0.363213177751656,-0.379746034288969,-0.332524754259647,-0.491276181553496,-0.341014384462704,0.182098122817057,-0.0240860009382869,0,0.431805760933092,0,-0.0241466170180797,0.441620800898601,0.470099448796091,0.441620800898601,0.428095912549954,0.438257103809254,-0.40658563406862,-0.342473546818645,0.312507011775582,-0.351443756864104,0.428095912549954,0.503074344540797
"NP63",-0.0758782115570701,-0.156761603268696,0.0463278503972793,0.204710802617269,0.182386571749642,-0.0864183775579528,0.186171361046344,0.250860262847762,0.0791830270187403,0.178962702861041,0.021582369054305,0,0.119696509437608,0,0.12148948303092,0.119626452054599,-0.0536540332531793,0.119626452054599,0.152300783777334,-0.261985027367653,0.265104815739613,-0.0804159219179021,0.234157789423256,0.0929473158806909,0.152300783777334,-0.0718089475869463
"miR9",-0.626174596113011,-0.419126870704012,-0.428595048474994,-0.155248682639578,-0.128583191440272,-0.460591419170687,-0.0961232918443376,-0.169695593890674,-0.197760560166685,0.281288904847566,0,0,0.350219875230082,0,0,0.583580284262894,0.447491125773261,0.583580284262894,0.38067126393967,0.111929407180971,-0.0777481788391587,-0.422109068932039,0.355118322838318,-0.213737161929171,0.38067126393967,0.310721049289681
"miR34a",-0.692763220948421,-0.779756009319166,-0.659703371521282,-0.785603614709329,-0.563972410302583,-0.616508477378448,-0.513201372463838,-0.741124572724025,-0.482335126056907,0.496094562023028,0,0,0.632306323520317,0,0,0.726203534088462,0.714427371357051,0.726203534088462,0.721660923756944,0.599662367552618,-0.548095700885951,-0.556185580411298,0.666923017045401,-0.538648105796416,0.721660923756944,0.670133690097768
"miR30c",-0.76831738661089,-0.651557642503884,-0.629875357957784,-0.656804678865738,-0.520954074259102,-0.609336284148865,-0.47181534486477,-0.719330665151968,-0.37728904834717,0.434572253227013,0,0,0.551804840245108,0,0,0.702055307785222,0.691896643378472,0.702055307785222,0.595760150002535,0.558234749016403,-0.508396392029737,-0.551503545355294,0.556723232614682,-0.480293268565132,0.595760150002535,0.640064282497615
"miR205",-0.891445781988863,-0.864145250541741,-0.747891501482399,-0.663980788527577,-0.520411972988157,-0.660912214580771,-0.463179659624921,-0.612850605444073,-0.492598265380617,0.506449816610366,0,0,0.757770303344712,0,0,0.807520044677755,0.789995707997391,0.807520044677755,0.797289459658159,0.517343439022262,-0.458398258732839,-0.591981752766561,0.719914889532856,-0.501444506194439,0.797289459658159,0.755705289450456
"miR200c",-0.863775633050259,-0.843902134098867,-0.72749884799703,-0.646318805740365,-0.559314018772649,-0.752336675328866,-0.504282577212767,-0.698714788412328,-0.501080380680531,0.505986774534251,0,0,0.725495878173368,0,0,0.786720428678326,0.772227393103254,0.786720428678326,0.77941752565141,0.579066789986419,-0.522410437342062,-0.685749154768565,0.712541067673133,-0.533098987100259,0.77941752565141,0.73559319791213
"miR200b",-0.863775633050259,-0.843902134098867,-0.72749884799703,-0.646318805740365,-0.559314018772649,-0.752336675328866,-0.504282577212767,-0.698714788412328,-0.501080380680531,0.505986774534251,0,0,0.725495878173368,0,0,0.786720428678326,0.772227393103254,0.786720428678326,0.77941752565141,0.579066789986419,-0.522410437342062,-0.685749154768565,0.712541067673133,-0.533098987100259,0.77941752565141,0.73559319791213
"miR200a",-0.863775633050259,-0.843902134098867,-0.72749884799703,-0.646318805740365,-0.559314018772649,-0.752336675328866,-0.504282577212767,-0.698714788412328,-0.501080380680531,0.505986774534251,0,0,0.725495878173368,0,0,0.786720428678326,0.772227393103254,0.786720428678326,0.77941752565141,0.579066789986419,-0.522410437342062,-0.685749154768565,0.712541067673133,-0.533098987100259,0.77941752565141,0.73559319791213
"miR141",-0.891445781988863,-0.864145250541741,-0.747891501482399,-0.663980788527577,-0.520411972988157,-0.660912214580771,-0.463179659624921,-0.612850605444073,-0.492598265380617,0.506449816610366,0,0,0.757770303344712,0,0,0.807520044677755,0.789995707997391,0.807520044677755,0.797289459658159,0.517343439022262,-0.458398258732839,-0.591981752766561,0.719914889532856,-0.501444506194439,0.797289459658159,0.755705289450456
"miR101",-0.778324994104196,-0.762769786396155,-0.636250415943153,-0.562877367637037,-0.436730450954034,-0.599783361556168,-0.387498928226231,-0.61727869645716,-0.39518124189089,0.474548474278881,0,0,0.598556333173519,0,0,0.712013872338683,0.698060236749309,0.712013872338683,0.706423732647148,0.530240325400207,-0.580099405282984,-0.54148290454277,0.650094443932825,-0.487879688505583,0.706423732647148,0.64602873510247
